,rank,team,country,level,elo,to
984,6.0,Atletico,ESP,1,1900.25561523,2021-03-09
985,6.0,Atletico,ESP,1,1899.75622559,2021-03-10
986,6.0,Atletico,ESP,1,1902.12719727,2021-03-11
987,6.0,Atletico,ESP,1,1906.97253418,2021-03-13
988,7.0,Atletico,ESP,1,1902.37866211,2021-03-16
989,7.0,Atletico,ESP,1,1904.60168457,2021-03-17
990,9.0,Atletico,ESP,1,1887.88256836,2021-03-18
991,9.0,Atletico,ESP,1,1888.34936523,2021-03-21
992,9.0,Atletico,ESP,1,1890.05029297,2021-04-03
993,8.0,Atletico,ESP,1,1890.05029297,2021-04-04
994,8.0,Atletico,ESP,1,1881.80041504,2021-04-06
995,8.0,Atletico,ESP,1,1885.02319336,2021-04-08
996,8.0,Atletico,ESP,1,1885.50439453,2021-04-10
997,9.0,Atletico,ESP,1,1885.50439453,2021-04-11
998,9.0,Atletico,ESP,1,1882.34423828,2021-04-14
999,9.0,Atletico,ESP,1,1883.45373535,2021-04-15
1000,9.0,Atletico,ESP,1,1884.45202637,2021-04-18
1001,9.0,Atletico,ESP,1,1888.96691895,2021-04-20
1002,8.0,Atletico,ESP,1,1888.96691895,2021-04-22
1003,8.0,Atletico,ESP,1,1891.53320312,2021-04-24
1004,9.0,Atletico,ESP,1,1891.53320312,2021-04-25
1005,10.0,Atletico,ESP,1,1880.37939453,2021-04-27
1006,10.0,Atletico,ESP,1,1879.63684082,2021-04-28
1007,9.0,Atletico,ESP,1,1879.63684082,2021-04-29
1008,9.0,Atletico,ESP,1,1881.31652832,2021-05-01
1009,9.0,Atletico,ESP,1,1884.27124023,2021-05-05
1010,9.0,Atletico,ESP,1,1879.48864746,2021-05-06
1011,9.0,Atletico,ESP,1,1881.61767578,2021-05-08
1012,9.0,Atletico,ESP,1,1884.61230469,2021-05-12
1013,9.0,Atletico,ESP,1,1888.39343262,2021-05-16
1014,9.0,Atletico,ESP,1,1891.25732422,2021-05-22
1015,9.0,Atletico,ESP,1,1894.48535156,2021-05-26
1016,9.0,Atletico,ESP,1,1895.42712402,2021-08-15
1017,8.0,Atletico,ESP,1,1900.55065918,2021-08-21
1018,9.0,Atletico,ESP,1,1900.55065918,2021-08-22
1019,9.0,Atletico,ESP,1,1902.13171387,2021-08-29
1020,9.0,Atletico,ESP,1,1898.23266602,2021-09-12
1021,8.0,Atletico,ESP,1,1901.91308594,2021-09-14
1022,9.0,Atletico,ESP,1,1895.69470215,2021-09-15
1023,8.0,Atletico,ESP,1,1892.66308594,2021-09-16
1024,8.0,Atletico,ESP,1,1893.78796387,2021-09-18
1025,10.0,Atletico,ESP,1,1888.17749023,2021-09-21
1026,10.0,Atletico,ESP,1,1891.75073242,2021-09-23
1027,9.0,Atletico,ESP,1,1891.75073242,2021-09-25
1028,10.0,Atletico,ESP,1,1877.55822754,2021-09-28
1029,10.0,Atletico,ESP,1,1883.37609863,2021-09-29
1030,9.0,Atletico,ESP,1,1877.0715332,2021-09-30
1031,9.0,Atletico,ESP,1,1877.93688965,2021-10-02
1032,9.0,Atletico,ESP,1,1886.96740723,2021-10-16
1033,8.0,Atletico,ESP,1,1886.96740723,2021-10-19
1034,8.0,Atletico,ESP,1,1879.609375,2021-10-20
1035,8.0,Atletico,ESP,1,1884.02429199,2021-10-21
1036,8.0,Atletico,ESP,1,1885.06567383,2021-10-24
1037,8.0,Atletico,ESP,1,1880.66943359,2021-10-28
1038,9.0,Atletico,ESP,1,1875.5637207,2021-10-30
1039,8.0,Atletico,ESP,1,1875.5637207,2021-10-31
1040,8.0,Atletico,ESP,1,1882.77429199,2021-11-02
1041,8.0,Atletico,ESP,1,1881.98901367,2021-11-03
1042,10.0,Atletico,ESP,1,1875.24047852,2021-11-04
1043,10.0,Atletico,ESP,1,1869.20581055,2021-11-07
1044,10.0,Atletico,ESP,1,1866.08361816,2021-11-20
1045,9.0,Atletico,ESP,1,1868.93579102,2021-11-23
1046,10.0,Atletico,ESP,1,1866.51379395,2021-11-24
1047,11.0,Atletico,ESP,1,1852.38842773,2021-11-25
1048,12.0,Atletico,ESP,1,1850.82250977,2021-11-28
1049,11.0,Atletico,ESP,1,1856.47814941,2021-12-02
1050,10.0,Atletico,ESP,1,1856.47814941,2021-12-04
1051,12.0,Atletico,ESP,1,1841.35339355,2021-12-07
1052,10.0,Atletico,ESP,1,1861.64892578,2021-12-08
1053,10.0,Atletico,ESP,1,1857.76342773,2021-12-09
1054,10.0,Atletico,ESP,1,1861.02868652,2021-12-12
1055,10.0,Atletico,ESP,1,1854.81176758,2021-12-18
1056,11.0,Atletico,ESP,1,1847.79333496,2021-12-22
1057,12.0,Atletico,ESP,1,1836.53759766,2022-01-02
1058,11.0,Atletico,ESP,1,1840.65991211,2022-01-03
1059,12.0,Atletico,ESP,1,1840.65991211,2022-01-09
1060,12.0,Atletico,ESP,1,1841.29492188,2022-01-22
1061,11.0,Atletico,ESP,1,1844.84057617,2022-02-06
1062,12.0,Atletico,ESP,1,1835.53991699,2022-02-11
1063,13.0,Atletico,ESP,1,1835.53991699,2022-02-12
1064,12.0,Atletico,ESP,1,1838.61071777,2022-02-15
1065,12.0,Atletico,ESP,1,1837.39245605,2022-02-16
1066,16.0,Atletico,ESP,1,1821.90600586,2022-02-17
1067,14.0,Atletico,ESP,1,1824.59619141,2022-02-19
1068,13.0,Atletico,ESP,1,1835.09643555,2022-02-22
1069,13.0,Atletico,ESP,1,1834.52197266,2022-02-23
1070,13.0,Atletico,ESP,1,1832.4317627,2022-02-24
1071,14.0,Atletico,ESP,1,1832.76342773,2022-02-26
1072,13.0,Atletico,ESP,1,1838.23669434,2022-03-06
1073,11.0,Atletico,ESP,1,1848.84130859,2022-03-09
1074,11.0,Atletico,ESP,1,1850.40087891,2022-03-10
1075,12.0,Atletico,ESP,1,1850.93188477,2022-03-11
1076,11.0,Atletico,ESP,1,1852.80078125,2022-03-15
1077,10.0,Atletico,ESP,1,1870.03088379,2022-03-16
1078,8.0,Atletico,ESP,1,1876.22229004,2022-03-17
1079,10.0,Atletico,ESP,1,1871.47363281,2022-03-19
1080,10.0,Atletico,ESP,1,1875.26818848,2022-03-20
1081,9.0,Atletico,ESP,1,1875.26818848,2022-04-02
1082,9.0,Atletico,ESP,1,1878.0489502,2022-04-04
1083,8.0,Atletico,ESP,1,1878.0489502,2022-04-05
1084,8.0,Atletico,ESP,1,1875.9128418,2022-04-06
1085,8.0,Atletico,ESP,1,1880.53295898,2022-04-07
1086,8.0,Atletico,ESP,1,1880.57922363,2022-04-09
1087,9.0,Atletico,ESP,1,1866.97705078,2022-04-12
1088,8.0,Atletico,ESP,1,1870.46606445,2022-04-13
1089,9.0,Atletico,ESP,1,1866.7479248,2022-04-14
1090,9.0,Atletico,ESP,1,1861.13208008,2022-04-16
1091,10.0,Atletico,ESP,1,1861.13208008,2022-04-17
1092,9.0,Atletico,ESP,1,1863.65661621,2022-04-20
1093,10.0,Atletico,ESP,1,1856.36071777,2022-04-23
1094,11.0,Atletico,ESP,1,1856.36071777,2022-04-26
1095,11.0,Atletico,ESP,1,1855.50500488,2022-04-27
1096,10.0,Atletico,ESP,1,1854.75012207,2022-04-30
1097,14.0,Atletico,ESP,1,1840.79455566,2022-05-02
1098,13.0,Atletico,ESP,1,1840.79455566,2022-05-03
1099,13.0,Atletico,ESP,1,1840.18811035,2022-05-04
1100,13.0,Atletico,ESP,1,1844.99487305,2022-05-05
1101,11.0,Atletico,ESP,1,1844.99487305,2022-05-07
1102,12.0,Atletico,ESP,1,1844.99487305,2022-05-08
1103,9.0,Atletico,ESP,1,1855.24914551,2022-05-11
1104,9.0,Atletico,ESP,1,1861.10620117,2022-05-15
1105,10.0,Atletico,ESP,1,1858.1907959,2022-05-16
1106,9.0,Atletico,ESP,1,1858.1907959,2022-05-21
1107,10.0,Atletico,ESP,1,1858.1907959,2022-05-22
1108,9.0,Atletico,ESP,1,1865.44580078,2022-05-28
1109,8.0,Atletico,ESP,1,1868.53173828,2022-08-06
1110,9.0,Atletico,ESP,1,1868.53173828,2022-08-15
1111,7.0,Atletico,ESP,1,1876.70056152,2022-08-18
1112,7.0,Atletico,ESP,1,1877.0402832,2022-08-20
1113,8.0,Atletico,ESP,1,1877.0402832,2022-08-21
1114,13.0,Atletico,ESP,1,1862.88244629,2022-08-25
1115,13.0,Atletico,ESP,1,1863.32092285,2022-08-26
1116,12.0,Atletico,ESP,1,1863.32092285,2022-08-28
1117,11.0,Atletico,ESP,1,1863.32092285,2022-08-29
1118,11.0,Atletico,ESP,1,1868.45019531,2022-09-03
1119,11.0,Atletico,ESP,1,1866.7043457,2022-09-06
1120,10.0,Atletico,ESP,1,1865.50964355,2022-09-07
1121,9.0,Atletico,ESP,1,1873.88061523,2022-09-08
1122,9.0,Atletico,ESP,1,1878.06640625,2022-09-10
1123,8.0,Atletico,ESP,1,1884.00720215,2022-09-13
1124,9.0,Atletico,ESP,1,1862.26660156,2022-09-14
1125,9.0,Atletico,ESP,1,1861.76721191,2022-09-15
1126,9.0,Atletico,ESP,1,1863.39294434,2022-09-18
1127,10.0,Atletico,ESP,1,1857.63830566,2022-10-01
1128,9.0,Atletico,ESP,1,1868.65869141,2022-10-04
1129,12.0,Atletico,ESP,1,1844.80297852,2022-10-05
1130,11.0,Atletico,ESP,1,1840.20336914,2022-10-06
1131,12.0,Atletico,ESP,1,1845.07922363,2022-10-08
1132,11.0,Atletico,ESP,1,1847.23596191,2022-10-11
1133,11.0,Atletico,ESP,1,1846.24951172,2022-10-12
1134,11.0,Atletico,ESP,1,1837.58081055,2022-10-13
1135,11.0,Atletico,ESP,1,1838.00939941,2022-10-15
1136,11.0,Atletico,ESP,1,1845.44189453,2022-10-18
1137,12.0,Atletico,ESP,1,1838.57336426,2022-10-20
1138,11.0,Atletico,ESP,1,1838.57336426,2022-10-23
1139,11.0,Atletico,ESP,1,1847.1307373,2022-10-25
1140,11.0,Atletico,ESP,1,1845.11181641,2022-10-26
1141,15.0,Atletico,ESP,1,1834.79321289,2022-10-27
1142,15.0,Atletico,ESP,1,1834.47290039,2022-10-29
1143,17.0,Atletico,ESP,1,1821.73632812,2022-11-01
1144,19.0,Atletico,ESP,1,1814.8326416,2022-11-02
1145,20.0,Atletico,ESP,1,1814.83642578,2022-11-03
1146,20.0,Atletico,ESP,1,1805.51062012,2022-11-06
1147,21.0,Atletico,ESP,1,1799.23632812,2022-11-09
1148,21.0,Atletico,ESP,1,1787.99047852,2022-12-29
1149,21.0,Atletico,ESP,1,1790.95202637,2023-01-08
1150,23.0,Atletico,ESP,1,1783.28637695,2023-01-15
1151,23.0,Atletico,ESP,1,1780.11206055,2023-01-21
1152,22.0,Atletico,ESP,1,1785.02539062,2023-01-26
1153,21.0,Atletico,ESP,1,1785.02539062,2023-01-29
1154,20.0,Atletico,ESP,1,1791.98779297,2023-02-04
1155,23.0,Atletico,ESP,1,1785.98425293,2023-02-05
1156,21.0,Atletico,ESP,1,1785.98425293,2023-02-11
1157,22.0,Atletico,ESP,1,1785.98425293,2023-02-12
1158,19.0,Atletico,ESP,1,1792.5411377,2023-02-16
1159,20.0,Atletico,ESP,1,1795.86669922,2023-02-19
1160,19.0,Atletico,ESP,1,1800.64050293,2023-02-21
1161,19.0,Atletico,ESP,1,1805.1595459,2023-02-23
1162,20.0,Atletico,ESP,1,1801.24462891,2023-02-25
1163,20.0,Atletico,ESP,1,1806.95251465,2023-03-04
1164,19.0,Atletico,ESP,1,1816.76599121,2023-03-08
1165,20.0,Atletico,ESP,1,1816.76599121,2023-03-09
1166,20.0,Atletico,ESP,1,1813.90222168,2023-03-13
1167,19.0,Atletico,ESP,1,1818.91503906,2023-03-14
1168,18.0,Atletico,ESP,1,1818.91503906,2023-03-15
1169,18.0,Atletico,ESP,1,1820.61645508,2023-03-16
1170,21.0,Atletico,ESP,1,1812.20959473,2023-03-18
1171,20.0,Atletico,ESP,1,1817.37756348,2023-04-01
1172,19.0,Atletico,ESP,1,1817.37756348,2023-04-02
1173,19.0,Atletico,ESP,1,1822.19213867,2023-04-07
1174,20.0,Atletico,ESP,1,1822.19213867,2023-04-08
1175,19.0,Atletico,ESP,1,1822.19213867,2023-04-09
1176,16.0,Atletico,ESP,1,1827.22180176,2023-04-11
1177,17.0,Atletico,ESP,1,1827.22180176,2023-04-12
1178,14.0,Atletico,ESP,1,1829.09326172,2023-04-13
1179,15.0,Atletico,ESP,1,1830.00671387,2023-04-16
1180,14.0,Atletico,ESP,1,1832.16271973,2023-04-18
1181,14.0,Atletico,ESP,1,1834.13391113,2023-04-20
1182,12.0,Atletico,ESP,1,1842.27233887,2023-04-23
1183,13.0,Atletico,ESP,1,1837.0612793,2023-04-26
1184,13.0,Atletico,ESP,1,1840.91418457,2023-04-30
1185,12.0,Atletico,ESP,1,1848.67456055,2023-05-03
1186,11.0,Atletico,ESP,1,1853.23071289,2023-05-04
1187,10.0,Atletico,ESP,1,1853.23071289,2023-05-09
1188,10.0,Atletico,ESP,1,1853.10681152,2023-05-11
1189,10.0,Atletico,ESP,1,1853.8972168,2023-05-14
1190,12.0,Atletico,ESP,1,1839.99780273,2023-05-17
1191,12.0,Atletico,ESP,1,1837.27600098,2023-05-18
1192,11.0,Atletico,ESP,1,1840.57666016,2023-05-21
1193,12.0,Atletico,ESP,1,1845.42224121,2023-05-24
1194,12.0,Atletico,ESP,1,1841.13098145,2023-05-27
1195,11.0,Atletico,ESP,1,1841.13098145,2023-05-28
1196,11.0,Atletico,ESP,1,1846.09155273,2023-05-31
1197,11.0,Atletico,ESP,1,1846.25561523,2023-06-04
1198,11.0,Atletico,ESP,1,1846.30627441,2023-08-14
1199,11.0,Atletico,ESP,1,1849.33032227,2023-08-20
1200,11.0,Atletico,ESP,1,1848.59509277,2023-08-24
1201,11.0,Atletico,ESP,1,1845.98254395,2023-08-28
1202,11.0,Atletico,ESP,1,1859.00793457,2023-08-31
1203,11.0,Atletico,ESP,1,1858.05688477,2023-09-16
1204,16.0,Atletico,ESP,1,1838.34655762,2023-09-19
1205,14.0,Atletico,ESP,1,1839.80932617,2023-09-20
1206,15.0,Atletico,ESP,1,1840.28430176,2023-09-21
1207,15.0,Atletico,ESP,1,1832.125,2023-09-24
1208,13.0,Atletico,ESP,1,1843.80065918,2023-09-28
1209,11.0,Atletico,ESP,1,1851.10949707,2023-09-30
1210,13.0,Atletico,ESP,1,1851.10949707,2023-10-01
1211,13.0,Atletico,ESP,1,1853.25354004,2023-10-03
1212,10.0,Atletico,ESP,1,1861.60241699,2023-10-04
1213,10.0,Atletico,ESP,1,1869.53686523,2023-10-05
1214,10.0,Atletico,ESP,1,1872.66479492,2023-10-08
1215,10.0,Atletico,ESP,1,1877.47290039,2023-10-21
1216,9.0,Atletico,ESP,1,1884.58666992,2023-10-24
1217,10.0,Atletico,ESP,1,1887.06140137,2023-10-25
1218,10.0,Atletico,ESP,1,1880.98217773,2023-10-26
1219,10.0,Atletico,ESP,1,1881.99133301,2023-10-28
1220,9.0,Atletico,ESP,1,1881.99133301,2023-10-29
1221,8.0,Atletico,ESP,1,1883.47827148,2023-11-03
1222,11.0,Atletico,ESP,1,1870.28100586,2023-11-06
1223,10.0,Atletico,ESP,1,1870.28100586,2023-11-07
1224,10.0,Atletico,ESP,1,1871.97595215,2023-11-08
1225,10.0,Atletico,ESP,1,1874.03259277,2023-11-09
1226,9.0,Atletico,ESP,1,1876.57629395,2023-11-12
1227,8.0,Atletico,ESP,1,1880.73925781,2023-11-25
1228,8.0,Atletico,ESP,1,1882.73620605,2023-11-28
1229,7.0,Atletico,ESP,1,1896.96801758,2023-11-29
1230,7.0,Atletico,ESP,1,1894.19274902,2023-11-30
1231,7.0,Atletico,ESP,1,1892.08972168,2023-12-03
1232,8.0,Atletico,ESP,1,1886.08154297,2023-12-06
1233,8.0,Atletico,ESP,1,1884.09008789,2023-12-10
1234,7.0,Atletico,ESP,1,1885.19946289,2023-12-12
1235,7.0,Atletico,ESP,1,1886.03637695,2023-12-13
1236,7.0,Atletico,ESP,1,1888.45336914,2023-12-14
1237,7.0,Atletico,ESP,1,1887.36437988,2023-12-16
1238,7.0,Atletico,ESP,1,1873.83789062,2023-12-19
1239,8.0,Atletico,ESP,1,1867.3770752,2023-12-23
1240,8.0,Atletico,ESP,1,1870.09326172,2023-12-31
1241,8.0,Atletico,ESP,1,1870.09326172,2024-01-03
1242,8.0,Atletico,ESP,1,1861.97692871,2024-01-04
1243,9.0,Atletico,ESP,1,1861.97692871,2024-01-20
1244,10.0,Atletico,ESP,1,1861.97692871,2024-01-21
1245,11.0,Atletico,ESP,1,1861.97692871,2024-01-22
1246,10.0,Atletico,ESP,1,1865.13330078,2024-01-27
1247,8.0,Atletico,ESP,1,1865.13330078,2024-01-28
1248,8.0,Atletico,ESP,1,1869.52685547,2024-01-31
1249,8.0,Atletico,ESP,1,1871.6887207,2024-02-04
1250,8.0,Atletico,ESP,1,1876.39245605,2024-02-10
1251,9.0,Atletico,ESP,1,1876.39245605,2024-02-11
1252,9.0,Atletico,ESP,1,1865.00598145,2024-02-13
1253,9.0,Atletico,ESP,1,1866.00671387,2024-02-14
1254,9.0,Atletico,ESP,1,1864.07446289,2024-02-15
1255,9.0,Atletico,ESP,1,1860.84521484,2024-02-17
1256,9.0,Atletico,ESP,1,1866.25061035,2024-02-20
1257,9.0,Atletico,ESP,1,1863.4666748,2024-02-21
1258,9.0,Atletico,ESP,1,1864.08251953,2024-02-22
1259,9.0,Atletico,ESP,1,1861.42932129,2024-02-24
1260,10.0,Atletico,ESP,1,1855.30529785,2024-03-03
1261,10.0,Atletico,ESP,1,1858.53820801,2024-03-05
1262,10.0,Atletico,ESP,1,1856.91967773,2024-03-06
1263,10.0,Atletico,ESP,1,1857.24633789,2024-03-07
1264,11.0,Atletico,ESP,1,1852.91699219,2024-03-09
1265,13.0,Atletico,ESP,1,1834.45727539,2024-03-12
1266,13.0,Atletico,ESP,1,1837.63427734,2024-03-13
1267,13.0,Atletico,ESP,1,1847.38818359,2024-03-14
1268,13.0,Atletico,ESP,1,1847.8157959,2024-03-16
1269,12.0,Atletico,ESP,1,1847.8157959,2024-03-17
1270,14.0,Atletico,ESP,1,1831.26074219,2024-04-01
1271,14.0,Atletico,ESP,1,1838.4987793,2024-04-06
1272,13.0,Atletico,ESP,1,1838.4987793,2024-04-09
1273,13.0,Atletico,ESP,1,1838.02270508,2024-04-10
1274,13.0,Atletico,ESP,1,1844.85070801,2024-04-11
1275,12.0,Atletico,ESP,1,1844.85070801,2024-04-13
1276,12.0,Atletico,ESP,1,1850.98144531,2024-04-16
1277,16.0,Atletico,ESP,1,1827.75878906,2024-04-17
1278,16.0,Atletico,ESP,1,1829.47424316,2024-04-21
1279,18.0,Atletico,ESP,1,1812.16357422,2024-04-27
1280,17.0,Atletico,ESP,1,1818.78967285,2024-04-30
1281,17.0,Atletico,ESP,1,1819.43811035,2024-05-02
1282,16.0,Atletico,ESP,1,1819.43811035,2024-05-04
1283,14.0,Atletico,ESP,1,1824.76916504,2024-05-08
1284,14.0,Atletico,ESP,1,1826.60473633,2024-05-09
1285,15.0,Atletico,ESP,1,1826.60473633,2024-05-12
1286,81.0,Girona,ESP,2,1624.38769531,2019-08-01
1287,81.0,Girona,ESP,2,1624.40283203,2019-08-08
1288,79.0,Girona,ESP,2,1625.43408203,2019-08-10
1289,82.0,Girona,ESP,2,1625.43408203,2019-08-11
1290,83.0,Girona,ESP,2,1625.43408203,2019-08-15
1291,82.0,Girona,ESP,2,1625.68310547,2019-08-17
1292,83.0,Girona,ESP,2,1625.68310547,2019-08-18
1293,87.0,Girona,ESP,2,1621.2590332,2019-08-22
1294,87.0,Girona,ESP,2,1622.09851074,2019-08-23
1295,93.0,Girona,ESP,2,1613.40393066,2019-08-24
1296,94.0,Girona,ESP,2,1613.40393066,2019-08-28
1297,92.0,Girona,ESP,2,1613.40393066,2019-08-29
1298,91.0,Girona,ESP,2,1613.72888184,2019-08-31
1299,90.0,Girona,ESP,2,1613.72888184,2019-09-01
1300,89.0,Girona,ESP,2,1619.01013184,2019-09-08
1301,83.0,Girona,ESP,2,1626.63208008,2019-09-14
1302,89.0,Girona,ESP,2,1616.56201172,2019-09-15
1303,90.0,Girona,ESP,2,1616.56201172,2019-09-17
1304,95.0,Girona,ESP,2,1609.2310791,2019-09-18
1305,97.0,Girona,ESP,2,1605.09606934,2019-09-19
1306,95.0,Girona,ESP,2,1605.33825684,2019-09-22
1307,95.0,Girona,ESP,2,1608.92944336,2019-09-24
1308,94.0,Girona,ESP,2,1608.92944336,2019-09-26
1309,95.0,Girona,ESP,2,1608.92944336,2019-09-28
1310,96.0,Girona,ESP,2,1602.91369629,2019-09-29
1311,98.0,Girona,ESP,2,1602.91369629,2019-10-01
1312,99.0,Girona,ESP,2,1603.16870117,2019-10-02
1313,,Girona,ESP,2,1599.20324707,2019-10-03
1314,93.0,Girona,ESP,2,1613.4708252,2019-10-05
1315,94.0,Girona,ESP,2,1613.4708252,2019-10-06
1316,87.0,Girona,ESP,2,1623.23193359,2019-10-12
1317,98.0,Girona,ESP,2,1604.84399414,2019-10-19
1318,97.0,Girona,ESP,2,1604.84399414,2019-10-20
1319,,Girona,ESP,2,1592.21923828,2019-10-22
1320,,Girona,ESP,2,1594.35217285,2019-10-23
1321,,Girona,ESP,2,1594.53881836,2019-10-24
1322,,Girona,ESP,2,1593.10986328,2019-10-26
1323,100.0,Girona,ESP,2,1593.10986328,2019-10-27
1324,,Girona,ESP,2,1588.18469238,2019-11-03
1325,95.0,Girona,ESP,2,1598.64013672,2019-11-05
1326,96.0,Girona,ESP,2,1597.97155762,2019-11-06
1327,97.0,Girona,ESP,2,1596.02624512,2019-11-07
1328,99.0,Girona,ESP,2,1596.72668457,2019-11-08
1329,98.0,Girona,ESP,2,1600.43371582,2019-11-09
1330,97.0,Girona,ESP,2,1600.43371582,2019-11-10
1331,96.0,Girona,ESP,2,1600.43371582,2019-11-17
1332,97.0,Girona,ESP,2,1599.14489746,2019-11-24
1333,95.0,Girona,ESP,2,1604.63720703,2019-11-26
1334,98.0,Girona,ESP,2,1602.29443359,2019-11-27
1335,95.0,Girona,ESP,2,1603.82116699,2019-11-28
1336,95.0,Girona,ESP,2,1604.81652832,2019-11-30
1337,96.0,Girona,ESP,2,1604.65527344,2019-12-04
1338,95.0,Girona,ESP,2,1604.65527344,2019-12-08
1339,94.0,Girona,ESP,2,1609.46264648,2019-12-10
1340,94.0,Girona,ESP,2,1614.28186035,2019-12-11
1341,90.0,Girona,ESP,2,1617.15344238,2019-12-12
1342,92.0,Girona,ESP,2,1611.62548828,2019-12-13
1343,,Girona,ESP,2,1598.84338379,2019-12-14
1344,100.0,Girona,ESP,2,1598.84338379,2019-12-21
1345,98.0,Girona,ESP,2,1598.84338379,2019-12-22
1346,,Girona,ESP,2,1576.59802246,2020-01-05
1347,,Girona,ESP,2,1570.03381348,2020-01-16
1348,,Girona,ESP,2,1575.80517578,2020-01-19
1349,,Girona,ESP,2,1567.05712891,2020-01-26
1350,,Girona,ESP,2,1563.13977051,2020-02-02
1351,,Girona,ESP,2,1571.55126953,2020-02-08
1352,,Girona,ESP,2,1578.1895752,2020-02-14
1353,,Girona,ESP,2,1579.0111084,2020-02-18
1354,,Girona,ESP,2,1581.26940918,2020-02-19
1355,,Girona,ESP,2,1576.60632324,2020-02-20
1356,,Girona,ESP,2,1576.61108398,2020-02-22
1357,,Girona,ESP,2,1582.74743652,2020-02-25
1358,,Girona,ESP,2,1582.69226074,2020-02-26
1359,,Girona,ESP,2,1580.9050293,2020-02-27
1360,,Girona,ESP,2,1581.91674805,2020-03-01
1361,,Girona,ESP,2,1581.4119873,2020-03-07
1362,,Girona,ESP,2,1576.58654785,2020-03-10
1363,,Girona,ESP,2,1575.01098633,2020-03-11
1364,,Girona,ESP,2,1581.79541016,2020-06-13
1365,,Girona,ESP,2,1581.4107666,2020-06-16
1366,,Girona,ESP,2,1575.89245605,2020-06-19
1367,,Girona,ESP,2,1568.66149902,2020-06-24
1368,,Girona,ESP,2,1574.7355957,2020-06-28
1369,,Girona,ESP,2,1563.80004883,2020-07-03
1370,,Girona,ESP,2,1570.31945801,2020-07-06
1371,,Girona,ESP,2,1571.16430664,2020-07-09
1372,,Girona,ESP,2,1577.54187012,2020-07-12
1373,,Girona,ESP,2,1576.54711914,2020-07-17
1374,,Girona,ESP,2,1583.24365234,2020-07-20
1375,,Girona,ESP,2,1571.2388916,2020-08-05
1376,,Girona,ESP,2,1568.35400391,2020-08-06
1377,,Girona,ESP,2,1571.2097168,2020-08-07
1378,,Girona,ESP,2,1570.00805664,2020-08-08
1379,,Girona,ESP,2,1571.48657227,2020-08-11
1380,,Girona,ESP,2,1573.74316406,2020-08-13
1381,,Girona,ESP,2,1575.8145752,2020-08-14
1382,,Girona,ESP,2,1570.53869629,2020-08-16
1383,,Girona,ESP,2,1582.08117676,2020-08-20
1384,,Girona,ESP,2,1582.4440918,2020-08-21
1385,,Girona,ESP,2,1585.02990723,2020-08-23
1386,,Girona,ESP,2,1572.10974121,2020-09-17
1387,,Girona,ESP,2,1572.67700195,2020-09-24
1388,,Girona,ESP,2,1572.9119873,2020-09-26
1389,,Girona,ESP,2,1562.32922363,2020-10-01
1390,,Girona,ESP,2,1564.99169922,2020-10-04
1391,,Girona,ESP,2,1554.50805664,2020-10-11
1392,,Girona,ESP,2,1566.78320312,2020-10-18
1393,,Girona,ESP,2,1572.39172363,2020-10-20
1394,,Girona,ESP,2,1573.07824707,2020-10-21
1395,,Girona,ESP,2,1551.21740723,2020-10-22
1396,,Girona,ESP,2,1555.46105957,2020-10-24
1397,,Girona,ESP,2,1562.5645752,2020-10-27
1398,,Girona,ESP,2,1567.64245605,2020-10-28
1399,,Girona,ESP,2,1571.78210449,2020-10-29
1400,,Girona,ESP,2,1568.02075195,2020-11-01
1401,,Girona,ESP,2,1569.06848145,2020-11-03
1402,,Girona,ESP,2,1568.47717285,2020-11-04
1403,,Girona,ESP,2,1569.22277832,2020-11-05
1404,,Girona,ESP,2,1572.9822998,2020-11-09
1405,,Girona,ESP,2,1570.00476074,2020-11-14
1406,,Girona,ESP,2,1561.96020508,2020-11-20
1407,,Girona,ESP,2,1574.23571777,2020-11-24
1408,,Girona,ESP,2,1565.74865723,2020-11-25
1409,,Girona,ESP,2,1566.44030762,2020-11-26
1410,,Girona,ESP,2,1564.36816406,2020-11-27
1411,,Girona,ESP,2,1555.69775391,2020-12-01
1412,,Girona,ESP,2,1557.90490723,2020-12-02
1413,,Girona,ESP,2,1553.23962402,2020-12-03
1414,,Girona,ESP,2,1548.13049316,2020-12-06
1415,,Girona,ESP,2,1558.50366211,2020-12-08
1416,,Girona,ESP,2,1554.45056152,2020-12-09
1417,,Girona,ESP,2,1558.91491699,2020-12-10
1418,,Girona,ESP,2,1565.38146973,2020-12-14
1419,,Girona,ESP,2,1563.8458252,2020-12-21
1420,,Girona,ESP,2,1551.53564453,2021-01-04
1421,,Girona,ESP,2,1546.71252441,2021-01-11
1422,,Girona,ESP,2,1546.51806641,2021-01-23
1423,,Girona,ESP,2,1555.94958496,2021-01-30
1424,,Girona,ESP,2,1551.24182129,2021-02-07
1425,,Girona,ESP,2,1540.0324707,2021-02-13
1426,,Girona,ESP,2,1540.91357422,2021-02-16
1427,,Girona,ESP,2,1534.44702148,2021-02-17
1428,,Girona,ESP,2,1531.16052246,2021-02-18
1429,,Girona,ESP,2,1535.56274414,2021-02-21
1430,,Girona,ESP,2,1539.54223633,2021-02-23
1431,,Girona,ESP,2,1536.87414551,2021-02-24
1432,,Girona,ESP,2,1538.58215332,2021-02-25
1433,,Girona,ESP,2,1539.76086426,2021-02-28
1434,,Girona,ESP,2,1540.52758789,2021-03-07
