,rank,team,country,level,elo,to
0,11.0,Real Madrid,ESP,1,1840.5534668,2019-08-01
1,11.0,Real Madrid,ESP,1,1840.56872559,2019-08-08
2,11.0,Real Madrid,ESP,1,1841.59997559,2019-08-15
3,11.0,Real Madrid,ESP,1,1841.84899902,2019-08-17
4,11.0,Real Madrid,ESP,1,1850.09716797,2019-08-22
5,11.0,Real Madrid,ESP,1,1850.93664551,2019-08-24
6,11.0,Real Madrid,ESP,1,1843.95397949,2019-08-29
7,12.0,Real Madrid,ESP,1,1844.27880859,2019-09-01
8,12.0,Real Madrid,ESP,1,1843.05310059,2019-09-14
9,12.0,Real Madrid,ESP,1,1846.01538086,2019-09-17
10,11.0,Real Madrid,ESP,1,1849.01757812,2019-09-18
11,13.0,Real Madrid,ESP,1,1833.8494873,2019-09-19
12,13.0,Real Madrid,ESP,1,1834.0916748,2019-09-22
13,12.0,Real Madrid,ESP,1,1842.50708008,2019-09-25
14,11.0,Real Madrid,ESP,1,1846.16601562,2019-09-28
15,11.0,Real Madrid,ESP,1,1849.03588867,2019-10-01
16,11.0,Real Madrid,ESP,1,1843.36230469,2019-10-02
17,12.0,Real Madrid,ESP,1,1839.39685059,2019-10-03
18,11.0,Real Madrid,ESP,1,1846.43261719,2019-10-05
19,10.0,Real Madrid,ESP,1,1850.26342773,2019-10-19
20,11.0,Real Madrid,ESP,1,1837.23132324,2019-10-22
21,12.0,Real Madrid,ESP,1,1842.99267578,2019-10-23
22,12.0,Real Madrid,ESP,1,1843.17919922,2019-10-24
23,12.0,Real Madrid,ESP,1,1841.75036621,2019-10-30
24,12.0,Real Madrid,ESP,1,1846.94311523,2019-11-02
25,12.0,Real Madrid,ESP,1,1840.79370117,2019-11-05
26,12.0,Real Madrid,ESP,1,1840.12512207,2019-11-06
27,12.0,Real Madrid,ESP,1,1841.97106934,2019-11-07
28,12.0,Real Madrid,ESP,1,1842.67150879,2019-11-09
29,9.0,Real Madrid,ESP,1,1856.10021973,2019-11-22
30,10.0,Real Madrid,ESP,1,1856.10021973,2019-11-23
31,9.0,Real Madrid,ESP,1,1861.38842773,2019-11-26
32,10.0,Real Madrid,ESP,1,1856.85693359,2019-11-27
33,8.0,Real Madrid,ESP,1,1858.38366699,2019-11-28
34,8.0,Real Madrid,ESP,1,1859.37902832,2019-11-30
35,8.0,Real Madrid,ESP,1,1865.08984375,2019-12-06
36,7.0,Real Madrid,ESP,1,1865.08984375,2019-12-07
37,6.0,Real Madrid,ESP,1,1868.44506836,2019-12-10
38,6.0,Real Madrid,ESP,1,1873.26428223,2019-12-11
39,6.0,Real Madrid,ESP,1,1883.5501709,2019-12-12
40,6.0,Real Madrid,ESP,1,1878.0222168,2019-12-15
41,6.0,Real Madrid,ESP,1,1878.66113281,2019-12-18
42,6.0,Real Madrid,ESP,1,1883.48913574,2019-12-22
43,6.0,Real Madrid,ESP,1,1878.15783691,2020-01-04
44,6.0,Real Madrid,ESP,1,1891.02429199,2020-01-18
45,6.0,Real Madrid,ESP,1,1894.96936035,2020-01-26
46,6.0,Real Madrid,ESP,1,1899.0657959,2020-02-01
47,6.0,Real Madrid,ESP,1,1904.15539551,2020-02-08
48,5.0,Real Madrid,ESP,1,1904.15539551,2020-02-09
49,5.0,Real Madrid,ESP,1,1912.05749512,2020-02-16
50,5.0,Real Madrid,ESP,1,1904.62145996,2020-02-18
51,5.0,Real Madrid,ESP,1,1906.87988281,2020-02-19
52,5.0,Real Madrid,ESP,1,1902.2166748,2020-02-20
53,6.0,Real Madrid,ESP,1,1902.22143555,2020-02-22
54,6.0,Real Madrid,ESP,1,1890.52050781,2020-02-25
55,6.0,Real Madrid,ESP,1,1890.46533203,2020-02-26
56,6.0,Real Madrid,ESP,1,1882.75012207,2020-02-27
57,6.0,Real Madrid,ESP,1,1883.76171875,2020-03-01
58,6.0,Real Madrid,ESP,1,1895.43029785,2020-03-08
59,6.0,Real Madrid,ESP,1,1884.09265137,2020-03-10
60,7.0,Real Madrid,ESP,1,1882.51708984,2020-03-11
61,7.0,Real Madrid,ESP,1,1889.30151367,2020-06-14
62,7.0,Real Madrid,ESP,1,1892.51513672,2020-06-18
63,7.0,Real Madrid,ESP,1,1898.94482422,2020-06-21
64,6.0,Real Madrid,ESP,1,1904.81286621,2020-06-24
65,6.0,Real Madrid,ESP,1,1906.72058105,2020-06-28
66,6.0,Real Madrid,ESP,1,1910.18920898,2020-07-02
67,6.0,Real Madrid,ESP,1,1914.00646973,2020-07-05
68,5.0,Real Madrid,ESP,1,1919.77099609,2020-07-10
69,5.0,Real Madrid,ESP,1,1922.11499023,2020-07-13
70,5.0,Real Madrid,ESP,1,1926.3326416,2020-07-16
71,5.0,Real Madrid,ESP,1,1929.43762207,2020-07-19
72,5.0,Real Madrid,ESP,1,1924.12243652,2020-08-05
73,5.0,Real Madrid,ESP,1,1921.23754883,2020-08-06
74,5.0,Real Madrid,ESP,1,1924.09326172,2020-08-07
75,5.0,Real Madrid,ESP,1,1919.14685059,2020-08-08
76,5.0,Real Madrid,ESP,1,1920.62536621,2020-08-11
77,5.0,Real Madrid,ESP,1,1922.88208008,2020-08-13
78,5.0,Real Madrid,ESP,1,1919.7668457,2020-08-14
79,5.0,Real Madrid,ESP,1,1914.49108887,2020-08-15
80,6.0,Real Madrid,ESP,1,1914.49108887,2020-08-16
81,6.0,Real Madrid,ESP,1,1917.34423828,2020-08-21
82,6.0,Real Madrid,ESP,1,1919.92993164,2020-09-10
83,5.0,Real Madrid,ESP,1,1919.92993164,2020-09-17
84,5.0,Real Madrid,ESP,1,1920.49731445,2020-09-20
85,5.0,Real Madrid,ESP,1,1917.40625,2020-09-24
86,5.0,Real Madrid,ESP,1,1917.64123535,2020-09-26
87,5.0,Real Madrid,ESP,1,1921.72705078,2020-09-30
88,5.0,Real Madrid,ESP,1,1923.45458984,2020-10-01
89,5.0,Real Madrid,ESP,1,1926.11706543,2020-10-04
90,5.0,Real Madrid,ESP,1,1932.07177734,2020-10-17
91,6.0,Real Madrid,ESP,1,1915.59057617,2020-10-20
92,5.0,Real Madrid,ESP,1,1916.27709961,2020-10-21
93,5.0,Real Madrid,ESP,1,1896.65710449,2020-10-22
94,5.0,Real Madrid,ESP,1,1900.90075684,2020-10-24
95,5.0,Real Madrid,ESP,1,1916.33898926,2020-10-27
96,5.0,Real Madrid,ESP,1,1914.37683105,2020-10-28
97,5.0,Real Madrid,ESP,1,1918.51647949,2020-10-29
98,5.0,Real Madrid,ESP,1,1914.75512695,2020-10-31
99,5.0,Real Madrid,ESP,1,1917.04162598,2020-11-03
100,5.0,Real Madrid,ESP,1,1921.00476074,2020-11-04
101,5.0,Real Madrid,ESP,1,1921.96826172,2020-11-05
102,5.0,Real Madrid,ESP,1,1925.7277832,2020-11-08
103,5.0,Real Madrid,ESP,1,1905.29650879,2020-11-21
104,6.0,Real Madrid,ESP,1,1904.39575195,2020-11-24
105,6.0,Real Madrid,ESP,1,1906.76806641,2020-11-25
106,5.0,Real Madrid,ESP,1,1917.97460938,2020-11-26
107,5.0,Real Madrid,ESP,1,1915.90246582,2020-11-28
108,6.0,Real Madrid,ESP,1,1900.55151367,2020-12-01
109,6.0,Real Madrid,ESP,1,1881.22485352,2020-12-02
110,8.0,Real Madrid,ESP,1,1876.55969238,2020-12-03
111,8.0,Real Madrid,ESP,1,1871.45043945,2020-12-05
112,8.0,Real Madrid,ESP,1,1879.91845703,2020-12-08
113,10.0,Real Madrid,ESP,1,1875.86535645,2020-12-09
114,7.0,Real Madrid,ESP,1,1887.57836914,2020-12-10
115,6.0,Real Madrid,ESP,1,1887.69494629,2020-12-12
116,6.0,Real Madrid,ESP,1,1897.9942627,2020-12-15
117,5.0,Real Madrid,ESP,1,1901.75842285,2020-12-20
118,5.0,Real Madrid,ESP,1,1907.53271484,2020-12-22
119,6.0,Real Madrid,ESP,1,1907.53271484,2020-12-23
120,5.0,Real Madrid,ESP,1,1911.31079102,2020-12-29
121,4.0,Real Madrid,ESP,1,1911.31079102,2020-12-30
122,6.0,Real Madrid,ESP,1,1904.73522949,2021-01-02
123,5.0,Real Madrid,ESP,1,1908.21557617,2021-01-03
124,6.0,Real Madrid,ESP,1,1908.21557617,2021-01-09
125,6.0,Real Madrid,ESP,1,1903.03894043,2021-01-23
126,6.0,Real Madrid,ESP,1,1908.64172363,2021-01-30
127,6.0,Real Madrid,ESP,1,1894.50646973,2021-02-06
128,6.0,Real Madrid,ESP,1,1897.28405762,2021-02-09
129,6.0,Real Madrid,ESP,1,1900.95605469,2021-02-14
130,6.0,Real Madrid,ESP,1,1904.88586426,2021-02-16
131,6.0,Real Madrid,ESP,1,1898.41931152,2021-02-17
132,7.0,Real Madrid,ESP,1,1895.13293457,2021-02-18
133,6.0,Real Madrid,ESP,1,1899.53515625,2021-02-20
134,5.0,Real Madrid,ESP,1,1902.63378906,2021-02-21
135,4.0,Real Madrid,ESP,1,1902.63378906,2021-02-23
136,5.0,Real Madrid,ESP,1,1899.96569824,2021-02-24
137,4.0,Real Madrid,ESP,1,1907.21533203,2021-02-25
138,4.0,Real Madrid,ESP,1,1908.39404297,2021-02-27
139,5.0,Real Madrid,ESP,1,1908.39404297,2021-03-01
140,5.0,Real Madrid,ESP,1,1903.04370117,2021-03-07
141,5.0,Real Madrid,ESP,1,1904.67993164,2021-03-09
142,5.0,Real Madrid,ESP,1,1904.18054199,2021-03-10
143,5.0,Real Madrid,ESP,1,1903.56311035,2021-03-11
144,5.0,Real Madrid,ESP,1,1908.4083252,2021-03-13
145,5.0,Real Madrid,ESP,1,1909.7166748,2021-03-15
146,6.0,Real Madrid,ESP,1,1909.7166748,2021-03-16
147,4.0,Real Madrid,ESP,1,1919.21630859,2021-03-17
148,5.0,Real Madrid,ESP,1,1915.30932617,2021-03-18
149,5.0,Real Madrid,ESP,1,1915.77612305,2021-03-20
150,5.0,Real Madrid,ESP,1,1921.30175781,2021-04-03
151,4.0,Real Madrid,ESP,1,1923.60144043,2021-04-04
152,5.0,Real Madrid,ESP,1,1923.60144043,2021-04-06
153,4.0,Real Madrid,ESP,1,1937.36071777,2021-04-08
154,4.0,Real Madrid,ESP,1,1937.84191895,2021-04-10
155,3.0,Real Madrid,ESP,1,1944.41503906,2021-04-14
156,3.0,Real Madrid,ESP,1,1949.1628418,2021-04-15
157,3.0,Real Madrid,ESP,1,1950.16101074,2021-04-18
158,4.0,Real Madrid,ESP,1,1944.4083252,2021-04-21
159,3.0,Real Madrid,ESP,1,1948.64318848,2021-04-24
160,4.0,Real Madrid,ESP,1,1941.82019043,2021-04-25
161,5.0,Real Madrid,ESP,1,1941.82019043,2021-04-27
162,5.0,Real Madrid,ESP,1,1938.64111328,2021-04-29
163,4.0,Real Madrid,ESP,1,1940.32092285,2021-05-01
164,4.0,Real Madrid,ESP,1,1943.28735352,2021-05-05
165,5.0,Real Madrid,ESP,1,1922.80480957,2021-05-06
166,5.0,Real Madrid,ESP,1,1924.93383789,2021-05-08
167,6.0,Real Madrid,ESP,1,1924.93383789,2021-05-09
168,6.0,Real Madrid,ESP,1,1921.41210938,2021-05-12
169,5.0,Real Madrid,ESP,1,1921.41210938,2021-05-13
170,5.0,Real Madrid,ESP,1,1928.46142578,2021-05-16
171,3.0,Real Madrid,ESP,1,1933.00805664,2021-05-19
172,4.0,Real Madrid,ESP,1,1933.00805664,2021-05-22
173,4.0,Real Madrid,ESP,1,1937.13598633,2021-05-26
174,4.0,Real Madrid,ESP,1,1938.07788086,2021-08-14
175,4.0,Real Madrid,ESP,1,1942.88085938,2021-08-22
176,4.0,Real Madrid,ESP,1,1937.20288086,2021-08-26
177,5.0,Real Madrid,ESP,1,1937.20288086,2021-08-28
178,4.0,Real Madrid,ESP,1,1941.68847656,2021-09-11
179,5.0,Real Madrid,ESP,1,1941.68847656,2021-09-12
180,4.0,Real Madrid,ESP,1,1945.45678711,2021-09-14
181,5.0,Real Madrid,ESP,1,1939.23840332,2021-09-15
182,4.0,Real Madrid,ESP,1,1949.86901855,2021-09-16
183,4.0,Real Madrid,ESP,1,1950.99389648,2021-09-19
184,5.0,Real Madrid,ESP,1,1954.98583984,2021-09-22
185,4.0,Real Madrid,ESP,1,1958.33422852,2021-09-25
186,4.0,Real Madrid,ESP,1,1953.2545166,2021-09-28
187,5.0,Real Madrid,ESP,1,1932.71008301,2021-09-29
188,5.0,Real Madrid,ESP,1,1926.40551758,2021-09-30
189,5.0,Real Madrid,ESP,1,1927.27087402,2021-10-03
190,5.0,Real Madrid,ESP,1,1913.3536377,2021-10-19
191,5.0,Real Madrid,ESP,1,1923.08410645,2021-10-20
192,5.0,Real Madrid,ESP,1,1927.49914551,2021-10-21
193,5.0,Real Madrid,ESP,1,1928.54040527,2021-10-24
194,5.0,Real Madrid,ESP,1,1936.44116211,2021-10-27
195,5.0,Real Madrid,ESP,1,1929.47839355,2021-10-30
196,5.0,Real Madrid,ESP,1,1931.84106445,2021-11-02
197,5.0,Real Madrid,ESP,1,1931.05578613,2021-11-03
198,5.0,Real Madrid,ESP,1,1931.67529297,2021-11-04
199,5.0,Real Madrid,ESP,1,1925.64050293,2021-11-06
200,5.0,Real Madrid,ESP,1,1927.31518555,2021-11-21
201,5.0,Real Madrid,ESP,1,1932.83996582,2021-11-23
202,5.0,Real Madrid,ESP,1,1930.41796875,2021-11-24
203,5.0,Real Madrid,ESP,1,1929.97937012,2021-11-25
204,5.0,Real Madrid,ESP,1,1928.41357422,2021-11-28
205,5.0,Real Madrid,ESP,1,1932.75744629,2021-12-01
206,5.0,Real Madrid,ESP,1,1935.00378418,2021-12-04
207,5.0,Real Madrid,ESP,1,1942.23901367,2021-12-07
208,4.0,Real Madrid,ESP,1,1956.04931641,2021-12-08
209,4.0,Real Madrid,ESP,1,1952.16381836,2021-12-09
210,4.0,Real Madrid,ESP,1,1955.42907715,2021-12-12
211,4.0,Real Madrid,ESP,1,1961.64611816,2021-12-19
212,4.0,Real Madrid,ESP,1,1952.98937988,2021-12-22
213,4.0,Real Madrid,ESP,1,1956.84997559,2022-01-02
214,4.0,Real Madrid,ESP,1,1942.50952148,2022-01-08
215,4.0,Real Madrid,ESP,1,1946.26818848,2022-01-23
216,4.0,Real Madrid,ESP,1,1938.07775879,2022-02-06
217,4.0,Real Madrid,ESP,1,1939.63830566,2022-02-12
218,4.0,Real Madrid,ESP,1,1937.75036621,2022-02-15
219,4.0,Real Madrid,ESP,1,1932.65844727,2022-02-16
220,5.0,Real Madrid,ESP,1,1932.65844727,2022-02-17
221,4.0,Real Madrid,ESP,1,1935.34863281,2022-02-19
222,5.0,Real Madrid,ESP,1,1937.38134766,2022-02-22
223,5.0,Real Madrid,ESP,1,1936.80688477,2022-02-23
224,5.0,Real Madrid,ESP,1,1936.31091309,2022-02-24
225,5.0,Real Madrid,ESP,1,1936.64257812,2022-02-26
226,5.0,Real Madrid,ESP,1,1939.30505371,2022-03-05
227,5.0,Real Madrid,ESP,1,1943.6652832,2022-03-09
228,4.0,Real Madrid,ESP,1,1958.13122559,2022-03-10
229,4.0,Real Madrid,ESP,1,1958.66235352,2022-03-14
230,4.0,Real Madrid,ESP,1,1962.37597656,2022-03-15
231,4.0,Real Madrid,ESP,1,1966.42907715,2022-03-16
232,4.0,Real Madrid,ESP,1,1972.6204834,2022-03-17
233,4.0,Real Madrid,ESP,1,1967.87182617,2022-03-20
234,5.0,Real Madrid,ESP,1,1944.33203125,2022-04-02
235,4.0,Real Madrid,ESP,1,1948.5625,2022-04-05
236,4.0,Real Madrid,ESP,1,1948.0604248,2022-04-06
237,4.0,Real Madrid,ESP,1,1963.5435791,2022-04-07
238,4.0,Real Madrid,ESP,1,1963.58984375,2022-04-09
239,4.0,Real Madrid,ESP,1,1965.75061035,2022-04-12
240,4.0,Real Madrid,ESP,1,1967.55273438,2022-04-13
241,4.0,Real Madrid,ESP,1,1966.68554688,2022-04-14
242,4.0,Real Madrid,ESP,1,1961.06958008,2022-04-17
243,4.0,Real Madrid,ESP,1,1967.62988281,2022-04-20
244,4.0,Real Madrid,ESP,1,1972.51391602,2022-04-26
245,4.0,Real Madrid,ESP,1,1968.84973145,2022-04-27
246,4.0,Real Madrid,ESP,1,1968.0949707,2022-04-30
247,4.0,Real Madrid,ESP,1,1970.72998047,2022-05-03
248,4.0,Real Madrid,ESP,1,1970.12353516,2022-05-04
249,3.0,Real Madrid,ESP,1,1990.75146484,2022-05-08
250,3.0,Real Madrid,ESP,1,1980.49731445,2022-05-12
251,3.0,Real Madrid,ESP,1,1983.22558594,2022-05-15
252,3.0,Real Madrid,ESP,1,1976.36108398,2022-05-20
253,3.0,Real Madrid,ESP,1,1969.89086914,2022-05-28
254,3.0,Real Madrid,ESP,1,1983.03649902,2022-08-14
255,3.0,Real Madrid,ESP,1,1985.07653809,2022-08-18
256,3.0,Real Madrid,ESP,1,1985.41625977,2022-08-20
257,3.0,Real Madrid,ESP,1,1990.51318359,2022-08-25
258,3.0,Real Madrid,ESP,1,1990.95178223,2022-08-28
259,3.0,Real Madrid,ESP,1,1993.73876953,2022-09-03
260,3.0,Real Madrid,ESP,1,1996.47619629,2022-09-06
261,3.0,Real Madrid,ESP,1,1999.38208008,2022-09-07
262,2.0,Real Madrid,ESP,1,2002.24230957,2022-09-08
263,2.0,Real Madrid,ESP,1,2006.42810059,2022-09-11
264,2.0,Real Madrid,ESP,1,2008.19787598,2022-09-13
265,2.0,Real Madrid,ESP,1,2001.15368652,2022-09-14
266,2.0,Real Madrid,ESP,1,2003.64208984,2022-09-15
267,2.0,Real Madrid,ESP,1,2005.26782227,2022-09-18
268,2.0,Real Madrid,ESP,1,2011.02246094,2022-10-02
269,2.0,Real Madrid,ESP,1,2003.00634766,2022-10-04
270,2.0,Real Madrid,ESP,1,1995.21911621,2022-10-05
271,2.0,Real Madrid,ESP,1,1991.84631348,2022-10-06
272,2.0,Real Madrid,ESP,1,1996.72216797,2022-10-08
273,2.0,Real Madrid,ESP,1,1998.9510498,2022-10-11
274,2.0,Real Madrid,ESP,1,1991.3951416,2022-10-12
275,2.0,Real Madrid,ESP,1,1988.50720215,2022-10-13
276,2.0,Real Madrid,ESP,1,1988.93591309,2022-10-16
277,3.0,Real Madrid,ESP,1,1994.97216797,2022-10-19
278,3.0,Real Madrid,ESP,1,1997.62915039,2022-10-22
279,2.0,Real Madrid,ESP,1,2000.56420898,2022-10-25
280,2.0,Real Madrid,ESP,1,1986.41491699,2022-10-26
281,4.0,Real Madrid,ESP,1,1981.02233887,2022-10-27
282,4.0,Real Madrid,ESP,1,1980.7019043,2022-10-29
283,3.0,Real Madrid,ESP,1,1980.7019043,2022-10-30
284,4.0,Real Madrid,ESP,1,1972.01330566,2022-11-01
285,4.0,Real Madrid,ESP,1,1971.51489258,2022-11-02
286,4.0,Real Madrid,ESP,1,1973.58032227,2022-11-03
287,4.0,Real Madrid,ESP,1,1964.2545166,2022-11-07
288,4.0,Real Madrid,ESP,1,1949.98596191,2022-11-10
289,4.0,Real Madrid,ESP,1,1951.11157227,2022-12-30
290,4.0,Real Madrid,ESP,1,1954.57800293,2023-01-07
291,4.0,Real Madrid,ESP,1,1943.39050293,2023-01-22
292,4.0,Real Madrid,ESP,1,1949.49291992,2023-01-29
293,5.0,Real Madrid,ESP,1,1943.60180664,2023-02-02
294,5.0,Real Madrid,ESP,1,1945.84228516,2023-02-04
295,3.0,Real Madrid,ESP,1,1945.84228516,2023-02-05
296,5.0,Real Madrid,ESP,1,1931.69689941,2023-02-11
297,4.0,Real Madrid,ESP,1,1931.69689941,2023-02-15
298,4.0,Real Madrid,ESP,1,1933.54443359,2023-02-16
299,4.0,Real Madrid,ESP,1,1936.86999512,2023-02-18
300,4.0,Real Madrid,ESP,1,1941.82995605,2023-02-21
301,3.0,Real Madrid,ESP,1,1960.77587891,2023-02-23
302,3.0,Real Madrid,ESP,1,1956.86083984,2023-02-25
303,3.0,Real Madrid,ESP,1,1951.1529541,2023-03-05
304,3.0,Real Madrid,ESP,1,1947.92797852,2023-03-07
305,4.0,Real Madrid,ESP,1,1947.92797852,2023-03-09
306,4.0,Real Madrid,ESP,1,1945.06420898,2023-03-11
307,3.0,Real Madrid,ESP,1,1946.8416748,2023-03-14
308,4.0,Real Madrid,ESP,1,1946.8416748,2023-03-15
309,3.0,Real Madrid,ESP,1,1954.00830078,2023-03-16
310,4.0,Real Madrid,ESP,1,1945.60144043,2023-03-19
311,5.0,Real Madrid,ESP,1,1937.60754395,2023-04-02
312,4.0,Real Madrid,ESP,1,1940.34985352,2023-04-08
313,5.0,Real Madrid,ESP,1,1926.00292969,2023-04-11
314,6.0,Real Madrid,ESP,1,1926.00292969,2023-04-12
315,4.0,Real Madrid,ESP,1,1933.87341309,2023-04-13
316,4.0,Real Madrid,ESP,1,1934.78686523,2023-04-15
317,4.0,Real Madrid,ESP,1,1938.86425781,2023-04-18
318,3.0,Real Madrid,ESP,1,1947.16638184,2023-04-20
319,3.0,Real Madrid,ESP,1,1955.30493164,2023-04-22
320,2.0,Real Madrid,ESP,1,1957.6751709,2023-04-25
321,3.0,Real Madrid,ESP,1,1937.92663574,2023-04-29
322,3.0,Real Madrid,ESP,1,1939.62341309,2023-05-02
323,5.0,Real Madrid,ESP,1,1924.06945801,2023-05-09
324,5.0,Real Madrid,ESP,1,1923.54980469,2023-05-11
325,5.0,Real Madrid,ESP,1,1924.34020996,2023-05-13
326,5.0,Real Madrid,ESP,1,1925.83679199,2023-05-14
327,4.0,Real Madrid,ESP,1,1925.83679199,2023-05-17
328,5.0,Real Madrid,ESP,1,1914.41479492,2023-05-18
329,5.0,Real Madrid,ESP,1,1917.7154541,2023-05-20
330,4.0,Real Madrid,ESP,1,1917.7154541,2023-05-21
331,6.0,Real Madrid,ESP,1,1904.93432617,2023-05-24
332,6.0,Real Madrid,ESP,1,1906.44458008,2023-05-27
333,4.0,Real Madrid,ESP,1,1913.29858398,2023-05-28
334,5.0,Real Madrid,ESP,1,1913.29858398,2023-05-31
335,5.0,Real Madrid,ESP,1,1913.46264648,2023-06-04
336,6.0,Real Madrid,ESP,1,1906.48034668,2023-06-07
337,5.0,Real Madrid,ESP,1,1906.48034668,2023-08-12
338,5.0,Real Madrid,ESP,1,1913.27819824,2023-08-19
339,5.0,Real Madrid,ESP,1,1917.36950684,2023-08-24
340,5.0,Real Madrid,ESP,1,1914.75708008,2023-08-25
341,5.0,Real Madrid,ESP,1,1918.38415527,2023-08-31
342,5.0,Real Madrid,ESP,1,1917.43310547,2023-09-02
343,5.0,Real Madrid,ESP,1,1919.12634277,2023-09-17
344,5.0,Real Madrid,ESP,1,1922.34655762,2023-09-19
345,5.0,Real Madrid,ESP,1,1923.88720703,2023-09-20
346,5.0,Real Madrid,ESP,1,1926.87438965,2023-09-21
347,5.0,Real Madrid,ESP,1,1918.71520996,2023-09-24
348,6.0,Real Madrid,ESP,1,1907.03955078,2023-09-27
349,5.0,Real Madrid,ESP,1,1908.55627441,2023-09-30
350,5.0,Real Madrid,ESP,1,1917.38476562,2023-10-03
351,4.0,Real Madrid,ESP,1,1935.42041016,2023-10-04
352,4.0,Real Madrid,ESP,1,1939.42053223,2023-10-05
353,3.0,Real Madrid,ESP,1,1942.54846191,2023-10-07
354,3.0,Real Madrid,ESP,1,1945.73706055,2023-10-21
355,4.0,Real Madrid,ESP,1,1942.24230957,2023-10-24
356,4.0,Real Madrid,ESP,1,1948.21948242,2023-10-25
357,4.0,Real Madrid,ESP,1,1947.05859375,2023-10-26
358,4.0,Real Madrid,ESP,1,1948.06774902,2023-10-28
359,4.0,Real Madrid,ESP,1,1956.95373535,2023-11-05
360,4.0,Real Madrid,ESP,1,1949.11206055,2023-11-07
361,4.0,Real Madrid,ESP,1,1946.20031738,2023-11-08
362,4.0,Real Madrid,ESP,1,1950.80786133,2023-11-09
363,3.0,Real Madrid,ESP,1,1953.3515625,2023-11-11
364,3.0,Real Madrid,ESP,1,1956.72375488,2023-11-26
365,3.0,Real Madrid,ESP,1,1961.43908691,2023-11-28
366,3.0,Real Madrid,ESP,1,1965.875,2023-11-29
367,3.0,Real Madrid,ESP,1,1968.50500488,2023-11-30
368,3.0,Real Madrid,ESP,1,1966.40197754,2023-12-02
369,3.0,Real Madrid,ESP,1,1967.53186035,2023-12-06
370,3.0,Real Madrid,ESP,1,1965.54040527,2023-12-09
371,3.0,Real Madrid,ESP,1,1961.76464844,2023-12-12
372,2.0,Real Madrid,ESP,1,1965.77819824,2023-12-13
373,3.0,Real Madrid,ESP,1,1963.34289551,2023-12-14
374,2.0,Real Madrid,ESP,1,1962.25390625,2023-12-17
375,2.0,Real Madrid,ESP,1,1965.33984375,2023-12-21
376,2.0,Real Madrid,ESP,1,1967.50537109,2023-12-31
377,2.0,Real Madrid,ESP,1,1967.50537109,2024-01-03
378,2.0,Real Madrid,ESP,1,1968.71606445,2024-01-21
379,2.0,Real Madrid,ESP,1,1969.39953613,2024-01-27
380,2.0,Real Madrid,ESP,1,1972.28674316,2024-02-01
381,2.0,Real Madrid,ESP,1,1976.69592285,2024-02-04
382,2.0,Real Madrid,ESP,1,1971.99230957,2024-02-10
383,2.0,Real Madrid,ESP,1,1977.50439453,2024-02-13
384,2.0,Real Madrid,ESP,1,1981.65368652,2024-02-14
385,2.0,Real Madrid,ESP,1,1979.72143555,2024-02-15
386,2.0,Real Madrid,ESP,1,1976.4921875,2024-02-18
387,2.0,Real Madrid,ESP,1,1969.87133789,2024-02-20
388,2.0,Real Madrid,ESP,1,1969.20202637,2024-02-21
389,2.0,Real Madrid,ESP,1,1969.81787109,2024-02-22
390,2.0,Real Madrid,ESP,1,1967.16479492,2024-02-25
391,2.0,Real Madrid,ESP,1,1968.59802246,2024-02-28
392,3.0,Real Madrid,ESP,1,1968.59802246,2024-03-02
393,3.0,Real Madrid,ESP,1,1963.39660645,2024-03-05
394,3.0,Real Madrid,ESP,1,1961.7779541,2024-03-06
395,3.0,Real Madrid,ESP,1,1963.13916016,2024-03-07
396,3.0,Real Madrid,ESP,1,1958.80981445,2024-03-10
397,3.0,Real Madrid,ESP,1,1960.96826172,2024-03-12
398,3.0,Real Madrid,ESP,1,1964.1451416,2024-03-13
399,3.0,Real Madrid,ESP,1,1966.47888184,2024-03-14
400,4.0,Real Madrid,ESP,1,1966.90649414,2024-03-16
401,3.0,Real Madrid,ESP,1,1971.24047852,2024-03-17
402,2.0,Real Madrid,ESP,1,1971.24047852,2024-03-31
403,2.0,Real Madrid,ESP,1,1974.56994629,2024-04-08
404,3.0,Real Madrid,ESP,1,1974.56994629,2024-04-09
405,3.0,Real Madrid,ESP,1,1972.59265137,2024-04-10
406,2.0,Real Madrid,ESP,1,1976.01953125,2024-04-11
407,3.0,Real Madrid,ESP,1,1976.01953125,2024-04-13
408,3.0,Real Madrid,ESP,1,1978.81323242,2024-04-14
409,2.0,Real Madrid,ESP,1,1978.81323242,2024-04-16
410,3.0,Real Madrid,ESP,1,1967.94189453,2024-04-17
411,2.0,Real Madrid,ESP,1,1975.1114502,2024-04-21
412,2.0,Real Madrid,ESP,1,1978.85241699,2024-04-22
413,3.0,Real Madrid,ESP,1,1978.85241699,2024-04-26
414,2.0,Real Madrid,ESP,1,1983.68469238,2024-04-28
415,3.0,Real Madrid,ESP,1,1983.68469238,2024-04-30
416,2.0,Real Madrid,ESP,1,1986.38635254,2024-05-04
417,2.0,Real Madrid,ESP,1,1987.73876953,2024-05-08
418,2.0,Real Madrid,ESP,1,1995.37854004,2024-05-11
419,3.0,Barcelona,ESP,1,1999.93322754,2019-08-01
420,3.0,Barcelona,ESP,1,1999.94836426,2019-08-08
421,3.0,Barcelona,ESP,1,2000.97961426,2019-08-15
422,3.0,Barcelona,ESP,1,2001.2286377,2019-08-16
423,3.0,Barcelona,ESP,1,1988.23791504,2019-08-22
