,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
183,17.0,Mon,2023-01-16,21:00,Cádiz,1.6,1–1,0.6,Elche,17389.0,Estadio Nuevo Mirandilla,Carlos del Cerro,Match Report,
184,,,,,,,,,,,,,,
185,18.0,Fri,2023-01-20,21:00,Mallorca,0.5,1–0,0.5,Celta Vigo,12253.0,Iberostar Estadi,Juan Pulido,Match Report,
186,18.0,Sat,2023-01-21,14:00,Rayo Vallecano,0.9,0–2,1.6,Real Sociedad,12874.0,Estadio del Rayo Vallecano,Antonio Matéu,Match Report,
187,18.0,Sat,2023-01-21,16:15,Espanyol,2.3,1–0,0.9,Betis,20811.0,RCDE Stadium,Pablo González,Match Report,
188,18.0,Sat,2023-01-21,18:30,Atlético Madrid,3.3,3–0,0.5,Valladolid,53253.0,Estadio Cívitas Metropolitano,Ricardo de Burgos,Match Report,
189,18.0,Sat,2023-01-21,21:00,Sevilla,1.7,1–0,0.1,Cádiz,37400.0,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández,Match Report,
190,18.0,Sun,2023-01-22,14:00,Villarreal,2.5,1–0,0.6,Girona,15129.0,Estadio de la Cerámica,Carlos del Cerro,Match Report,
191,18.0,Sun,2023-01-22,16:15,Elche,1.2,1–1,0.5,Osasuna,17589.0,Estadio Manuel Martínez Valero,Alejandro Muñíz,Match Report,
192,18.0,Sun,2023-01-22,18:30,Barcelona,0.7,1–0,1.1,Getafe,79814.0,Camp Nou,Javier Villanueva,Match Report,
193,18.0,Sun,2023-01-22,21:00,Athletic Club,1.1,0–2,1.1,Real Madrid,49316.0,San Mamés,José Sánchez,Match Report,
194,18.0,Mon,2023-01-23,21:00,Valencia,1.9,2–2,1.4,Almería,33442.0,Estadio de Mestalla,Jesús Gil,Match Report,
195,,,,,,,,,,,,,,
196,19.0,Fri,2023-01-27,21:00,Almería,2.1,3–1,0.8,Espanyol,11629.0,Power Horse Stadium,Javier Villanueva,Match Report,
197,19.0,Sat,2023-01-28,14:00,Cádiz,1.9,2–0,0.4,Mallorca,16117.0,Estadio Nuevo Mirandilla,Ricardo de Burgos,Match Report,
198,19.0,Sat,2023-01-28,16:15,Girona,1.1,0–1,1.1,Barcelona,13402.0,Estadi Municipal de Montilivi,Alejandro Muñíz,Match Report,
199,19.0,Sat,2023-01-28,18:30,Sevilla,3.2,3–0,0.4,Elche,35567.0,Estadio Ramón Sánchez Pizjuán,César Soto,Match Report,
200,19.0,Sat,2023-01-28,21:00,Getafe,0.3,0–1,1.7,Betis,11851.0,Coliseum Alfonso Pérez,Guillermo Cuadra,Match Report,
201,19.0,Sun,2023-01-29,14:00,Valladolid,1.5,1–0,1.2,Valencia,19675.0,Estadio Municipal José Zorrilla,Jorge Figueroa,Match Report,
202,19.0,Sun,2023-01-29,16:15,Osasuna,0.9,0–1,1.6,Atlético Madrid,20902.0,Estadio El Sadar,Alberola Rojas,Match Report,
203,19.0,Sun,2023-01-29,18:30,Celta Vigo,0.7,1–0,0.4,Athletic Club,14754.0,Estadio de Balaídos,Isidro Díaz de Mera,Match Report,
204,19.0,Sun,2023-01-29,21:00,Real Madrid,1.3,0–0,0.4,Real Sociedad,58129.0,Estadio Santiago Bernabéu,Mario Melero,Match Report,
205,19.0,Mon,2023-01-30,21:00,Villarreal,0.8,0–1,1.0,Rayo Vallecano,14378.0,Estadio de la Cerámica,Juan Pulido,Match Report,
206,,,,,,,,,,,,,,
207,17.0,Wed,2023-02-01,21:00,Betis,0.6,1–2,1.9,Barcelona,48181.0,Estadio Benito Villamarín,Ricardo de Burgos,Match Report,
208,17.0,Thu,2023-02-02,21:00,Real Madrid,2.3,2–0,0.2,Valencia,51926.0,Estadio Santiago Bernabéu,Alberola Rojas,Match Report,
209,,,,,,,,,,,,,,
210,20.0,Fri,2023-02-03,21:00,Athletic Club,1.7,4–1,1.6,Cádiz,42916.0,San Mamés,Valentín Pizarro,Match Report,
211,20.0,Sat,2023-02-04,14:00,Espanyol,1.4,1–1,0.9,Osasuna,22438.0,RCDE Stadium,Jesús Gil,Match Report,
212,20.0,Sat,2023-02-04,16:15,Elche,3.0,3–1,1.4,Villarreal,18421.0,Estadio Manuel Martínez Valero,José Luis Munuera,Match Report,
213,20.0,Sat,2023-02-04,18:30,Atlético Madrid,0.7,1–1,1.2,Getafe,56079.0,Estadio Cívitas Metropolitano,Antonio Matéu,Match Report,
214,20.0,Sat,2023-02-04,21:00,Betis,3.4,3–4,1.9,Celta Vigo,46595.0,Estadio Benito Villamarín,Carlos del Cerro,Match Report,
215,20.0,Sun,2023-02-05,14:00,Mallorca,0.2,1–0,1.7,Real Madrid,18258.0,Iberostar Estadi,Alejandro Hernández,Match Report,
216,20.0,Sun,2023-02-05,16:15,Girona,2.3,1–0,1.0,Valencia,10732.0,Estadi Municipal de Montilivi,Javier Villanueva,Match Report,
217,20.0,Sun,2023-02-05,18:30,Real Sociedad,1.2,0–1,0.7,Valladolid,32214.0,Reale Arena,Pablo González,Match Report,
218,20.0,Sun,2023-02-05,21:00,Barcelona,2.7,3–0,0.1,Sevilla,77987.0,Camp Nou,José Sánchez,Match Report,
219,20.0,Mon,2023-02-06,21:00,Rayo Vallecano,1.1,2–0,1.2,Almería,11783.0,Estadio del Rayo Vallecano,César Soto,Match Report,
220,,,,,,,,,,,,,,
221,21.0,Fri,2023-02-10,21:00,Cádiz,0.7,2–0,0.2,Girona,14873.0,Estadio Nuevo Mirandilla,Juan Pulido,Match Report,
222,21.0,Sat,2023-02-11,16:15,Almería,2.3,2–3,2.5,Betis,14288.0,Power Horse Stadium,Alberola Rojas,Match Report,
223,21.0,Sat,2023-02-11,18:30,Sevilla,2.1,2–0,0.3,Mallorca,35150.0,Estadio Ramón Sánchez Pizjuán,Javier Villanueva,Match Report,
224,21.0,Sat,2023-02-11,21:00,Valencia,1.6,1–2,1.5,Athletic Club,36688.0,Estadio de Mestalla,César Soto,Match Report,
225,21.0,Sun,2023-02-12,14:00,Getafe,1.4,1–1,2.2,Rayo Vallecano,12042.0,Coliseum Alfonso Pérez,Isidro Díaz de Mera,Match Report,
226,21.0,Sun,2023-02-12,16:15,Celta Vigo,0.9,0–1,0.9,Atlético Madrid,15842.0,Estadio de Balaídos,Jorge Figueroa,Match Report,
227,21.0,Sun,2023-02-12,18:30,Valladolid,1.6,0–0,0.7,Osasuna,21044.0,Estadio Municipal José Zorrilla,Guillermo Cuadra,Match Report,
228,21.0,Sun,2023-02-12,21:00,Villarreal,1.1,0–1,1.7,Barcelona,21178.0,Estadio de la Cerámica,Alejandro Hernández,Match Report,
229,21.0,Mon,2023-02-13,21:00,Espanyol,1.2,2–3,1.4,Real Sociedad,15867.0,RCDE Stadium,Alejandro Muñíz,Match Report,
230,21.0,Wed,2023-02-15,21:00,Real Madrid,4.1,4–0,0.6,Elche,44319.0,Estadio Santiago Bernabéu,Ricardo de Burgos,Match Report,
231,,,,,,,,,,,,,,
232,22.0,Fri,2023-02-17,21:00,Girona,3.0,6–2,1.8,Almería,8879.0,Estadi Municipal de Montilivi,Valentín Pizarro,Match Report,
233,22.0,Sat,2023-02-18,14:00,Real Sociedad,1.4,1–1,1.4,Celta Vigo,29312.0,Reale Arena,Miguel Ángel Ortiz Arias,Match Report,
234,22.0,Sat,2023-02-18,16:15,Betis,2.4,2–1,1.0,Valladolid,51396.0,Estadio Benito Villamarín,Antonio Matéu,Match Report,
235,22.0,Sat,2023-02-18,18:30,Mallorca,2.2,4–2,1.2,Villarreal,13957.0,Iberostar Estadi,José Sánchez,Match Report,
236,22.0,Sat,2023-02-18,21:00,Osasuna,0.5,0–2,1.3,Real Madrid,21668.0,Estadio El Sadar,José Luis Munuera,Match Report,
237,22.0,Sun,2023-02-19,14:00,Elche,1.8,0–1,1.3,Espanyol,18963.0,Estadio Manuel Martínez Valero,Carlos del Cerro,Match Report,
238,22.0,Sun,2023-02-19,16:15,Rayo Vallecano,1.3,1–1,0.5,Sevilla,13294.0,Estadio del Rayo Vallecano,Jesús Gil,Match Report,
239,22.0,Sun,2023-02-19,18:30,Atlético Madrid,1.2,1–0,0.8,Athletic Club,61617.0,Estadio Cívitas Metropolitano,Juan Martínez,Match Report,
240,22.0,Sun,2023-02-19,21:00,Barcelona,2.2,2–0,1.0,Cádiz,72010.0,Camp Nou,Pablo González,Match Report,
241,22.0,Mon,2023-02-20,21:00,Getafe,1.8,1–0,1.0,Valencia,10112.0,Coliseum Alfonso Pérez,Mario Melero,Match Report,
242,,,,,,,,,,,,,,
243,23.0,Fri,2023-02-24,21:00,Elche,1.0,2–3,4.1,Betis,20643.0,Estadio Manuel Martínez Valero,Javier Villanueva,Match Report,
244,23.0,Sat,2023-02-25,14:00,Espanyol,1.4,2–1,0.7,Mallorca,21403.0,RCDE Stadium,Alberola Rojas,Match Report,
245,23.0,Sat,2023-02-25,16:15,Cádiz,0.8,1–0,0.6,Rayo Vallecano,16703.0,Estadio Nuevo Mirandilla,Alejandro Muñíz,Match Report,
246,23.0,Sat,2023-02-25,18:30,Real Madrid,1.6,1–1,0.3,Atlético Madrid,64721.0,Estadio Santiago Bernabéu,Jesús Gil,Match Report,
247,23.0,Sat,2023-02-25,21:00,Valencia,0.5,1–0,0.7,Real Sociedad,37465.0,Estadio de Mestalla,Alejandro Hernández,Match Report,
248,23.0,Sun,2023-02-26,14:00,Athletic Club,1.6,2–3,1.1,Girona,42816.0,San Mamés,Isidro Díaz de Mera,Match Report,
249,23.0,Sun,2023-02-26,16:15,Celta Vigo,1.8,3–0,0.5,Valladolid,14755.0,Estadio de Balaídos,Ricardo de Burgos,Match Report,
250,23.0,Sun,2023-02-26,18:30,Almería,1.0,1–0,1.4,Barcelona,15279.0,Power Horse Stadium,Miguel Ángel Ortiz Arias,Match Report,
251,23.0,Sun,2023-02-26,21:00,Sevilla,1.7,2–3,0.9,Osasuna,34538.0,Estadio Ramón Sánchez Pizjuán,Juan Pulido,Match Report,
252,23.0,Mon,2023-02-27,21:00,Villarreal,1.5,2–1,0.6,Getafe,13090.0,Estadio de la Cerámica,Jorge Figueroa,Match Report,
253,,,,,,,,,,,,,,
254,24.0,Fri,2023-03-03,21:00,Real Sociedad,1.2,0–0,0.6,Cádiz,28733.0,Reale Arena,Antonio Matéu,Match Report,
255,24.0,Sat,2023-03-04,14:00,Getafe,1.5,3–2,0.8,Girona,9802.0,Coliseum Alfonso Pérez,Juan Martínez,Match Report,
256,24.0,Sat,2023-03-04,16:15,Almería,0.4,0–2,2.1,Villarreal,13311.0,Power Horse Stadium,Pablo González,Match Report,
257,24.0,Sat,2023-03-04,18:30,Mallorca,0.9,0–1,0.9,Elche,14065.0,Iberostar Estadi,José Luis Munuera,Match Report,
258,24.0,Sat,2023-03-04,21:00,Atlético Madrid,3.2,6–1,1.5,Sevilla,57737.0,Estadio Cívitas Metropolitano,Guillermo Cuadra,Match Report,
259,24.0,Sun,2023-03-05,14:00,Valladolid,1.4,2–1,1.2,Espanyol,19212.0,Estadio Municipal José Zorrilla,Valentín Pizarro,Match Report,
260,24.0,Sun,2023-03-05,16:15,Barcelona,1.8,1–0,1.0,Valencia,89644.0,Camp Nou,Alberola Rojas,Match Report,
261,24.0,Sun,2023-03-05,18:30,Rayo Vallecano,1.1,0–0,1.3,Athletic Club,12979.0,Estadio del Rayo Vallecano,Mario Melero,Match Report,
262,24.0,Sun,2023-03-05,21:00,Betis,0.5,0–0,1.5,Real Madrid,52212.0,Estadio Benito Villamarín,César Soto,Match Report,
263,24.0,Mon,2023-03-06,21:00,Osasuna,0.8,0–0,1.1,Celta Vigo,17684.0,Estadio El Sadar,José Sánchez,Match Report,
264,,,,,,,,,,,,,,
265,25.0,Fri,2023-03-10,21:00,Cádiz,1.7,2–2,2.7,Getafe,18414.0,Estadio Nuevo Mirandilla,Alejandro Hernández,Match Report,
266,25.0,Sat,2023-03-11,14:00,Real Madrid,1.7,3–1,1.2,Espanyol,59872.0,Estadio Santiago Bernabéu,Jorge Figueroa,Match Report,
267,25.0,Sat,2023-03-11,16:15,Elche,2.0,1–1,0.2,Valladolid,18972.0,Estadio Manuel Martínez Valero,Isidro Díaz de Mera,Match Report,
268,25.0,Sat,2023-03-11,18:30,Celta Vigo,2.4,3–0,1.1,Rayo Vallecano,14451.0,Estadio de Balaídos,Juan Pulido,Match Report,
269,25.0,Sat,2023-03-11,21:00,Valencia,1.7,1–0,0.3,Osasuna,37762.0,Estadio de Mestalla,Javier Villanueva,Match Report,
270,25.0,Sun,2023-03-12,14:00,Mallorca,1.4,1–1,0.5,Real Sociedad,13840.0,Iberostar Estadi,Juan Martínez,Match Report,
271,25.0,Sun,2023-03-12,16:15,Sevilla,3.0,2–1,1.1,Almería,37848.0,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,Match Report,
272,25.0,Sun,2023-03-12,18:30,Villarreal,1.7,1–1,1.0,Betis,19174.0,Estadio de la Cerámica,Miguel Ángel Ortiz Arias,Match Report,
273,25.0,Sun,2023-03-12,21:00,Athletic Club,0.9,0–1,0.9,Barcelona,49741.0,San Mamés,Jesús Gil,Match Report,
274,25.0,Mon,2023-03-13,21:00,Girona,0.4,0–1,1.9,Atlético Madrid,12499.0,Estadi Municipal de Montilivi,Mario Melero,Match Report,
275,,,,,,,,,,,,,,
276,26.0,Fri,2023-03-17,21:00,Valladolid,1.1,1–3,2.6,Athletic Club,21707.0,Estadio Municipal José Zorrilla,Alberola Rojas,Match Report,
277,26.0,Sat,2023-03-18,14:00,Almería,2.4,1–1,1.4,Cádiz,12183.0,Power Horse Stadium,Carlos del Cerro,Match Report,
278,26.0,Sat,2023-03-18,16:15,Rayo Vallecano,1.9,2–2,1.8,Girona,12263.0,Estadio del Rayo Vallecano,Pablo González,Match Report,
279,26.0,Sat,2023-03-18,18:30,Espanyol,1.2,1–3,1.6,Celta Vigo,26231.0,RCDE Stadium,Guillermo Cuadra,Match Report,
280,26.0,Sat,2023-03-18,21:00,Atlético Madrid,1.9,3–0,1.0,Valencia,58317.0,Estadio Cívitas Metropolitano,José Luis Munuera,Match Report,
281,26.0,Sun,2023-03-19,14:00,Betis,0.8,1–0,0.2,Mallorca,50402.0,Estadio Benito Villamarín,Valentín Pizarro,Match Report,
282,26.0,Sun,2023-03-19,16:15,Osasuna,0.9,0–3,1.8,Villarreal,20128.0,Estadio El Sadar,Alejandro Muñíz,Match Report,
283,26.0,Sun,2023-03-19,16:15,Real Sociedad,2.0,2–0,0.1,Elche,28496.0,Reale Arena,José Sánchez,Match Report,
284,26.0,Sun,2023-03-19,18:30,Getafe,1.7,2–0,1.0,Sevilla,12253.0,Coliseum Alfonso Pérez,Antonio Matéu,Match Report,
285,26.0,Sun,2023-03-19,21:00,Barcelona,1.6,2–1,0.5,Real Madrid,95745.0,Camp Nou,Ricardo de Burgos,Match Report,
286,,,,,,,,,,,,,,
287,27.0,Fri,2023-03-31,21:00,Mallorca,0.5,0–0,0.5,Osasuna,14132.0,Iberostar Estadi,Isidro Díaz de Mera,Match Report,
288,27.0,Sat,2023-04-01,14:00,Girona,1.6,2–1,1.0,Espanyol,12841.0,Estadi Municipal de Montilivi,Miguel Ángel Ortiz Arias,Match Report,
289,27.0,Sat,2023-04-01,16:15,Athletic Club,0.9,0–0,0.8,Getafe,43782.0,San Mamés,Javier Villanueva,Match Report,
290,27.0,Sat,2023-04-01,18:30,Cádiz,1.1,0–2,1.1,Sevilla,19181.0,Estadio Nuevo Mirandilla,César Soto,Match Report,
291,27.0,Sat,2023-04-01,21:00,Elche,0.8,0–4,1.7,Barcelona,28142.0,Estadio Manuel Martínez Valero,Carlos del Cerro,Match Report,
292,27.0,Sun,2023-04-02,14:00,Celta Vigo,2.0,2–2,1.0,Almería,14011.0,Estadio de Balaídos,Alejandro Hernández,Match Report,
293,27.0,Sun,2023-04-02,16:15,Real Madrid,4.5,6–0,0.8,Valladolid,59400.0,Estadio Santiago Bernabéu,Juan Pulido,Match Report,
294,27.0,Sun,2023-04-02,18:30,Villarreal,2.7,2–0,1.0,Real Sociedad,18768.0,Estadio de la Cerámica,Jesús Gil,Match Report,
295,27.0,Sun,2023-04-02,21:00,Atlético Madrid,1.6,1–0,0.6,Betis,61623.0,Estadio Cívitas Metropolitano,Juan Martínez,Match Report,
296,27.0,Mon,2023-04-03,21:00,Valencia,2.3,1–1,0.8,Rayo Vallecano,39769.0,Estadio de Mestalla,Jorge Figueroa,Match Report,
297,,,,,,,,,,,,,,
298,28.0,Fri,2023-04-07,21:00,Sevilla,0.4,2–2,0.6,Celta Vigo,30778.0,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro,Match Report,
299,28.0,Sat,2023-04-08,14:00,Osasuna,1.2,2–1,0.7,Elche,16925.0,Estadio El Sadar,Pablo González,Match Report,
300,28.0,Sat,2023-04-08,16:15,Espanyol,0.9,1–2,2.3,Athletic Club,24903.0,RCDE Stadium,José Luis Munuera,Match Report,
301,28.0,Sat,2023-04-08,18:30,Real Sociedad,2.1,2–0,0.3,Getafe,27606.0,Reale Arena,Mario Melero,Match Report,
302,28.0,Sat,2023-04-08,21:00,Real Madrid,2.4,2–3,1.5,Villarreal,57887.0,Estadio Santiago Bernabéu,Alberola Rojas,Match Report,
303,28.0,Sun,2023-04-09,14:00,Valladolid,1.2,3–3,1.8,Mallorca,18010.0,Estadio Municipal José Zorrilla,Alejandro Muñíz,Match Report,
304,28.0,Sun,2023-04-09,16:15,Betis,1.2,0–2,2.9,Cádiz,51555.0,Estadio Benito Villamarín,Guillermo Cuadra,Match Report,
305,28.0,Sun,2023-04-09,18:30,Almería,0.9,2–1,1.3,Valencia,14309.0,Power Horse Stadium,José Sánchez,Match Report,
306,28.0,Sun,2023-04-09,21:00,Rayo Vallecano,0.7,1–2,1.9,Atlético Madrid,13512.0,Estadio del Rayo Vallecano,Ricardo de Burgos,Match Report,
307,28.0,Mon,2023-04-10,21:00,Barcelona,1.3,0–0,0.6,Girona,78425.0,Camp Nou,Antonio Matéu,Match Report,
308,,,,,,,,,,,,,,
309,29.0,Fri,2023-04-14,21:00,Rayo Vallecano,0.9,2–1,0.6,Osasuna,12726.0,Estadio del Rayo Vallecano,José Luis Munuera,Match Report,
310,29.0,Sat,2023-04-15,14:00,Villarreal,2.0,1–2,2.2,Valladolid,14876.0,Estadio de la Cerámica,Javier Villanueva,Match Report,
311,29.0,Sat,2023-04-15,16:15,Athletic Club,0.8,2–0,1.4,Real Sociedad,49287.0,San Mamés,César Soto,Match Report,
312,29.0,Sat,2023-04-15,18:30,Betis,2.0,3–1,0.8,Espanyol,45313.0,Estadio Benito Villamarín,Alejandro Hernández,Match Report,
313,29.0,Sat,2023-04-15,21:00,Cádiz,0.7,0–2,3.5,Real Madrid,19833.0,Estadio Nuevo Mirandilla,Jesús Gil,Match Report,
314,29.0,Sun,2023-04-16,14:00,Girona,1.3,2–0,0.7,Elche,11114.0,Estadi Municipal de Montilivi,Jorge Figueroa,Match Report,
315,29.0,Sun,2023-04-16,16:15,Getafe,0.5,0–0,1.5,Barcelona,14854.0,Coliseum Alfonso Pérez,Juan Pulido,Match Report,
316,29.0,Sun,2023-04-16,18:30,Atlético Madrid,2.3,2–1,0.2,Almería,59204.0,Estadio Cívitas Metropolitano,Isidro Díaz de Mera,Match Report,
317,29.0,Sun,2023-04-16,21:00,Valencia,0.4,0–2,0.4,Sevilla,39654.0,Estadio de Mestalla,Carlos del Cerro,Match Report,
318,29.0,Mon,2023-04-17,21:00,Celta Vigo,0.8,0–1,1.0,Mallorca,13557.0,Estadio de Balaídos,Miguel Ángel Ortiz Arias,Match Report,
319,,,,,,,,,,,,,,
320,30.0,Fri,2023-04-21,21:00,Espanyol,1.3,0–0,1.4,Cádiz,28512.0,RCDE Stadium,Juan Martínez,Match Report,
321,30.0,Sat,2023-04-22,14:00,Osasuna,1.5,3–2,2.0,Betis,19723.0,Estadio El Sadar,Alberola Rojas,Match Report,
322,30.0,Sat,2023-04-22,16:15,Almería,0.8,1–2,1.7,Athletic Club,13271.0,Power Horse Stadium,Valentín Pizarro,Match Report,
323,30.0,Sat,2023-04-22,18:30,Valladolid,1.1,1–0,1.0,Girona,21033.0,Estadio Municipal José Zorrilla,Mario Melero,Match Report,
324,30.0,Sat,2023-04-22,18:30,Real Sociedad,0.6,2–1,0.5,Rayo Vallecano,32054.0,Reale Arena,Alejandro Muñíz,Match Report,
325,30.0,Sat,2023-04-22,21:00,Real Madrid,1.5,2–0,0.9,Celta Vigo,60386.0,Estadio Santiago Bernabéu,Antonio Matéu,Match Report,
326,30.0,Sun,2023-04-23,14:00,Elche,0.6,0–2,1.0,Valencia,22129.0,Estadio Manuel Martínez Valero,Guillermo Cuadra,Match Report,
327,30.0,Sun,2023-04-23,16:15,Barcelona,1.8,1–0,1.3,Atlético Madrid,80965.0,Camp Nou,José Sánchez,Match Report,
328,30.0,Sun,2023-04-23,18:30,Mallorca,1.5,3–1,0.1,Getafe,15687.0,Iberostar Estadi,Pablo González,Match Report,
329,30.0,Sun,2023-04-23,21:00,Sevilla,0.9,2–1,2.2,Villarreal,29635.0,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,Match Report,
330,,,,,,,,,,,,,,
331,31.0,Tue,2023-04-25,19:30,Girona,2.3,4–2,1.8,Real Madrid,13306.0,Estadi Municipal de Montilivi,Javier Villanueva,Match Report,
332,31.0,Tue,2023-04-25,19:30,Cádiz,1.4,0–1,1.0,Osasuna,18008.0,Estadio Nuevo Mirandilla,Carlos del Cerro,Match Report,
333,31.0,Tue,2023-04-25,22:00,Betis,1.0,0–0,0.9,Real Sociedad,42294.0,Estadio Benito Villamarín,Juan Martínez,Match Report,
334,31.0,Wed,2023-04-26,19:30,Getafe,1.6,1–2,1.9,Almería,10260.0,Coliseum Alfonso Pérez,Alberola Rojas,Match Report,
335,31.0,Wed,2023-04-26,19:30,Atlético Madrid,2.7,3–1,0.9,Mallorca,58523.0,Estadio Cívitas Metropolitano,Juan Pulido,Match Report,
336,31.0,Wed,2023-04-26,22:00,Rayo Vallecano,0.7,2–1,0.9,Barcelona,13657.0,Estadio del Rayo Vallecano,Jesús Gil,Match Report,
337,31.0,Wed,2023-04-26,22:00,Celta Vigo,1.3,1–0,1.1,Elche,11649.0,Estadio de Balaídos,Isidro Díaz de Mera,Match Report,
338,31.0,Thu,2023-04-27,19:30,Valencia,0.9,2–1,0.9,Valladolid,42023.0,Estadio de Mestalla,José Luis Munuera,Match Report,
339,31.0,Thu,2023-04-27,19:30,Villarreal,3.7,4–2,0.9,Espanyol,16134.0,Estadio de la Cerámica,César Soto,Match Report,
340,31.0,Thu,2023-04-27,22:00,Athletic Club,0.3,0–1,1.0,Sevilla,42716.0,San Mamés,Alejandro Hernández,Match Report,
341,,,,,,,,,,,,,,
342,32.0,Fri,2023-04-28,21:00,Osasuna,1.4,0–2,1.4,Real Sociedad,21570.0,Estadio El Sadar,Valentín Pizarro,Match Report,
343,32.0,Sat,2023-04-29,16:15,Elche,2.8,4–0,0.8,Rayo Vallecano,11259.0,Estadio Manuel Martínez Valero,Mario Melero,Match Report,
344,32.0,Sat,2023-04-29,18:30,Real Madrid,2.8,4–2,1.3,Almería,58036.0,Estadio Santiago Bernabéu,Guillermo Cuadra,Match Report,
345,32.0,Sat,2023-04-29,21:00,Barcelona,3.0,4–0,0.2,Betis,88530.0,Camp Nou,Carlos del Cerro,Match Report,
346,32.0,Sun,2023-04-30,14:00,Cádiz,1.8,2–1,1.3,Valencia,18650.0,Estadio Nuevo Mirandilla,Ricardo de Burgos,Match Report,
347,32.0,Sun,2023-04-30,16:15,Villarreal,2.4,3–1,0.9,Celta Vigo,16123.0,Estadio de la Cerámica,Pablo González,Match Report,
348,32.0,Sun,2023-04-30,18:30,Espanyol,2.4,1–0,0.5,Getafe,26953.0,RCDE Stadium,José Sánchez,Match Report,
349,32.0,Sun,2023-04-30,21:00,Valladolid,1.8,2–5,2.0,Atlético Madrid,23321.0,Estadio Municipal José Zorrilla,Antonio Matéu,Match Report,
350,32.0,Mon,2023-05-01,19:00,Mallorca,0.9,1–1,1.7,Athletic Club,16807.0,Iberostar Estadi,Jorge Figueroa,Match Report,
351,32.0,Mon,2023-05-01,21:00,Sevilla,2.2,0–2,0.8,Girona,35560.0,Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz,Match Report,
352,,,,,,,,,,,,,,
353,33.0,Tue,2023-05-02,19:30,Almería,1.7,2–1,1.0,Elche,13352.0,Power Horse Stadium,Alejandro Hernández,Match Report,
354,33.0,Tue,2023-05-02,19:30,Barcelona,2.8,1–0,0.4,Osasuna,76061.0,Camp Nou,Javier Villanueva,Match Report,
355,33.0,Tue,2023-05-02,22:00,Real Sociedad,1.9,2–0,0.8,Real Madrid,35314.0,Reale Arena,Juan Pulido,Match Report,
356,33.0,Wed,2023-05-03,19:30,Valencia,1.2,1–1,0.7,Villarreal,43634.0,Estadio de Mestalla,Jesús Gil,Match Report,
357,33.0,Wed,2023-05-03,22:00,Getafe,2.7,1–0,0.3,Celta Vigo,11022.0,Coliseum Alfonso Pérez,Guillermo Cuadra,Match Report,
358,33.0,Wed,2023-05-03,22:00,Atlético Madrid,3.0,5–1,0.0,Cádiz,42023.0,Estadio Cívitas Metropolitano,César Soto,Match Report,
359,33.0,Thu,2023-05-04,19:30,Girona,1.7,2–1,1.4,Mallorca,11767.0,Estadi Municipal de Montilivi,Juan Martínez,Match Report,
360,33.0,Thu,2023-05-04,19:30,Sevilla,2.6,3–2,1.0,Espanyol,35391.0,Estadio Ramón Sánchez Pizjuán,Alberola Rojas,Match Report,
361,33.0,Thu,2023-05-04,22:00,Rayo Vallecano,1.4,2–1,0.6,Valladolid,11171.0,Estadio del Rayo Vallecano,Isidro Díaz de Mera,Match Report,
362,33.0,Thu,2023-05-04,22:00,Athletic Club,1.6,0–1,1.2,Betis,43116.0,San Mamés,Miguel Ángel Ortiz Arias,Match Report,
363,,,,,,,,,,,,,,
364,34.0,Fri,2023-05-12,21:00,Mallorca,1.2,1–0,0.7,Cádiz,15377.0,Iberostar Estadi,José Sánchez,Match Report,
365,34.0,Sat,2023-05-13,14:00,Real Sociedad,2.7,2–2,1.2,Girona,30027.0,Reale Arena,Jorge Figueroa,Match Report,
366,34.0,Sat,2023-05-13,16:15,Osasuna,1.9,3–1,0.5,Almería,19747.0,Estadio El Sadar,Antonio Matéu,Match Report,
367,34.0,Sat,2023-05-13,18:30,Villarreal,3.2,5–1,3.1,Athletic Club,16871.0,Estadio de la Cerámica,Carlos del Cerro,Match Report,
368,34.0,Sat,2023-05-13,21:00,Real Madrid,0.9,1–0,0.7,Getafe,52201.0,Estadio Santiago Bernabéu,Juan Martínez,Match Report,
369,34.0,Sun,2023-05-14,14:00,Celta Vigo,0.7,1–2,1.2,Valencia,14517.0,Estadio de Balaídos,César Soto,Match Report,
370,34.0,Sun,2023-05-14,16:15,Elche,1.4,1–0,1.5,Atlético Madrid,22174.0,Estadio Manuel Martínez Valero,Alejandro Muñíz,Match Report,
371,34.0,Sun,2023-05-14,18:30,Valladolid,2.0,0–3,2.5,Sevilla,21580.0,Estadio Municipal José Zorrilla,Miguel Ángel Ortiz Arias,Match Report,
372,34.0,Sun,2023-05-14,21:00,Espanyol,2.7,2–4,3.1,Barcelona,27360.0,RCDE Stadium,Ricardo de Burgos,Match Report,
373,34.0,Mon,2023-05-15,21:00,Betis,1.5,3–1,1.3,Rayo Vallecano,48143.0,Estadio Benito Villamarín,Juan Pulido,Match Report,
374,,,,,,,,,,,,,,
375,35.0,Fri,2023-05-19,21:00,Cádiz,2.2,2–0,0.7,Valladolid,18938.0,Estadio Nuevo Mirandilla,Juan Martínez,Match Report,
