,Home,Away,FTR,Attendance,B365H,B365D,B365A,AvgHomePoints,AvgAwayPoints,AvgLosingHomePoints,AvgLosingAwayPoints,AvgGoalDiffHome,AvgGoalDiffAway,HomeWinsRatio,HomeDrawsRatio,AwayWinsRatio,AwayDrawsRatio,AvgHomeCornersLast5,AvgAwayCornersLast5,AvgHomeShotsLast5,AvgHomeShotsOnTargetLast5,AvgAwayShotsLast5,AvgAwayShotsOnTargetLast5,elo,elo_away,FormHomeTeam,FormAwayTeam,ProbabilityHomeWin,ProbabilityAwayWin,Date
1111,13,2,1,16638.0,3.2,3.3,2.25,1.0588235294117647,1.2352941176470589,1.9411764705882355,1.7647058823529411,-0.4705882352941176,-0.1176470588235294,0.2352941176470588,0.3529411764705882,0.2352941176470588,0.5294117647058824,5.2,3.0,13.8,4.8,9.0,4.0,1638.99645996,1742.25280762,993.9273339852,1390.9216406256,0.3457066065374792,0.4125439622251809,2022-05-10
1112,4,6,1,55899.0,1.44,5.0,6.0,2.0588235294117645,1.2352941176470589,0.9411764705882352,1.7647058823529411,1.0588235294117647,0.0588235294117647,0.6470588235294118,0.1176470588235294,0.2941176470588235,0.3529411764705882,7.2,5.2,19.2,6.2,11.4,3.8,1888.65795898,1715.18127441,3013.2518115204007,1394.6935546864,0.7028747466622887,0.0800758767267422,2022-05-10
1113,19,11,0,17850.0,2.7,2.9,3.0,1.2352941176470589,0.5882352941176471,1.7647058823529411,2.411764705882353,-0.4117647058823529,-0.7058823529411765,0.2941176470588235,0.3529411764705882,0.0588235294117647,0.4117647058823529,5.2,2.4,14.6,4.2,7.8,1.8,1693.47912598,1674.98535156,3117.5553955068,1749.659033204,0.5190489922855067,0.2429188904465623,2022-05-11
1114,0,10,1,12729.0,2.1,3.4,3.5,1.2941176470588236,0.4705882352941176,1.7058823529411764,2.5294117647058822,-0.2352941176470588,-1.0588235294117647,0.3529411764705882,0.2352941176470588,0.0588235294117647,0.2941176470588235,4.6,3.2,11.2,4.6,10.4,3.2,1594.9564209,1651.39123535,3428.921874996,350.57097168,0.4129893606337159,0.3452671218033004,2022-05-11
1115,23,18,0,33242.0,1.61,4.0,5.5,2.235294117647059,0.4705882352941176,0.7647058823529411,2.5294117647058822,1.0588235294117647,-1.411764705882353,0.6470588235294118,0.2941176470588235,0.1176470588235294,0.1176470588235294,6.0,3.0,11.2,3.8,9.4,2.2,1822.73168945,1580.2052002,2730.9898046912,0.0,0.7634385249226532,0.0336354711709488,2022-05-11
1116,9,3,-1,21266.0,6.0,3.6,1.65,1.411764705882353,1.411764705882353,1.588235294117647,1.588235294117647,0.1764705882352941,0.1176470588235294,0.3529411764705882,0.3529411764705882,0.4117647058823529,0.1764705882352941,5.2,4.0,9.6,2.4,8.4,3.4,1626.30395508,1855.24914551,1377.3544921888,2994.6487500036,0.1813544066810684,0.5855876424720299,2022-05-11
1117,22,7,1,29014.0,1.66,3.6,5.5,1.8823529411764703,1.0588235294117647,1.1176470588235294,1.9411764705882355,0.2941176470588235,-0.5294117647058824,0.5294117647058824,0.2941176470588235,0.2352941176470588,0.3529411764705882,6.2,3.6,12.0,4.8,9.2,3.6,1741.25842285,1639.47851562,3421.434326172,2168.4135937512,0.6256769624959531,0.1455073966488125,2022-05-12
1118,20,26,-1,7945.0,4.2,3.8,1.8,1.7058823529411764,1.0,1.2941176470588236,2.0,0.5882352941176471,-0.1176470588235294,0.4705882352941176,0.2941176470588235,0.2352941176470588,0.2941176470588235,5.2,6.6,13.6,4.2,10.6,3.2,1644.92980957,1823.12646484,1080.3483398436,970.4055175776,0.2433022028542012,0.5186421460837405,2022-05-12
1119,21,17,1,38421.0,1.45,5.25,5.5,2.3529411764705883,0.5882352941176471,0.6470588235294118,2.411764705882353,1.4705882352941178,-1.1176470588235294,0.7058823529411765,0.2352941176470588,0.1176470588235294,0.2352941176470588,6.8,3.6,18.2,6.8,14.4,4.6,1980.49731445,1637.72192383,4119.124042967999,1741.810742186,0.8299446941851417,-0.0087764636631686,2022-05-12
1120,10,24,0,14990.0,2.5,3.4,2.8,1.7777777777777777,1.1666666666666667,1.2222222222222223,1.8333333333333333,0.3333333333333333,-0.3888888888888889,0.5,0.2777777777777778,0.2777777777777778,0.3333333333333333,3.6,2.6,9.0,2.2,5.8,1.4,1643.34472656,1684.60705566,3321.014257808,2033.774150388,0.4348395022909628,0.3238032522719448,2022-05-14
1121,17,0,1,12438.0,2.8,3.8,2.25,1.0555555555555556,0.3333333333333333,1.9444444444444444,2.6666666666666665,-0.2222222222222222,-1.5555555555555556,0.2222222222222222,0.3888888888888889,0.0555555555555555,0.1666666666666666,6.0,3.2,13.8,5.2,8.6,2.4,1634.99365234,1603.00292969,2499.5915136752,0.0,0.5373630023458394,0.225746099745044,2022-05-15
1122,26,22,-1,16689.0,2.1,3.6,3.3,2.0,1.3333333333333333,1.0,1.6666666666666667,1.2777777777777777,-0.2777777777777778,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.8,4.8,13.2,6.0,12.0,3.6,1833.36022949,1748.69250488,3838.3693798824,1709.996679686,0.6051323772028674,0.1637456098076615,2022-05-15
1123,11,4,0,13072.0,3.75,3.25,2.1,1.5,1.8888888888888888,1.5,1.1111111111111112,0.3333333333333333,0.6666666666666666,0.3888888888888889,0.3333333333333333,0.5,0.3888888888888889,4.4,4.6,13.8,4.4,14.8,6.4,1677.22802734,1892.80578613,2089.8430957032,5262.969580068,0.1969421226605019,0.568495579099503,2022-05-15
1124,2,19,1,37869.0,1.53,4.2,6.0,1.7222222222222223,1.3888888888888888,1.2777777777777777,1.6111111111111112,0.5,-0.1666666666666666,0.5,0.2222222222222222,0.3888888888888889,0.2222222222222222,5.8,4.6,13.8,5.6,8.8,3.4,1733.09753418,1691.2364502,2742.3603515648,1696.257080078,0.5505339238527058,0.2134983777607811,2022-05-15
1125,3,23,0,58138.0,2.25,3.0,3.6,2.2222222222222223,1.5,0.7777777777777778,1.5,0.9444444444444444,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.5,5.8,3.8,13.6,3.8,8.8,3.4,1861.10620117,1815.70288086,4511.2241357404,2120.139082032,0.5552116082019322,0.2091700677734586,2022-05-15
1126,5,13,1,45016.0,1.5,4.33,6.0,1.6111111111111112,0.8888888888888888,1.3888888888888888,2.111111111111111,0.5555555555555556,-0.4444444444444444,0.5,0.1111111111111111,0.1666666666666666,0.3888888888888889,6.4,3.4,16.4,5.4,11.0,3.4,1763.95080566,1648.15161133,2057.1976464864,2423.271108398,0.6419174100408751,0.1313067960401808,2022-05-15
1127,6,9,1,10773.0,1.65,3.8,5.5,1.2222222222222223,0.8333333333333334,1.7777777777777777,2.1666666666666665,0.1111111111111111,-0.7777777777777778,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1666666666666666,4.8,2.8,11.8,4.8,8.0,2.0,1711.03356934,1620.44689941,2400.8211035116,2030.6376855456,0.6123263550437457,0.1573261872627669,2022-05-15
1128,18,20,1,17930.0,1.57,3.8,6.5,1.3333333333333333,0.7222222222222222,1.6666666666666667,2.2777777777777777,-0.3333333333333333,-0.7777777777777778,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.2222222222222222,2.0,6.4,12.0,3.6,11.6,2.2,1587.23400879,1634.69604492,2085.301875,2690.8902734368003,0.4259206064094346,0.3325416569724198,2022-05-15
1129,7,21,0,19643.0,3.3,3.3,2.2,0.9444444444444444,2.2777777777777777,2.055555555555556,0.7222222222222222,-0.2777777777777778,1.0,0.1666666666666666,0.4444444444444444,0.7222222222222222,0.1111111111111111,6.2,4.4,16.6,6.6,15.2,6.8,1632.04443359,1983.22558594,3221.602250976,4183.2880664064,0.0666641763926783,0.7196704512558603,2022-05-15
1130,21,5,0,52232.0,1.65,4.5,4.33,2.388888888888889,1.7777777777777777,0.6111111111111112,1.2222222222222223,1.7222222222222223,0.5555555555555556,0.7222222222222222,0.2222222222222222,0.5,0.2777777777777778,6.6,2.8,19.2,8.2,8.8,3.0,1976.36108398,1769.38000488,4135.808496091199,3141.3567919896004,0.7339099267761181,0.0555886911790884,2022-05-20
1131,20,17,-1,8446.0,1.85,4.0,3.8,1.6111111111111112,0.5555555555555556,1.3888888888888888,2.4444444444444446,0.3333333333333333,-1.3888888888888888,0.4444444444444444,0.2777777777777778,0.1111111111111111,0.2222222222222222,6.0,3.8,13.2,3.8,15.0,4.2,1626.83789062,1642.9197998,1056.2221289052002,1377.8133398416005,0.4708095637051439,0.2888863123493618,2022-05-20
1132,24,6,1,16189.0,2.75,3.3,2.62,1.2777777777777777,1.1666666666666667,1.7222222222222223,1.8333333333333333,0.0,-0.0555555555555555,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.3333333333333333,4.8,5.0,10.6,3.0,10.8,4.4,1685.13745117,1715.49645996,1675.971313478,1373.9585546864,0.4504748829707364,0.3085609992954752,2022-05-21
1133,9,11,1,17336.0,3.1,2.87,2.62,1.3333333333333333,0.6111111111111112,1.6666666666666667,2.388888888888889,0.0555555555555555,-0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0555555555555555,0.4444444444444444,5.4,2.4,8.8,1.8,7.8,1.6,1615.98388672,1681.45446777,1372.921152344,1745.156835938,0.399955170781653,0.3581605025265676,2022-05-22
1134,19,18,-1,18717.0,3.3,3.4,2.2,1.2222222222222223,0.5,1.7777777777777777,2.5,-0.3888888888888889,-1.3333333333333333,0.2777777777777778,0.3888888888888889,0.1111111111111111,0.1666666666666666,5.8,2.6,14.2,3.6,9.0,2.0,1683.30810547,1595.09216309,3372.759814452,346.1974267576,0.609455936468444,0.1598834013631593,2022-05-22
1135,13,10,0,17951.0,1.44,4.33,7.5,1.1666666666666667,0.4444444444444444,1.8333333333333333,2.555555555555556,-0.3888888888888889,-1.0555555555555556,0.2777777777777778,0.3333333333333333,0.0555555555555555,0.2777777777777778,5.6,3.2,15.0,5.0,10.0,3.4,1642.72241211,1642.81433105,1662.349414062,352.5028906252,0.4933257868280978,0.2673031799078725,2022-05-22
1136,0,7,-1,11138.0,4.2,3.7,1.83,1.3888888888888888,1.0,1.6111111111111112,2.0,-0.1666666666666666,-0.6666666666666666,0.3888888888888889,0.2222222222222222,0.2222222222222222,0.3333333333333333,6.0,5.2,14.8,5.4,9.6,3.0,1595.07678223,1638.90893555,3347.1774902320003,1755.8403076180002,0.431144584287897,0.3274195618072857,2022-05-22
1137,4,26,-1,54850.0,2.1,4.0,3.0,2.111111111111111,1.1111111111111112,0.8888888888888888,1.8888888888888888,1.1111111111111112,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.2777777777777778,0.2777777777777778,6.6,5.6,16.4,5.2,10.8,4.6,1888.5793457,1821.52746582,3011.7215917943995,2010.511376952,0.5831926395469387,0.1835283547181527,2022-05-22
1138,23,2,1,31305.0,2.5,3.3,2.87,2.1666666666666665,1.1666666666666667,0.8333333333333334,1.8333333333333333,1.0,-0.1666666666666666,0.6111111111111112,0.3333333333333333,0.2222222222222222,0.5,6.4,3.2,12.4,4.0,9.2,3.8,1818.61828613,1741.02600098,2048.1428613312,1383.4368554688,0.5964139335066992,0.1715708301647371,2022-05-22
1139,22,3,-1,23586.0,2.62,3.3,2.7,1.9444444444444444,1.5,1.0555555555555556,1.5,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.2777777777777778,0.4444444444444444,0.1666666666666666,5.4,4.2,12.4,5.2,9.6,3.8,1760.52526855,1858.1907959,3524.399707032,2996.3150244144003,0.3536776404368574,0.4044793443233127,2022-05-22
1140,19,23,1,18536.0,3.2,3.1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.8,14.0,3.2,7.8,3.4,1669.47692871,1826.55310059,2424.4828125,2134.8746777352003,0.271087432146064,0.4893614438530382,2022-08-12
1141,6,10,0,13859.0,1.8,3.75,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.4,11.4,4.2,10.8,4.2,1708.33886719,1647.61437988,2372.6680468708,351.0097900392,0.5751261949201618,0.1908751090048654,2022-08-13
1142,25,26,-1,17543.0,3.9,3.6,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,5.2,10.2,3.4,11.0,5.0,1646.45288086,1840.3972168,709.2601367192,3034.8828808596004,0.223300509233301,0.5399854120968344,2022-08-13
1143,4,20,0,81104.0,1.22,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,6.2,15.4,4.6,11.8,2.2,1875.88146973,1616.94055176,2009.3894238264,2435.3349316408,0.7759502502054246,0.0248170118172822,2022-08-13
1144,7,22,-1,16570.0,3.6,3.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,5.2,18.2,6.6,14.0,4.6,1650.63500977,1756.3560791,2481.0231591796,2678.5966406240004,0.3422018467167228,0.4160980855439444,2022-08-14
1145,24,12,1,39359.0,1.85,3.4,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,10.2,2.8,0.0,0.0,1698.46691895,1609.84790039,1675.802954102,0.0,0.6099450126259923,0.1594472975270483,2022-08-14
1146,1,21,-1,14386.0,7.5,5.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,16.2,7.2,1630.24328613,1983.03649902,0.0,3451.37368164,0.0654958932211337,0.7211554671118305,2022-08-14
1147,2,18,0,39747.0,1.6,3.75,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2.8,12.2,5.0,10.0,2.6,1739.26293945,1615.09521484,3425.29868164,1397.4359765616002,0.6513511039193622,0.1231535504176829,2022-08-15
1148,11,3,-1,12235.0,5.0,3.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,4.0,12.4,3.8,9.2,3.6,1672.59387207,1868.53173828,2156.3047558584003,3015.9347607432,0.2208157429749179,0.5426536229777995,2022-08-15
1149,5,9,1,50622.0,1.44,4.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.2,15.0,5.0,8.4,1.6,1778.93603516,1631.01635742,3049.5245800788,2066.8425585936,0.6770424187450579,0.101343426229838,2022-08-15
1150,10,20,-1,16071.0,2.45,3.1,3.1,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,9.2,2.6,8.6,2.0,1651.17248535,1624.46374512,2665.7385546848004,2779.3859765632,0.5302359257878517,0.2324097950003323,2022-08-19
1151,23,25,0,33991.0,1.5,4.2,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.4,13.0,4.6,14.2,3.4,1816.02001953,1638.82214355,2732.2262890656,684.5508789064002,0.7064792700840874,0.0771679925527588,2022-08-19
1152,19,7,1,18587.0,1.9,3.25,4.5,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.4,5.2,12.4,2.8,9.4,3.6,1680.68945312,1644.10437012,2438.3421630876,2797.7547656256,0.5435181704661814,0.2200114055051233,2022-08-20
1153,18,5,-1,15579.0,3.1,3.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.4,11.8,4.4,9.6,3.2,1620.10656738,1785.37768555,3065.5703320308003,3141.5690917944,0.2601847016617702,0.5008027190690567,2022-08-20
1154,6,21,-1,15681.0,4.5,4.2,1.66,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.6,6.0,11.2,4.2,19.6,9.0,1705.46008301,1985.41625977,2384.1716308564,3403.013525392,0.1272263551997474,0.6466281091518026,2022-08-20
1155,2,24,1,43333.0,1.8,3.75,4.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2,2.6,13.6,5.0,8.2,2.4,1734.93103027,1703.43664551,2739.3450000000003,2059.0850097624,0.5366955605860397,0.2263690849105417,2022-08-21
1156,3,26,-1,57033.0,1.85,3.5,4.33,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,6.6,4.6,14.8,3.4,10.4,5.4,1877.0402832,1849.77294922,3930.0715673824006,4148.7198632784,0.5309921451543641,0.2317015639482791,2022-08-21
1157,22,4,-1,36201.0,3.3,3.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.4,11.8,4.6,11.8,4.8,1763.56616211,1869.03771973,2525.250751954,4455.0013574144,0.3425563696472096,0.4157383398439241,2022-08-21
1158,9,1,0,23361.0,2.5,3.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,11.0,3.2,0.0,0.0,1625.25427246,1628.54296875,2367.4148681652,0.0,0.4888498887390909,0.2715762469269365,2022-08-22
1159,12,11,1,10460.0,2.8,2.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.8,1.4,1605.55761719,1664.76477051,0.0,1720.033618166,0.4089907310926418,0.349215454626274,2022-08-22
1160,12,6,-1,11329.0,2.8,3.1,2.75,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,4.4,12.0,6.0,10.2,4.6,1618.16796875,1700.80163574,5048.349609375,1367.1002539056,0.3752259784876999,0.3828061362393153,2022-08-26
1161,5,19,1,52580.0,1.8,3.6,4.75,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.8,5.6,16.8,5.6,9.6,3.0,1790.91625977,1689.54980469,3050.4722167980003,1704.590283204,0.6251898187285264,0.1459364146266487,2022-08-26
1162,9,22,-1,22656.0,3.6,3.2,2.15,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.8,5.8,11.6,3.6,14.4,5.6,1624.44335938,1752.43334961,2753.9124609376004,3349.29038086,0.3108578252980097,0.448112341497218,2022-08-27
1163,20,18,-1,10944.0,2.05,3.25,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,3.0,15.0,5.0,9.8,2.8,1639.12646484,1615.44506836,683.6658007808,1752.170825194,0.5261274990023304,0.2362623400899657,2022-08-27
1164,1,23,1,13788.0,3.6,3.25,2.15,0.0,0.0,3.0,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,3.0,10.0,6.0,9.2,3.6,1630.23083496,1810.73840332,0.0,1722.519628906,0.2403267468072588,0.5218024530376106,2022-08-27
1165,11,26,0,9815.0,4.33,3.4,1.85,0.0,3.0,3.0,0.0,-3.0,2.5,0.0,0.0,1.0,0.0,4.0,4.6,11.2,3.2,12.0,5.2,1653.03137207,1865.74353027,1082.5546289052,4180.816171872,0.2003549480679081,0.5647774853858997,2022-08-28
1166,4,25,1,83972.0,1.14,8.5,15.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.2,5.6,16.0,4.6,14.0,3.6,1881.04760742,1644.98083496,2350.5161572256,1063.5058154292,0.7583237763845434,0.0373291584696093,2022-08-28
1167,10,21,-1,25778.0,6.5,4.75,1.45,0.0,3.0,3.0,0.0,-2.0,2.0,0.0,0.0,1.0,0.0,4.4,5.8,9.4,2.2,19.8,9.2,1637.38671875,1990.95178223,1720.891674804,3380.051757812,0.0649396207543002,0.7218638877688838,2022-08-28
1168,7,2,-1,17029.0,3.6,3.2,2.15,0.0,0.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,6.6,3.2,16.4,5.6,9.8,3.4,1636.12109375,1741.39245605,1414.4591210928002,1366.8921289056002,0.3428408660784313,0.4154496896631028,2022-08-29
1169,24,3,-1,43910.0,4.0,3.3,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,4.8,4.0,12.6,3.0,9.4,4.0,1697.85217285,1863.32092285,2396.3321484368,3054.436875,0.2599236117601357,0.5010774523277781,2022-08-29
1170,6,7,1,14510.0,1.66,3.6,5.5,0.5,0.0,2.5,3.0,-1.5,-2.0,0.0,0.5,0.0,0.0,4.2,5.0,12.2,3.8,10.4,3.4,1708.01586914,1622.5592041,2374.1679882788003,2393.4716845704,0.6060965449623809,0.1628832515970393,2022-09-02
1171,18,12,0,13390.0,2.15,3.2,3.6,0.0,0.0,3.0,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,3.2,4.0,11.6,5.2,5.0,1.0,1629.55969238,1610.95373535,2968.5051562500003,0.0,0.5192025647447102,0.2427742214729231,2022-09-03
1172,21,5,1,58579.0,1.4,5.25,6.5,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.8,3.0,19.0,7.2,9.2,3.2,1993.73876953,1795.37902832,3408.89711914,3226.4912988252,0.726226911261719,0.0615288860935319,2022-09-03
1173,22,3,0,35366.0,2.9,3.2,2.55,0.0,3.0,3.0,0.0,-3.0,2.0,0.0,0.0,1.0,0.0,4.2,3.2,10.4,4.4,10.2,5.2,1758.48876953,1868.45019531,1459.5571289056,4087.5667382784,0.3361868372044757,0.4222096183518525,2022-09-03
1174,23,4,-1,40233.0,4.5,3.6,1.8,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,5.6,5.0,13.4,3.4,11.2,4.2,1799.16796875,1885.55957031,2031.0473144544,4550.926313471199,0.3698257822150834,0.3882202152671665,2022-09-03
1175,19,20,1,18745.0,2.0,3.1,4.33,3.0,2.0,0.0,1.0,1.5,1.0,1.0,0.0,0.5,0.5,4.4,2.2,12.6,2.6,7.6,2.2,1685.08703613,1625.01184082,2342.4091113304,2712.69125,0.5742930895114153,0.1916360308817686,2022-09-04
1176,2,10,-1,41574.0,1.53,4.0,6.5,2.0,1.0,1.0,2.0,0.5,0.0,0.5,0.5,0.0,1.0,6.4,4.0,14.0,5.0,11.2,4.2,1754.9543457,1634.59973145,3669.7332031272,693.525361328,0.6470770726703272,0.1268384026569965,2022-09-04
1177,26,9,1,13915.0,1.33,5.0,10.0,0.0,0.0,0.0,3.0,0.0,-3.0,0.0,0.0,0.0,0.0,4.6,3.4,11.4,4.6,6.6,1.6,1861.31445312,1618.38793945,2760.0985546848005,1049.5088818356,0.7637516735009412,0.0334109391834459,2022-09-04
1178,24,11,1,38725.0,1.9,3.2,4.5,1.5,0.0,1.5,3.0,0.0,-2.0,0.5,0.0,0.0,0.0,4.2,2.0,12.8,2.6,6.8,1.6,1692.72302246,1657.46044922,2406.7607470704,1332.6882031264,0.5417506749108518,0.2216562102272345,2022-09-04
1179,25,1,1,20260.0,2.3,3.3,3.1,0.0,1.0,3.0,2.0,-3.0,0.0,0.0,0.0,0.0,1.0,3.8,5.0,11.2,4.0,12.0,7.0,1640.46887207,1641.80126953,711.8680664064001,1632.8615722650002,0.4915905978967574,0.2689586995858787,2022-09-05
1180,12,25,1,10053.0,2.25,3.25,3.4,1.5,0.5,1.5,2.5,0.5,-2.0,0.5,0.0,0.0,0.5,3.5,5.2,11.5,4.5,13.2,3.4,1618.71765137,1653.07397461,2509.32019043,699.8096191408001,0.4447515149340036,0.3141290554485216,2022-09-09
1181,20,24,1,12085.0,2.62,3.1,2.87,0.0,0.0,3.0,3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,7.2,2.8,15.0,4.4,8.6,1.8,1625.4354248,1710.66186523,683.2060351552,1030.0817431619998,0.371499343206936,0.3865411134078436,2022-09-10
1182,10,23,-1,20135.0,2.87,3.25,2.5,0.0,0.0,3.0,3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,5.4,3.0,10.2,2.6,10.2,4.0,1652.8223877,1784.73205566,702.2045410152001,1727.74230957,0.3054118192384567,0.4537179583947712,2022-09-10
1183,7,4,-1,19530.0,13.0,6.5,1.22,0.0,3.0,3.0,0.0,-2.5,3.0,0.0,0.0,1.0,0.0,5.0,5.2,16.2,5.4,12.0,4.2,1619.95751953,1907.34228516,1444.2118945312,4480.201933589201,0.1200840935244946,0.6549250527098781,2022-09-10
1184,3,6,1,52247.0,1.61,3.8,6.0,0.0,3.0,3.0,0.0,-2.0,1.0,0.0,0.0,1.0,0.0,6.0,4.6,14.6,2.8,10.4,4.8,1878.06640625,1722.32006836,2876.3392968736,2432.0038476551995,0.6851533620095122,0.0945888208315896,2022-09-10
1185,21,18,1,54816.0,1.25,6.0,11.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,7.8,3.4,20.6,7.2,9.0,3.2,2006.42810059,1633.49829102,4412.9707324248,2845.0743359360004,0.8458187786029576,-0.016837680813104,2022-09-11
1186,9,2,-1,24176.0,4.0,3.6,1.9,0.5,3.0,2.5,0.0,-0.5,4.0,0.0,0.5,1.0,0.0,6.2,3.2,12.8,4.2,11.6,4.6,1619.82409668,1748.43408203,1733.222802734,2335.1298290992,0.309994814419076,0.4489997717844538,2022-09-11
1187,11,22,1,11112.0,3.75,3.0,2.15,0.5,3.0,2.5,0.0,-1.5,1.0,0.0,0.5,1.0,0.0,3.0,5.2,10.4,2.6,12.8,5.4,1651.22399902,1777.15148926,1447.41798828,3355.1407226559995,0.3137329272059905,0.4451582438993211,2022-09-11
1188,5,26,1,53276.0,2.8,3.4,2.5,3.0,2.333333333333333,0.0,0.6666666666666666,2.0,1.6666666666666667,1.0,0.0,0.6666666666666666,0.3333333333333333,4.0,3.8,13.4,4.2,11.0,5.2,1799.94885254,1872.31811523,3140.3840625000003,4609.8274218724,0.3900063030436816,0.3680468063579063,2022-09-11
1189,1,19,-1,12397.0,2.6,3.25,2.75,1.5,0.0,1.5,3.0,0.0,-1.0,0.5,0.0,0.0,0.0,3.5,5.0,10.5,5.5,10.0,2.8,1640.89855957,1696.36584473,2745.070373535,1690.218676758,0.4143846116089355,0.3438909012769245,2022-09-12
1190,25,7,-1,20295.0,2.0,3.25,4.0,1.5,0.0,1.5,3.0,-1.0,-2.5,0.5,0.0,0.0,0.0,3.2,5.2,11.4,4.0,10.6,2.6,1639.44250488,1608.24072266,1405.1101953136003,1338.3172851552,0.5363018644407433,0.2267366615059087,2022-09-16
1191,18,1,1,12687.0,2.0,3.3,4.0,0.5,0.5,2.5,2.5,-0.5,-0.5,0.0,0.5,0.0,0.5,4.2,6.5,11.6,5.4,12.0,4.0,1625.81054688,1626.89440918,2317.9745996092,815.2556152349999,0.4919384187835921,0.2686267430393915,2022-09-17
1192,4,9,1,85073.0,1.08,11.0,26.0,2.0,0.0,1.0,3.0,2.0,-3.5,0.5,0.5,0.0,0.0,8.2,3.4,17.2,5.4,6.8,1.2,1899.55041504,1603.2199707,3360.74003906,1065.4330957031998,0.8019751708506563,0.0076049216275356,2022-09-17
1193,24,6,1,40965.0,2.3,3.2,3.3,2.0,1.5,1.0,1.5,1.3333333333333333,-1.0,0.6666666666666666,0.0,0.5,0.0,5.8,5.2,16.4,4.2,12.0,4.6,1695.76074219,1710.46142578,3080.371376952,1402.5264843743998,0.4727663935614883,0.287002026635261,2022-09-17
1194,2,20,1,43484.0,1.53,4.0,6.5,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.2,2.0,15.2,4.6,8.0,2.6,1753.20251465,1628.50073242,2647.3180078144,1710.51550293,0.6519464400580832,0.1226414963005558,2022-09-17
