,Home,Away,FTR,Attendance,B365H,B365D,B365A,AvgHomePoints,AvgAwayPoints,AvgLosingHomePoints,AvgLosingAwayPoints,AvgGoalDiffHome,AvgGoalDiffAway,HomeWinsRatio,HomeDrawsRatio,AwayWinsRatio,AwayDrawsRatio,AvgHomeCornersLast5,AvgAwayCornersLast5,AvgHomeShotsLast5,AvgHomeShotsOnTargetLast5,AvgAwayShotsLast5,AvgAwayShotsOnTargetLast5,elo,elo_away,FormHomeTeam,FormAwayTeam,ProbabilityHomeWin,ProbabilityAwayWin,Date
229,5,4,-1,54526.0,4.0,3.8,1.85,1.818181818181818,1.3636363636363635,1.181818181818182,1.6363636363636365,0.5454545454545454,0.0,0.5454545454545454,0.1818181818181818,0.3636363636363636,0.2727272727272727,4.6,4.2,16.4,5.4,12.2,5.6,1706.58703613,1966.42077637,3291.5064550824,2804.3495703104,0.1475319055488389,0.6233798759599085,2020-02-09
230,24,3,0,42297.0,3.4,3.1,2.3,2.1666666666666665,1.2727272727272727,0.8333333333333334,1.7272727272727273,0.8333333333333334,-0.0909090909090909,0.5833333333333334,0.4166666666666667,0.2727272727272727,0.4545454545454545,3.8,6.0,9.6,5.0,11.8,3.8,1807.55065918,1841.26452637,4696.403994146801,1760.226049806,0.4456721326699035,0.3132325274100354,2020-02-14
231,18,0,1,12329.0,2.4,3.2,3.1,1.4166666666666667,0.7272727272727273,1.5833333333333333,2.272727272727273,0.1666666666666666,-1.2727272727272727,0.4166666666666667,0.1666666666666666,0.1818181818181818,0.1818181818181818,4.0,3.4,11.6,4.2,7.0,3.6,1574.48388672,1685.63049316,2069.1195703128,2436.0554394512,0.334509149355147,0.4239169054439681,2020-02-15
232,4,11,1,89409.0,1.4,4.75,8.0,2.8181818181818183,1.6363636363636365,0.1818181818181818,1.3636363636363635,2.363636363636364,0.3636363636363636,0.9090909090909092,0.0909090909090909,0.4545454545454545,0.2727272727272727,5.6,4.8,16.6,7.6,8.2,2.4,1970.09423828,1811.91003418,4524.9980419904,3507.414013672,0.6876437069602954,0.0925285591917096,2020-02-15
233,26,17,1,17269.0,1.5,4.5,6.0,1.7272727272727273,0.75,1.2727272727272727,2.25,0.8181818181818182,-0.9166666666666666,0.4545454545454545,0.3636363636363636,0.25,0.0,5.8,5.2,15.8,3.4,8.4,3.6,1750.2565918,1686.5144043,2427.6316503908,1071.821000976,0.5789851806638563,0.1873556911921371,2020-02-15
234,13,25,1,15782.0,2.4,3.0,3.3,2.0,1.0833333333333333,1.0,1.9166666666666667,0.6363636363636364,-0.75,0.6363636363636364,0.0909090909090909,0.25,0.3333333333333333,4.4,3.8,11.0,3.2,9.2,3.2,1653.05187988,1658.12438965,3308.65395508,1675.217700194,0.486346426273465,0.2739700566194104,2020-02-15
235,23,10,0,35661.0,1.57,3.8,6.5,1.7272727272727273,1.0,1.2727272727272727,2.0,0.4545454545454545,-0.8181818181818182,0.4545454545454545,0.3636363636363636,0.2727272727272727,0.1818181818181818,7.8,4.6,15.0,4.4,12.6,3.0,1772.28186035,1660.51208496,2707.1145312480003,1039.7253076176,0.6373051956364527,0.135319104770553,2020-02-16
236,16,5,0,11160.0,2.4,3.2,3.1,1.0833333333333333,0.7272727272727273,1.9166666666666667,2.272727272727273,-0.5,-0.9090909090909092,0.3333333333333333,0.0833333333333333,0.0909090909090909,0.4545454545454545,2.2,5.4,11.0,4.8,11.4,3.6,1639.10021973,1702.91369629,3073.1279589828005,2027.304873048,0.4023456910777048,0.3557908090915117,2020-02-16
237,2,19,-1,44222.0,2.0,3.25,4.1,1.9090909090909087,1.0,1.0909090909090908,2.0,0.7272727272727273,-0.3636363636363636,0.5454545454545454,0.2727272727272727,0.1818181818181818,0.4545454545454545,7.6,4.0,15.0,5.4,11.6,3.6,1732.16955566,1676.67492676,2700.667031251201,1731.08383789,0.5683879810971876,0.1970407787584196,2020-02-16
238,21,6,0,62477.0,1.28,6.0,9.0,2.4545454545454546,0.5454545454545454,0.5454545454545454,2.4545454545454546,1.4545454545454546,-0.9090909090909092,0.7272727272727273,0.2727272727272727,0.0909090909090909,0.2727272727272727,4.4,4.2,17.0,7.0,10.0,4.6,1912.05749512,1654.5916748,4524.0615722640005,1407.7444921888,0.7748538808574069,0.0255768099073397,2020-02-16
239,5,18,0,47231.0,1.45,4.6,7.0,1.6666666666666667,0.0909090909090909,1.3333333333333333,2.909090909090909,0.4166666666666667,-1.7272727272727273,0.5,0.1666666666666666,0.0,0.0909090909090909,3.8,4.2,14.2,5.0,9.8,3.4,1700.85107422,1581.20922852,3211.4030273496,336.269375,0.6462736027039823,0.1275328036316368,2020-02-21
240,6,16,1,19335.0,1.8,3.4,4.75,1.1666666666666667,0.4545454545454545,1.8333333333333333,2.5454545454545454,-0.25,-1.0909090909090908,0.25,0.4166666666666667,0.0,0.4545454545454545,5.8,3.0,16.4,6.2,9.0,3.6,1659.62756348,1636.3626709,2345.9547070316,1022.4961230467998,0.5255609489181379,0.2367942408764562,2020-02-22
241,4,8,1,66970.0,1.2,6.5,13.0,2.833333333333333,0.6666666666666666,0.1666666666666666,2.333333333333333,2.25,-0.6666666666666666,0.9166666666666666,0.0833333333333333,0.0833333333333333,0.4166666666666667,4.4,4.8,14.0,5.2,7.6,2.6,1970.68103027,1686.81164551,4425.2363085944,709.6590234368001,0.7936700489180998,0.0129155041153567,2020-02-22
242,22,24,1,31381.0,1.65,4.0,4.75,1.818181818181818,1.0,1.181818181818182,2.0,1.0,-0.8181818181818182,0.5454545454545454,0.1818181818181818,0.2727272727272727,0.1818181818181818,6.4,3.0,14.4,4.0,7.4,2.4,1743.10961914,1788.61560059,3539.4488769560003,1353.295917968,0.4287363389989528,0.3297794942946813,2020-02-22
243,17,21,1,23566.0,6.0,5.0,1.44,1.818181818181818,2.083333333333333,1.181818181818182,0.9166666666666666,0.5454545454545454,1.1666666666666667,0.5454545454545454,0.1818181818181818,0.5833333333333334,0.3333333333333333,5.0,4.0,14.4,5.4,15.0,5.6,1679.515625,1902.22143555,3122.1766406268,3867.0925390636007,0.1885611913436713,0.5776623052987166,2020-02-22
244,19,13,-1,14866.0,1.85,3.4,4.33,1.4166666666666667,0.6666666666666666,1.5833333333333333,2.333333333333333,0.1666666666666666,-0.8333333333333334,0.3333333333333333,0.4166666666666667,0.1666666666666666,0.1666666666666666,5.6,3.4,15.8,4.0,8.6,1.2,1685.85327148,1657.03955078,1731.9391845720002,0.0,0.5330825754217157,0.2297452378754322,2020-02-23
245,0,2,1,19412.0,2.9,3.0,2.7,1.5833333333333333,0.8333333333333334,1.4166666666666667,2.1666666666666665,0.5,-0.3333333333333333,0.4166666666666667,0.3333333333333333,0.0833333333333333,0.5833333333333334,4.8,3.0,9.0,3.4,7.8,2.2,1674.10510254,1718.19116211,1694.132885742,1049.745541992,0.4307793501347429,0.3277773206630701,2020-02-23
246,25,10,1,19645.0,2.62,3.0,3.0,1.181818181818182,1.0,1.818181818181818,2.0,0.2727272727272727,-0.75,0.1818181818181818,0.6363636363636364,0.25,0.25,3.0,4.6,8.8,2.8,11.6,3.4,1649.33654785,1651.18774414,1401.5637304672,1351.7798828128002,0.4908642778108183,0.2696520619232753,2020-02-23
247,11,23,-1,13438.0,2.3,3.1,3.4,2.0,1.6666666666666667,1.0,1.3333333333333333,0.9166666666666666,0.0833333333333333,0.5833333333333334,0.25,0.5,0.1666666666666666,7.0,4.8,12.8,5.8,10.0,3.8,1818.02697754,1765.31811523,4236.7989843744,2416.6022412112,0.5647731983261586,0.2003588875495195,2020-02-23
248,3,26,1,54462.0,1.65,3.75,5.5,2.083333333333333,1.3333333333333333,0.9166666666666666,1.6666666666666667,0.75,0.0,0.5833333333333334,0.3333333333333333,0.4166666666666667,0.0833333333333333,5.8,3.2,14.6,5.0,13.2,4.2,1847.47265625,1752.4552002,3375.698095708,3499.318701172,0.617651219018774,0.1525972622535815,2020-02-23
249,22,25,1,30611.0,1.53,4.0,7.0,1.9166666666666667,1.0,1.0833333333333333,2.0,1.1666666666666667,-0.7692307692307693,0.5833333333333334,0.1666666666666666,0.2307692307692307,0.3076923076923077,6.4,3.4,15.2,4.6,9.0,3.8,1754.82128906,1654.74621582,3404.4341308640005,1693.457714842,0.6236652817750736,0.1472801587245309,2020-02-28
250,8,17,1,5920.0,2.0,3.5,3.8,1.4545454545454546,0.6923076923076923,1.5454545454545454,2.3076923076923075,-0.1818181818181818,-0.9230769230769232,0.4545454545454545,0.0909090909090909,0.2307692307692307,0.0,5.2,5.8,12.4,4.8,9.2,3.6,1682.54956055,1690.38586426,2434.2895459008,1073.2714453128,0.4824596103049227,0.2776919800983345,2020-02-29
251,24,5,1,37418.0,2.15,3.4,3.4,2.076923076923077,0.75,0.9230769230769232,2.25,0.7692307692307693,-0.8333333333333334,0.5384615384615384,0.4615384615384615,0.0833333333333333,0.5,4.8,4.8,8.8,4.2,9.0,3.4,1775.24267578,1695.03466797,3893.3657812544006,1370.901777344,0.5996519605410251,0.1686588486316149,2020-02-29
252,16,0,0,10043.0,2.0,3.1,4.33,1.0769230769230769,0.6666666666666666,1.9230769230769231,2.333333333333333,-0.4615384615384615,-1.25,0.3076923076923077,0.1538461538461538,0.1666666666666666,0.1666666666666666,3.0,3.6,11.4,4.2,7.6,2.6,1629.76525879,1680.64941406,3422.417578124,1387.8215820304004,0.4209912746094324,0.3373847627040561,2020-02-29
253,13,6,0,15877.0,2.8,3.0,2.75,2.083333333333333,0.5833333333333334,0.9166666666666666,2.4166666666666665,0.6666666666666666,-0.8333333333333334,0.6666666666666666,0.0833333333333333,0.0833333333333333,0.3333333333333333,6.0,4.4,11.4,3.6,8.8,3.8,1675.10107422,1664.5637207,3958.5202148448,708.4703906256,0.5081031970948019,0.2532582840996735,2020-02-29
254,23,19,1,31382.0,1.45,4.33,8.0,1.6666666666666667,1.1666666666666667,1.3333333333333333,1.8333333333333333,0.4166666666666667,-0.25,0.4166666666666667,0.4166666666666667,0.25,0.4166666666666667,8.2,3.0,15.4,4.0,12.0,3.8,1786.75183105,1666.13037109,2018.0905957008,2452.8909179656,0.6473775075378083,0.1265788873787199,2020-03-01
255,2,26,1,36350.0,2.3,3.3,3.2,1.75,1.2307692307692308,1.25,1.7692307692307692,0.5833333333333334,-0.1538461538461538,0.5,0.25,0.3846153846153846,0.0769230769230769,6.4,2.6,12.8,3.8,10.4,3.6,1709.98547363,1745.71582031,1704.62709961,3465.9211425759995,0.4427816811080493,0.3160484908610291,2020-03-01
256,10,3,0,30360.0,4.2,3.1,2.05,0.5833333333333334,1.25,2.4166666666666665,1.75,-1.0,-0.0833333333333333,0.0833333333333333,0.3333333333333333,0.25,0.5,3.2,5.2,11.4,4.4,10.0,3.2,1645.57397461,1852.55078125,2128.3682226576,1746.69782715,0.2072590423517947,0.5572808685572631,2020-03-01
257,18,11,-1,14241.0,3.7,3.0,2.25,1.5384615384615383,1.5,1.4615384615384617,1.5,0.2307692307692307,0.25,0.4615384615384615,0.1538461538461538,0.4166666666666667,0.25,5.2,4.8,13.4,4.8,7.4,2.4,1585.36437988,1796.85144043,2096.76375,3124.2675585924003,0.2018215070578755,0.5631822895931237,2020-03-01
258,21,4,1,78357.0,2.2,3.6,3.1,2.333333333333333,1.5,0.6666666666666666,1.5,1.3333333333333333,0.0833333333333333,0.6666666666666666,0.3333333333333333,0.4166666666666667,0.25,5.4,4.6,16.4,5.8,12.0,5.6,1883.76171875,1973.0994873,3962.4788671820006,2812.7423046848,0.365597587893729,0.3924673768891364,2020-03-01
259,0,24,0,14083.0,2.6,3.25,2.75,1.6923076923076923,0.9166666666666666,1.3076923076923077,2.083333333333333,0.5384615384615384,-1.0,0.4615384615384615,0.3076923076923077,0.25,0.1666666666666666,3.4,3.6,8.2,3.8,6.8,2.0,1681.37072754,1779.54382324,2759.3991796864,1351.2847851552,0.3529528516385496,0.4052115751918586,2020-03-06
260,8,18,-1,6110.0,1.7,3.6,5.25,1.5833333333333333,0.1666666666666666,1.4166666666666667,2.833333333333333,0.0833333333333333,-1.5833333333333333,0.5,0.0833333333333333,0.0,0.1666666666666666,3.8,3.6,11.4,5.2,10.2,3.6,1693.46203613,1580.49255371,3401.2147460959995,675.540820312,0.6386831454098911,0.134118630026852,2020-03-07
261,3,23,0,60422.0,1.9,3.4,4.33,2.1538461538461537,1.7692307692307692,0.8461538461538461,1.2307692307692308,0.8461538461538461,0.3076923076923077,0.6153846153846154,0.3076923076923077,0.5384615384615384,0.1538461538461538,5.2,4.6,14.4,6.4,10.8,4.4,1848.99230957,1790.32507324,4436.7620654344,2459.959516602,0.5724831608973651,0.1932905041366073,2020-03-07
262,4,22,1,77035.0,1.33,5.5,8.5,2.8461538461538463,1.4166666666666667,0.1538461538461538,1.5833333333333333,2.4615384615384617,-0.25,0.9230769230769232,0.0769230769230769,0.4166666666666667,0.1666666666666666,5.0,2.6,14.8,7.0,9.8,3.2,1961.4309082,1758.7755127,5155.872656255999,1382.351015624,0.7300809905977381,0.0585383335380946,2020-03-07
263,11,6,0,11286.0,1.85,3.3,4.75,1.8461538461538465,0.6153846153846154,1.1538461538461535,2.3846153846153846,0.6153846153846154,-0.7692307692307693,0.5384615384615384,0.2307692307692307,0.0769230769230769,0.3846153846153846,6.8,3.6,12.2,4.4,8.2,3.4,1801.7232666,1667.00390625,3181.988847654,1075.4476171883998,0.6629633928397723,0.1132210428465605,2020-03-07
264,19,10,1,15737.0,2.4,3.25,3.0,1.3076923076923077,0.9230769230769232,1.6923076923076923,2.076923076923077,-0.0769230769230769,-0.7692307692307693,0.3076923076923077,0.3846153846153846,0.2307692307692307,0.2307692307692307,6.4,4.4,16.6,4.0,11.6,3.4,1662.55712891,1649.13244629,1367.9809179696003,1356.8954882816,0.5120874010114762,0.2494884141416087,2020-03-08
265,25,2,-1,21632.0,3.0,2.8,2.75,1.3333333333333333,0.7692307692307693,1.6666666666666667,2.230769230769231,0.3333333333333333,-0.3846153846153846,0.25,0.5833333333333334,0.0769230769230769,0.5384615384615384,3.6,4.2,12.2,3.6,8.8,2.8,1650.79199219,1716.97229004,2077.0224316392,1021.821884766,0.3989313881561456,0.3591760521001697,2020-03-08
266,17,13,0,16168.0,2.05,3.4,3.75,1.9166666666666667,0.8461538461538461,1.0833333333333333,2.1538461538461537,0.5833333333333334,-0.5384615384615384,0.5833333333333334,0.1666666666666666,0.2307692307692307,0.1538461538461538,5.0,3.4,13.4,4.6,9.0,1.8,1679.47338867,1672.66088867,3076.4093994144005,1075.7385498036,0.5029438872132043,0.2581507580443655,2020-03-08
267,26,16,-1,16143.0,1.75,3.6,5.0,1.8333333333333333,0.4166666666666667,1.1666666666666667,2.583333333333333,0.8333333333333334,-1.0833333333333333,0.5,0.3333333333333333,0.0,0.4166666666666667,5.2,4.0,15.6,4.4,9.6,3.2,1738.72900391,1629.04394531,3379.4624511720003,1029.6368408208,0.6349012573403835,0.1374169542656332,2020-03-08
268,5,21,1,51521.0,4.5,4.0,1.72,1.6153846153846154,1.9230769230769231,1.3846153846153846,1.0769230769230769,0.3846153846153846,1.0,0.4615384615384615,0.2307692307692307,0.5384615384615384,0.3076923076923077,4.2,5.0,13.0,4.6,15.0,5.8,1690.73352051,1895.43029785,2536.038647464,3396.66152344,0.2100305155089512,0.5542807159055052,2020-03-08
269,8,22,-1,6066.307692307692,3.4,3.3,2.2,1.4615384615384617,1.3076923076923077,1.5384615384615383,1.6923076923076923,0.0,-0.3076923076923077,0.4615384615384615,0.0769230769230769,0.3846153846153846,0.1538461538461538,4.0,2.8,12.8,5.0,9.4,2.2,1680.6385498,1756.55065918,3439.4618652359995,1386.95361328,0.3849007339452721,0.3731353818532215,2020-03-10
270,23,5,1,33976.64705882353,1.8,3.75,4.33,1.7692307692307692,0.6923076923076923,1.2307692307692308,2.3076923076923075,0.4615384615384615,-0.8461538461538461,0.4615384615384615,0.3846153846153846,0.0769230769230769,0.4615384615384615,6.8,5.2,13.0,4.0,9.8,3.4,1799.31262207,1707.2800293,3010.359990232801,1043.2790332032,0.6140697715310698,0.1557757361540078,2020-06-11
271,13,11,1,15345.244897959185,3.1,3.0,2.45,2.0,1.6153846153846154,1.0,1.3846153846153846,0.6153846153846154,0.3076923076923077,0.6153846153846154,0.1538461538461538,0.4615384615384615,0.2307692307692307,6.0,3.8,11.6,3.0,8.0,2.8,1680.24279785,1801.44555664,3344.9410644520003,3106.7388281232,0.3203424836952219,0.4383807175038689,2020-06-12
272,24,17,0,37192.27142857143,1.7,3.8,4.75,2.142857142857143,0.6428571428571429,0.8571428571428571,2.357142857142857,0.7857142857142857,-1.0714285714285714,0.5714285714285714,0.4285714285714285,0.2142857142857142,0.0,5.8,5.8,9.0,4.0,8.8,3.2,1778.97192383,1682.30932617,4600.1386132832,0.0,0.6196150149237496,0.1508582257922764,2020-06-12
273,10,0,1,20573.33333333333,2.05,3.2,3.75,0.6153846153846154,0.6923076923076923,2.3846153846153846,2.3076923076923075,-0.9230769230769232,-1.1538461538461535,0.0769230769230769,0.3846153846153846,0.1538461538461538,0.2307692307692307,3.4,4.0,10.8,4.0,8.2,3.2,1648.6151123,1687.12097168,2479.663081056,1667.880322264,0.4387990836314303,0.3199339526828969,2020-06-13
274,6,26,-1,14949.942028985508,2.5,3.4,2.7,1.3076923076923077,1.1428571428571428,1.6923076923076923,1.8571428571428568,-0.1538461538461538,-0.2142857142857142,0.3076923076923077,0.3846153846153846,0.3571428571428571,0.0714285714285714,4.0,3.4,14.4,5.4,10.6,3.6,1677.69934082,1731.2253418,3071.2595361336,2401.101308592,0.417183581429806,0.3411324190327021,2020-06-13
275,16,25,-1,10231.285714285714,2.25,3.0,3.5,1.0714285714285714,0.9285714285714286,1.9285714285714288,2.071428571428572,-0.4285714285714285,-0.7857142857142857,0.2857142857142857,0.2142857142857142,0.2142857142857142,0.2857142857142857,3.6,3.6,12.2,3.8,8.4,3.6,1646.96533203,1641.11779785,2734.0379687488003,1332.4405078112,0.5016038477945087,0.2594234514497922,2020-06-13
276,18,4,-1,14931.927536231884,10.0,5.75,1.28,1.4285714285714286,1.3846153846153846,1.5714285714285714,1.6153846153846154,0.1428571428571428,-0.0769230769230769,0.4285714285714285,0.1428571428571428,0.3846153846153846,0.2307692307692307,4.8,4.0,11.0,3.6,11.2,5.4,1598.52490234,1968.86462402,2141.683710936,1726.750756834,0.0533409522004455,0.7368470238836486,2020-06-13
277,2,3,0,40752.57352941176,3.75,2.9,2.2,1.8461538461538465,1.2307692307692308,1.1538461538461535,1.7692307692307692,0.6153846153846154,-0.0769230769230769,0.5384615384615384,0.2307692307692307,0.2307692307692307,0.5384615384615384,6.6,4.8,13.6,3.8,7.4,3.0,1737.06420898,1873.02270508,1745.2356201179998,1754.05078125,0.2998122812900087,0.4594953924188906,2020-06-14
278,21,8,1,58194.25,1.22,7.0,11.0,2.3846153846153846,0.6153846153846154,0.6153846153846154,2.3846153846153846,1.3846153846153846,-1.0,0.6923076923076923,0.3076923076923077,0.0769230769230769,0.3846153846153846,6.0,5.0,15.4,5.2,8.0,2.8,1889.30151367,1677.86938477,3931.3800732404,720.5780273432001,0.7377955967785312,0.0526178319059238,2020-06-14
279,22,19,0,30450.88235294117,1.66,3.9,5.0,2.0,1.0769230769230769,1.0,1.9230769230769231,1.1538461538461535,-0.3076923076923077,0.6153846153846154,0.1538461538461538,0.2307692307692307,0.3846153846153846,6.4,2.6,14.0,4.4,12.0,3.0,1769.73754883,1673.4921875,4054.9542187536,1388.3072460928,0.619117648327296,0.1512984113506911,2020-06-14
280,17,23,0,16718.125,5.0,4.0,1.65,1.8461538461538465,1.7142857142857142,1.1538461538461535,1.2857142857142858,0.5384615384615384,0.2857142857142857,0.5384615384615384,0.2307692307692307,0.5,0.2142857142857142,5.2,4.2,12.2,4.0,10.6,4.4,1686.89318848,1805.05859375,3479.553710936,2489.1787744151998,0.3246078182905751,0.4340169666507352,2020-06-15
281,5,13,0,47637.17391304348,1.9,3.5,4.0,1.7142857142857142,0.8571428571428571,1.2857142857142858,2.142857142857143,0.4285714285714285,-0.5,0.5,0.2142857142857142,0.2142857142857142,0.2142857142857142,4.8,3.2,13.8,4.0,8.6,3.0,1701.53417969,1689.6953125,2489.03289551,1389.9552539056003,0.5099008045226054,0.2515564823716685,2020-06-15
282,11,10,0,10618.507246376812,1.95,3.1,4.33,1.7857142857142858,0.8571428571428571,1.2142857142857142,2.142857142857143,0.5714285714285714,-0.7857142857142857,0.5,0.2857142857142857,0.2142857142857142,0.2142857142857142,7.8,3.8,14.6,5.0,11.4,3.2,1791.99291992,1658.65002441,2413.418027342,1364.0545117184,0.6614665480766075,0.1144946846984997,2020-06-16
283,26,18,1,16026.68115942029,1.53,4.5,5.75,1.6923076923076923,0.3846153846153846,1.3076923076923077,2.6153846153846154,0.6923076923076923,-1.3846153846153846,0.4615384615384615,0.3076923076923077,0.0769230769230769,0.1538461538461538,3.4,3.6,14.0,4.8,10.6,4.0,1739.78210449,1594.36169434,2970.5810009796005,1365.3298437488002,0.6744151996495609,0.1035454664256788,2020-06-16
284,4,16,1,62721.23188405797,1.16,7.5,13.0,2.857142857142857,0.6153846153846154,0.1428571428571428,2.3846153846153846,2.357142857142857,-0.9230769230769232,0.9285714285714286,0.0714285714285714,0.0769230769230769,0.3846153846153846,5.2,5.0,15.8,7.4,11.4,4.4,1973.02783203,1636.60705566,5144.590942385999,1780.135864258,0.8263805225471521,-0.0068329032802814,2020-06-16
285,8,2,0,6066.307692307692,3.2,3.0,2.4,1.3571428571428572,0.9285714285714286,1.6428571428571428,2.071428571428572,-0.0714285714285714,-0.1428571428571428,0.4285714285714285,0.0714285714285714,0.1428571428571428,0.5,3.6,3.6,11.2,4.4,9.2,3.4,1674.65576172,1738.89001465,2371.862329102,1680.23125,0.4017386733151211,0.3563923257560169,2020-06-17
286,25,6,0,20498.09375,3.0,3.0,2.6,1.2307692307692308,0.6428571428571429,1.7692307692307692,2.357142857142857,0.0769230769230769,-0.7142857142857143,0.2307692307692307,0.5384615384615384,0.0714285714285714,0.4285714285714285,4.2,2.4,13.2,2.8,6.4,2.8,1651.47607422,1669.1427002,1736.609936524,1417.0808398448,0.4685619618079468,0.2910525668124238,2020-06-17
287,19,3,-1,18176.78260869565,5.0,3.25,1.8,1.4285714285714286,1.2142857142857142,1.5714285714285714,1.7857142857142858,0.0,-0.0714285714285714,0.3571428571428571,0.3571428571428571,0.2142857142857142,0.5714285714285714,6.0,5.6,16.2,3.8,7.6,2.4,1677.98413086,1871.19702148,2455.8025488276003,1052.0686523436,0.2242149336648151,0.5390044427927172,2020-06-17
288,0,22,1,14665.24,3.8,3.5,1.95,1.6428571428571428,1.4285714285714286,1.3571428571428572,1.5714285714285714,0.5,-0.2142857142857142,0.4285714285714285,0.3571428571428571,0.4285714285714285,0.1428571428571428,3.6,2.2,8.8,3.6,7.4,2.2,1677.08618164,1765.24560547,2782.0839843744,2076.6340136688,0.3672880665983725,0.3907684596289309,2020-06-18
289,21,24,1,58194.25,1.36,4.75,8.0,2.4285714285714284,0.9230769230769232,0.5714285714285714,2.076923076923077,1.4285714285714286,-0.9230769230769232,0.7142857142857143,0.2857142857142857,0.2307692307692307,0.2307692307692307,5.4,4.0,12.6,4.6,6.0,1.2,1892.51513672,1774.38793945,4640.2540234336,695.0510058591999,0.644561473700456,0.1290142762366158,2020-06-18
290,13,26,-1,15345.244897959185,3.1,3.2,2.4,2.071428571428572,1.2666666666666666,0.9285714285714286,1.7333333333333334,0.6428571428571429,-0.1333333333333333,0.6428571428571429,0.1428571428571428,0.4,0.0666666666666666,4.8,4.6,10.0,3.0,10.8,4.0,1692.04675293,1742.97802734,4435.483393551601,2403.7460986308,0.4209233776259998,0.3374515390445843,2020-06-19
291,18,16,0,14931.927536231884,2.8,2.9,2.87,1.3333333333333333,0.5714285714285714,1.6666666666666667,2.4285714285714284,-0.1333333333333333,-1.0,0.4,0.1333333333333333,0.0714285714285714,0.3571428571428571,6.0,4.8,12.0,4.0,10.2,3.8,1591.16577148,1634.98278809,2096.5149902328,1382.6125976560002,0.431166356950676,0.3273982364429844,2020-06-19
292,23,4,0,33976.64705882353,3.4,3.6,2.05,1.8571428571428568,1.5,1.1428571428571428,1.5,0.5714285714285714,0.2142857142857142,0.5,0.3571428571428571,0.4285714285714285,0.2142857142857142,7.2,3.6,13.8,4.6,11.8,5.8,1803.72106934,1974.65222168,3820.3346435540006,2462.3060888664,0.2527429454269543,0.5086473834558186,2020-06-19
293,10,17,-1,20573.33333333333,1.95,3.5,3.8,0.7857142857142857,0.6666666666666666,2.2142857142857144,2.333333333333333,-0.7142857142857143,-1.0,0.1428571428571428,0.3571428571428571,0.2,0.0666666666666666,2.4,6.0,11.4,5.0,10.4,3.4,1663.95275879,1688.23059082,3081.1695556644,353.62864746120005,0.4591585516553691,0.3001383750746527,2020-06-20
294,2,5,1,40752.57352941176,2.1,3.25,3.75,1.7857142857142858,0.6428571428571429,1.2142857142857142,2.357142857142857,0.5714285714285714,-0.9285714285714286,0.5,0.2857142857142857,0.0714285714285714,0.4285714285714285,6.4,4.4,14.0,3.8,10.2,3.0,1739.0723877,1699.18261719,1756.329833986,692.0461425784001,0.5479192847129939,0.2159227021764332,2020-06-20
295,11,8,0,10618.507246376812,1.8,3.4,5.0,1.7333333333333334,0.5714285714285714,1.2666666666666666,2.4285714285714284,0.5333333333333333,-1.0714285714285714,0.4666666666666667,0.3333333333333333,0.0714285714285714,0.3571428571428571,7.4,4.2,15.8,5.0,8.2,3.4,1786.69018555,1674.47338867,2747.0848046848005,358.96712402320003,0.6378190990744027,0.1348712169187157,2020-06-20
296,3,25,1,54743.89855072464,1.36,4.5,11.0,2.071428571428572,1.0666666666666669,0.9285714285714286,1.9333333333333331,0.7857142857142857,-0.6666666666666666,0.5714285714285714,0.3571428571428571,0.2666666666666666,0.2666666666666666,5.6,3.2,14.8,5.2,7.6,3.4,1882.65527344,1649.96508789,3730.943100588,2386.9709472644,0.7556064911730169,0.0393112016622543,2020-06-20
297,6,0,1,14949.942028985508,1.9,3.25,4.5,1.2142857142857142,0.6428571428571429,1.7857142857142858,2.357142857142857,-0.2142857142857142,-1.2142857142857142,0.2857142857142857,0.3571428571428571,0.1428571428571428,0.2142857142857142,3.8,3.4,11.6,4.0,7.4,2.6,1670.65368652,1689.14343262,2731.4266406272004,1662.0725097640002,0.4673935125968692,0.2921795584770872,2020-06-21
298,24,19,1,37192.27142857143,1.9,3.5,4.0,2.066666666666667,1.0714285714285714,0.9333333333333332,1.9285714285714288,0.7333333333333333,-0.2857142857142857,0.5333333333333333,0.4666666666666667,0.2142857142857142,0.4285714285714285,4.6,2.8,9.6,4.4,10.6,2.6,1767.95837402,1666.52587891,3754.4843896516,1760.073315428,0.6252676605473576,0.1458678492522721,2020-06-21
299,22,21,-1,30450.88235294117,4.1,4.2,1.75,1.9285714285714288,1.7857142857142858,1.0714285714285714,1.2142857142857142,1.0714285714285714,0.8571428571428571,0.5714285714285714,0.2142857142857142,0.5,0.2857142857142857,5.2,4.2,13.8,4.8,14.2,5.8,1753.18835449,1898.94482422,4552.111230472,3046.0538671884005,0.2863791622154205,0.4734136050800124,2020-06-21
300,26,23,0,16026.68115942029,2.6,3.3,2.7,1.7857142857142858,1.6666666666666667,1.2142857142857142,1.3333333333333333,0.7142857142857143,0.2666666666666666,0.5,0.2857142857142857,0.4666666666666667,0.2666666666666666,3.4,4.2,13.8,4.8,10.0,4.0,1751.49230957,1806.62524414,3026.934184572,1750.078442384,0.4148667340700519,0.3434155328419978,2020-06-22
