,Wk,Day,Date,Time,Home,Away,FTR,Attendance,B365H,B365D,B365A,AttackStrengthHome,AttackStrengthAway,DefenseWeaknessHome,DefenseWeaknessAway,Season,AvgHomePoints,AvgAwayPoints,AvgLosingHomePoints,AvgLosingAwayPoints,AvgGoalDiffHome,AvgGoalDiffAway,HomeWinsRatio,HomeDrawsRatio,AwayWinsRatio,AwayDrawsRatio,AvgHomeCornersLast5,AvgAwayCornersLast5,AvgHomeShotsLast5,AvgHomeShotsOnTargetLast5,AvgAwayShotsLast5,AvgAwayShotsOnTargetLast5,elo,elo_away,FormHomeTeam,FormAwayTeam,ProbabilityDraw,ProbabilityHomeWin,ProbabilityAwayWin
378,38.0,Sun,2020-07-19,20:00,Osasuna,Mallorca,D,18176.78260869565,1.75,3.75,4.2,0.044280442804428,0.0331632653061224,0.0688775510204081,0.0756457564575645,19/20,1.5,0.2777777777777778,1.5,2.7222222222222223,-0.1666666666666666,-1.5555555555555556,0.3888888888888889,0.3333333333333333,0.0555555555555555,0.1111111111111111,3.2,5.6,11.4,4.2,13.4,3.4,1702.42053223,1602.296875,3431.014013672,0.0,0.2290477785757473,0.6237227192370409,0.1472295021872117
379,38.0,Sun,2020-07-19,20:00,Espanyol,Celta Vigo,D,20573.33333333333,5.0,3.8,1.66,0.0274725274725274,0.0378787878787878,0.0782828282828282,0.0531135531135531,19/20,0.6111111111111112,0.7222222222222222,2.388888888888889,2.2777777777777777,-0.8888888888888888,-0.7777777777777778,0.1111111111111111,0.2777777777777778,0.1111111111111111,0.3888888888888889,3.4,5.4,11.6,4.4,8.4,3.6,1610.53308105,1671.06762695,1027.4902734372,1654.6825683579998,0.2418156738046415,0.4070759298797153,0.3511083963156433
380,1.0,Sat,2020-09-12,15:00,Eibar,Celta Vigo,D,6066.307692307692,2.5,3.25,2.9,0.0,0.0,0.0,0.0,20/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,6.0,10.8,4.6,9.6,3.8,1686.38745117,1670.69262695,2689.6064843776003,1661.6648437480003,0.2382510825115346,0.5152104090529105,0.2465385084355549
381,1.0,Sat,2020-09-12,17:30,Granada,Athletic Club,H,15345.244897959185,2.75,3.1,2.75,0.0,0.0,0.0,0.0,20/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.8,13.8,4.6,9.4,3.0,1716.37939453,1722.37365723,1409.8495898432002,2474.3631103548,0.2397391864091456,0.4850512019005135,0.2752096116903408
382,1.0,Sat,2020-09-12,20:00,Cádiz,Osasuna,A,16561.8,2.8,3.0,2.75,0.0,0.0,0.0,0.0,20/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,9.2,3.4,1555.23083496,1697.59326172,0.0,3089.8773193356,0.2403839981621591,0.2910128111922831,0.4686031906455576
383,1.0,Sun,2020-09-13,13:00,Alavés,Betis,A,14665.24,2.8,3.2,2.6,0.0,0.0,0.0,0.0,20/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,5.4,8.4,2.4,13.4,4.4,1644.0111084,1668.32995605,1396.9522851536,342.6146191408,0.2407049338646752,0.4591000866768742,0.3001949794584505
384,1.0,Sun,2020-09-13,15:00,Valladolid,Real Sociedad,D,20498.09375,2.8,3.2,2.6,0.0,0.0,0.0,0.0,20/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,5.0,10.4,3.4,8.6,3.0,1655.60681152,1742.09338379,2798.9433593760004,1765.064062498,0.2419535019102194,0.3696894056153234,0.388357092474457
385,1.0,Sun,2020-09-13,17:30,Villarreal,Huesca,D,16026.68115942029,1.57,4.0,6.0,0.0,0.0,0.0,0.0,20/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,11.2,4.2,0.0,0.0,1773.21191406,1595.12597656,2448.969174806,0.0,0.2161853182997051,0.7073336225992889,0.076481059101006
386,1.0,Sun,2020-09-13,20:00,Valencia,Levante,H,37192.27142857143,2.1,3.5,3.5,0.0,0.0,0.0,0.0,20/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,4.6,9.6,2.8,11.6,4.2,1735.5534668,1700.50048828,3355.842871092,2667.417343753601,0.2366124365241652,0.5414702360343512,0.2219173274414834
387,2.0,Sat,2020-09-19,15:00,Villarreal,Eibar,H,16026.68115942029,1.57,4.0,6.0,0.125,0.0,0.1428571428571428,0.0,20/21,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,12.8,4.0,12.4,4.0,1767.71911621,1684.65270996,2426.5132910172,2422.7869189468,0.2313272967125705,0.6031704482313675,0.1655022550560621
388,2.0,Sat,2020-09-19,17:30,Getafe,Osasuna,H,10618.507246376812,1.95,3.25,4.33,0.0,0.25,0.0,0.0,20/21,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.4,3.8,12.2,3.6,7.8,3.6,1738.26599121,1706.89904785,1755.630810546,4151.532421872,0.2369467388104424,0.5365241088175976,0.22652915237196
389,2.0,Sat,2020-09-19,20:00,Celta Vigo,Valencia,H,14949.942028985508,2.2,3.6,3.1,0.0,0.0,0.0,0.0,20/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,6.0,11.0,5.4,7.8,2.0,1673.56201172,1743.86083984,2154.958066404,342.854458008,0.2419322035059939,0.3929913797148883,0.3650764167791177
390,2.0,Sun,2020-09-20,15:00,Huesca,Cádiz,A,4625.0,2.1,3.1,4.0,0.0,0.0,0.0,0.0,20/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.7532959,1547.05957031,0.0,0.0,0.2346571260742934,0.5673505371237875,0.1979923368019191
391,2.0,Sun,2020-09-20,17:30,Granada,Alavés,H,15345.244897959185,2.05,3.1,4.2,0.1538461538461538,0.0,0.0,0.0,20/21,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.4,3.0,11.8,4.2,7.2,2.6,1728.10900879,1635.45812988,2452.4881103492,1065.9443847648,0.2300715316563159,0.6148135789570822,0.1551148893866018
392,2.0,Sun,2020-09-20,17:30,Betis,Valladolid,H,47637.17391304348,1.85,3.6,4.33,0.0,0.0,0.0,0.0,20/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.4,13.6,5.6,10.2,4.4,1678.01757812,1656.76257324,2352.0049560532,1407.6116210928003,0.2378101234893111,0.5228226160597389,0.23936726045095
393,2.0,Sun,2020-09-20,20:00,Real Sociedad,Real Madrid,D,30450.88235294117,4.75,3.8,1.72,0.0,0.0,0.0,0.0,20/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2.6,13.0,4.2,10.4,5.0,1742.07214355,1920.49731445,1402.2530078112,4424.2685449196,0.2380375572249971,0.2430073760145753,0.5189550667604275
394,3.0,Sat,2020-09-26,12:00,Alavés,Getafe,D,14665.24,3.5,2.9,2.37,0.0,0.0,0.0833333333333333,0.0,20/21,0.0,0.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,4.6,5.4,6.8,1.4,11.6,2.6,1631.33837891,1744.24584961,352.5790869136,1027.566884766,0.2415278556617128,0.3320195236957778,0.4264526206425093
395,3.0,Sat,2020-09-26,15:00,Valencia,Huesca,D,37192.27142857143,2.0,3.4,4.0,0.2352941176470588,0.0833333333333333,0.1666666666666666,0.0588235294117647,20/21,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.2,6.0,10.0,3.8,10.0,3.0,1735.89428711,1586.00170898,3988.359843744,1754.553100585,0.2212757947513106,0.6791036205333767,0.0996205847153127
396,3.0,Sat,2020-09-26,17:30,Elche,Real Sociedad,A,17392.17948717949,4.2,3.3,1.95,0.0,0.0769230769230769,0.0,0.0555555555555555,20/21,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.4,0.0,0.0,8.4,3.2,1563.03051758,1745.39819336,0.0,2066.0104101552,0.2377189935579721,0.2379415603893553,0.5243394460526725
397,3.0,Sat,2020-09-26,20:00,Betis,Real Madrid,A,47637.17391304348,4.0,4.0,1.8,0.1111111111111111,0.0,0.0,0.0,20/21,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,4.6,4.6,13.2,5.6,11.6,4.6,1686.49230957,1917.64123535,3119.956347654,3761.557314451201,0.2327973601076072,0.1788383187286504,0.5883643211637424
398,3.0,Sun,2020-09-27,11:00,Osasuna,Levante,A,18176.78260869565,2.3,3.2,3.25,0.0,0.1052631578947368,0.0,0.2,20/21,0.0,0.0,0.0,3.0,0.0,-2.0,0.0,0.0,0.0,0.0,2.6,4.2,10.4,4.0,12.6,5.0,1701.38916016,1693.56262207,2687.9682031264,2344.472368168,0.2388337935645303,0.5043505548750502,0.2568156515604194
399,3.0,Sun,2020-09-27,13:00,Eibar,Athletic Club,A,6066.307692307692,3.0,3.0,2.55,0.0,0.0,0.0,0.0952380952380952,20/21,1.0,0.0,2.0,3.0,0.0,-2.0,0.0,1.0,0.0,0.0,6.6,3.6,10.0,3.6,10.0,2.8,1680.38586426,1713.7767334,2670.410664064,2050.9557421896,0.2410831024310373,0.4461348733597066,0.312782024209256
400,3.0,Sun,2020-09-27,15:00,Atlético Madrid,Granada,H,54743.89855072464,1.5,4.0,7.5,0.0,0.0,0.0,0.0,20/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,3.0,11.8,3.6,7.4,3.8,1891.19641113,1733.42834473,4382.528452151199,3754.36149902,0.2199014014879278,0.6872198242722731,0.0928787742397988
401,3.0,Sun,2020-09-27,17:30,Valladolid,Celta Vigo,D,20498.09375,2.8,3.0,2.7,0.0357142857142857,0.0,0.04,0.0,20/21,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.2,5.0,10.8,3.6,8.6,3.6,1648.7578125,1681.99865723,2791.5581250016003,1641.9523437480002,0.2410773896972073,0.4463497805943021,0.3125728297084906
402,3.0,Sun,2020-09-27,17:30,Cádiz,Sevilla,A,16561.8,5.0,3.6,1.7,0.0,0.0,0.0769230769230769,0.0,20/21,0.0,0.0,3.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,12.0,3.0,12.6,5.2,1563.28125,1863.29138184,0.0,3036.787910154,0.2229463941690208,0.1083871949969922,0.6686664108339869
403,3.0,Sun,2020-09-27,20:00,Barcelona,Villarreal,H,62721.23188405797,1.53,4.33,6.0,0.0,0.0,0.0,0.0,20/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.6,13.6,3.8,9.8,3.6,1955.71569824,1772.45593262,3489.4402832040005,4341.5738085936,0.2152010929286283,0.7122662120273072,0.0725326950440643
404,4.0,Tue,2020-09-29,18:00,Real Sociedad,Valencia,A,30450.88235294117,1.53,4.2,5.75,0.0,0.0344827586206896,0.0,0.0588235294117647,20/21,1.0,0.0,2.0,3.0,0.0,-1.0,0.0,1.0,0.0,0.0,4.6,5.6,12.2,4.0,8.2,2.6,1754.27441406,1730.37109375,1761.377563474,342.97792968759995,0.2375916440005221,0.5264292429393711,0.2359791130601067
405,4.0,Tue,2020-09-29,20:30,Getafe,Betis,H,10618.507246376812,2.45,3.1,3.0,0.0294117647058823,0.0333333333333333,0.0,0.0,20/21,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.2,5.2,9.4,3.0,13.8,4.2,1742.90710449,1682.40649414,2460.104404296,1377.9733203136002,0.2340236202672024,0.5748390502433882,0.1911373294894093
406,4.0,Wed,2020-09-30,18:00,Villarreal,Alavés,H,16026.68115942029,1.57,3.8,5.75,0.0789473684210526,0.032258064516129,0.064516129032258,0.0526315789473684,20/21,2.0,0.0,1.0,3.0,0.5,-1.0,0.5,0.5,0.0,0.0,3.6,3.0,12.2,4.8,7.4,2.8,1767.18798828,1632.67724609,2333.5636132816,1051.2105029292,0.2238494710907322,0.6627368778310384,0.1134136510782295
407,4.0,Wed,2020-09-30,18:00,Huesca,Atlético Madrid,D,4150.0,7.5,4.2,1.45,0.0,0.0,0.064516129032258,0.0,20/21,0.0,0.0,3.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,4.0,0.0,10.6,4.2,1591.52478027,1898.41870117,0.0,3831.8031103528,0.2217891267193432,0.1022445503187035,0.6759663229619534
408,4.0,Wed,2020-09-30,20:30,Eibar,Elche,A,6066.307692307692,1.8,3.5,4.5,0.027027027027027,0.0,0.0666666666666666,0.0,20/21,0.5,0.0,2.5,0.0,-0.5,0.0,0.0,0.5,0.0,0.0,5.6,0.0,8.6,2.8,0.0,0.0,1671.41662598,1554.15429688,1644.5361084,0.0,0.226555272202073,0.6435809578387478,0.1298637699591792
409,4.0,Wed,2020-09-30,20:30,Real Madrid,Valladolid,H,58194.25,1.22,6.0,11.0,0.0,0.0,0.0,0.054054054054054,20/21,0.0,0.0,0.0,3.0,0.0,-2.0,0.0,0.0,0.0,0.0,5.2,3.8,14.2,7.8,10.8,4.4,1921.72705078,1647.81079102,5058.520239264,353.4657763668,0.1957661973673045,0.7867755398864913,0.0174582627462043
410,4.0,Thu,2020-10-01,18:00,Sevilla,Levante,H,33976.64705882353,1.4,4.5,7.5,0.0,0.15625,0.0,0.1219512195121951,20/21,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,5.4,4.6,12.2,3.8,12.0,4.4,1867.55529785,1707.6105957,3693.524355466001,2403.8907812528,0.2195149279694844,0.6894314460631141,0.0910536259674014
411,4.0,Thu,2020-10-01,18:00,Athletic Club,Cádiz,A,40752.57352941176,1.53,3.8,6.5,0.0,0.0625,0.0,0.0,20/21,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.4,1.0,10.8,3.4,6.0,4.0,1722.74597168,1559.01733398,2044.5415722648,4986.74890137,0.2188363357905698,0.6932436912202625,0.0879199729891676
412,4.0,Thu,2020-10-01,20:30,Celta Vigo,Barcelona,A,14949.942028985508,5.75,4.2,1.53,0.0476190476190476,0.0,0.0303030303030303,0.0,20/21,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.8,12.6,4.6,14.2,6.4,1682.94567871,1960.98364258,2151.8464746072,3722.541582034,0.2264377913733881,0.1291018033866124,0.6444604052399995
413,5.0,Sat,2020-10-03,12:00,Valladolid,Eibar,A,20498.09375,2.35,3.0,3.4,0.0476190476190476,0.0277777777777777,0.0555555555555555,0.0476190476190476,20/21,1.0,0.0,2.0,3.0,0.0,-1.0,0.0,1.0,0.0,0.0,3.4,4.4,9.8,3.6,13.2,4.4,1648.74560547,1661.50463867,2796.3921875008,2068.2024902352,0.2401270174032041,0.4755136829903985,0.2843592996063973
414,5.0,Sat,2020-10-03,15:00,Atlético Madrid,Villarreal,D,54743.89855072464,1.61,3.9,5.5,0.1395348837209302,0.0,0.0263157894736842,0.0930232558139534,20/21,3.0,0.0,0.0,3.0,5.0,-4.0,1.0,0.0,0.0,0.0,2.4,2.8,12.2,4.8,7.8,3.0,1895.04553223,1774.85681152,4441.122270509601,3329.2599169932,0.2261099399749332,0.6468901963407403,0.1269998636843265
415,5.0,Sat,2020-10-03,17:30,Real Sociedad,Getafe,H,30450.88235294117,2.25,3.1,3.5,0.0,0.0,0.0263157894736842,0.0,20/21,0.5,1.0,2.5,2.0,-0.5,0.0,0.0,0.5,0.0,1.0,5.0,4.8,11.8,3.4,10.8,3.2,1746.6640625,1754.4498291,1783.819824216,1007.9438671884,0.2398454490874764,0.4825307677307527,0.2776237831817709
416,5.0,Sat,2020-10-03,17:30,Elche,Huesca,D,17392.17948717949,3.1,3.1,2.45,0.0,0.0526315789473684,0.0789473684210526,0.0434782608695652,20/21,0.0,1.0,3.0,2.0,-3.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,2.0,13.5,3.5,1569.39111328,1600.22277832,0.0,1692.83243815,0.2409831562862093,0.4497987274453814,0.3092181162684092
417,5.0,Sat,2020-10-03,20:00,Valencia,Betis,A,37192.27142857143,2.8,3.2,2.6,0.108695652173913,0.0263157894736842,0.0789473684210526,0.0652173913043478,20/21,2.0,1.5,1.0,1.5,1.0,-1.0,0.5,0.5,0.5,0.0,3.8,5.0,9.6,3.6,12.4,3.0,1743.30627441,1676.18859863,3295.2922851519997,1387.2976171872,0.2332713676206415,0.5832760158472781,0.1834526165320803
418,5.0,Sun,2020-10-04,11:00,Osasuna,Celta Vigo,H,18176.78260869565,2.7,3.1,2.75,0.0217391304347826,0.025,0.075,0.0217391304347826,20/21,0.0,1.0,3.0,2.0,-2.0,0.0,0.0,0.0,0.0,1.0,2.6,4.6,9.6,4.2,8.8,3.6,1690.00366211,1680.08825684,2702.3525781280005,997.90630371,0.2386838315741858,0.5072432343547725,0.2540729340710418
419,5.0,Sun,2020-10-04,13:00,Alavés,Athletic Club,H,14665.24,3.3,2.9,2.37,0.0,0.048780487804878,0.024390243902439,0.0612244897959183,20/21,0.5,1.5,2.5,1.5,-0.5,-0.5,0.0,0.5,0.5,0.0,3.4,4.0,7.6,1.4,10.6,3.8,1630.33325195,1711.82556152,708.1535156240001,3031.4200781268005,0.241969812926306,0.3768675006374433,0.3811626864362507
420,5.0,Sun,2020-10-04,15:00,Levante,Real Madrid,A,16718.125,6.0,4.5,1.5,0.0,0.0714285714285714,0.0,0.0392156862745098,20/21,0.0,2.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,4.8,4.2,9.6,2.6,11.0,4.2,1707.20397949,1926.11706543,2481.6045898448,3737.7904394512007,0.2341992960110371,0.1930011716295017,0.5727995323594612
421,5.0,Sun,2020-10-04,17:30,Cádiz,Granada,D,16561.8,3.0,3.0,2.6,0.02,0.024390243902439,0.1219512195121951,0.12,20/21,0.0,0.0,3.0,3.0,-2.0,-5.0,0.0,0.0,0.0,0.0,6.0,2.8,12.0,4.0,8.0,4.0,1575.26257324,1737.12841797,0.0,3388.9008789040004,0.2392428164165171,0.2646972016360485,0.4960599819474343
422,5.0,Sun,2020-10-04,20:00,Barcelona,Sevilla,D,62721.23188405797,1.57,4.33,5.25,0.0833333333333333,0.075,0.0,0.0208333333333333,20/21,3.0,3.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,6.6,4.8,15.0,4.6,13.4,5.4,1969.16589355,1873.28686523,3540.9428222639995,3807.4060449172007,0.2296340454415697,0.6186805764092552,0.151685378149175
423,6.0,Sat,2020-10-17,12:00,Granada,Sevilla,H,15345.244897959185,4.2,3.4,1.9,0.0784313725490196,0.0909090909090909,0.0227272727272727,0.0392156862745098,20/21,3.0,2.0,0.0,1.0,1.5,1.0,1.0,0.0,0.5,0.5,3.6,4.2,11.0,3.8,13.2,4.4,1734.33630371,1877.54699707,3558.0963867160003,3853.5749999956,0.2403406853355253,0.2898527291249742,0.4698065855395004
424,6.0,Sat,2020-10-17,15:00,Celta Vigo,Atlético Madrid,A,14949.942028985508,5.5,3.3,1.75,0.0384615384615384,0.0,0.0909090909090909,0.0,20/21,1.5,1.0,1.5,2.0,-1.0,0.0,0.5,0.0,0.0,1.0,5.0,3.4,12.6,4.0,11.8,3.4,1671.32983398,1890.21398926,1835.4295166,3124.4052392568,0.2342024801781805,0.1930352095864186,0.5727623102354008
425,6.0,Sat,2020-10-17,17:30,Real Madrid,Cádiz,A,58194.25,1.18,7.0,15.0,0.0192307692307692,0.0652173913043478,0.0,0.0,20/21,3.0,3.0,0.0,0.0,1.0,1.5,1.0,0.0,1.0,0.0,4.4,1.5,13.4,6.0,4.5,2.5,1932.07177734,1578.0546875,5051.054077151999,5256.57104492,0.175941489396369,0.8360590580291432,-0.0120005474255122
426,6.0,Sat,2020-10-17,20:00,Getafe,Barcelona,H,10618.507246376812,4.75,3.8,1.72,0.0769230769230769,0.0638297872340425,0.0,0.0,20/21,3.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,5.4,9.2,3.4,13.4,6.2,1742.73242188,1964.90563965,3245.3197998048,4422.2801416092,0.2338365147078492,0.1891819937707248,0.576981491521426
427,6.0,Sun,2020-10-18,11:00,Eibar,Osasuna,D,6066.307692307692,2.6,3.0,3.0,0.0188679245283018,0.0425531914893617,0.0638297872340425,0.0188679245283018,20/21,0.3333333333333333,1.5,2.6666666666666665,1.5,-0.6666666666666666,0.5,0.0,0.3333333333333333,0.5,0.0,4.4,3.4,8.8,2.8,8.4,4.0,1671.06225586,1698.76208496,1658.240942384,3104.0259960924004,0.2408536409266769,0.4542757756246282,0.3048705834486948
428,6.0,Sun,2020-10-18,13:00,Athletic Club,Levante,H,40752.57352941176,2.05,3.2,4.0,0.0,0.1063829787234042,0.0212765957446808,0.1132075471698113,20/21,0.0,1.0,3.0,2.0,-1.0,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,3.2,4.8,11.0,3.6,11.0,4.0,1703.20996094,1701.24914551,1035.7898291016,2085.19333008,0.239236519492442,0.4961924800726162,0.2645710004349416
429,6.0,Sun,2020-10-18,15:00,Villarreal,Valencia,H,16026.68115942029,1.6,4.0,5.25,0.109090909090909,0.0425531914893617,0.0638297872340425,0.0363636363636363,20/21,2.333333333333333,1.5,0.6666666666666666,1.5,1.0,0.0,0.6666666666666666,0.3333333333333333,0.5,0.0,3.6,5.4,12.0,5.2,9.2,3.6,1779.68847656,1727.4486084,3334.607958984,1386.6026562496002,0.234917290550794,0.5641629156905881,0.2009197937586178
430,6.0,Sun,2020-10-18,17:30,Huesca,Valladolid,D,6173.0,2.25,2.9,3.8,0.0,0.0,0.0416666666666666,0.0526315789473684,20/21,0.5,0.0,2.5,3.0,-1.0,-1.5,0.0,0.5,0.0,0.0,3.5,5.0,6.5,1.5,11.8,5.0,1601.14453125,1639.18811035,847.4443969716667,345.23436035120005,0.2412512188052151,0.4394627271575081,0.3192860540372767
431,6.0,Sun,2020-10-18,17:30,Alavés,Elche,A,14665.24,1.75,3.3,5.5,0.0169491525423728,0.02,0.02,0.0,20/21,1.3333333333333333,3.0,1.6666666666666667,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,2.2,2.0,7.0,1.2,5.0,2.0,1638.94885254,1568.46948242,1730.7979003880002,4965.54821778,0.2328769086189395,0.5875219479177555,0.179601143463305
432,6.0,Sun,2020-10-18,20:00,Betis,Real Sociedad,A,47637.17391304348,2.5,3.25,2.9,0.0677966101694915,0.0769230769230769,0.0576923076923076,0.0169491525423728,20/21,1.5,2.0,1.5,1.0,0.5,1.5,0.5,0.0,0.5,0.5,5.0,5.8,13.6,5.4,12.8,4.4,1692.04614258,1758.3815918,2079.421875,3094.1694140616,0.2418943047004756,0.398707583857287,0.3593981114422374
433,7.0,Fri,2020-10-23,20:00,Elche,Valencia,H,17392.17948717949,3.2,3.1,2.4,0.0,0.0545454545454545,0.0545454545454545,0.0677966101694915,20/21,0.5,1.0,2.5,2.0,-1.5,-0.3333333333333333,0.0,0.5,0.3333333333333333,0.0,1.0,6.2,3.5,1.0,10.6,3.6,1583.18530273,1720.58728027,844.3680419916667,1033.9314404292,0.2406257076084093,0.2978225770020225,0.4615517153895681
434,7.0,Sat,2020-10-24,15:00,Barcelona,Real Madrid,A,62721.23188405797,2.0,3.6,3.6,0.0806451612903225,0.0892857142857142,0.0178571428571428,0.032258064516129,20/21,2.0,2.333333333333333,1.0,0.6666666666666666,2.0,1.0,0.5,0.5,0.6666666666666666,0.3333333333333333,6.6,5.0,13.8,4.8,11.6,4.0,1952.6262207,1900.90075684,2835.5186328128,3849.558012691601,0.2349712586840371,0.563492976637445,0.2015357646785178
435,7.0,Sat,2020-10-24,17:30,Osasuna,Athletic Club,H,18176.78260869565,3.25,2.9,2.4,0.0491803278688524,0.0357142857142857,0.0535714285714285,0.0655737704918032,20/21,1.5,1.0,1.5,2.0,0.0,-0.6666666666666666,0.5,0.0,0.3333333333333333,0.0,3.4,4.2,11.2,4.2,9.8,3.0,1698.08544922,1710.671875,2679.6381250016,2022.500478516,0.2401175760552654,0.4757577063538352,0.2841247175908994
436,7.0,Sat,2020-10-24,17:30,Sevilla,Eibar,A,33976.64705882353,1.45,4.33,7.5,0.0153846153846153,0.0508474576271186,0.0,0.0461538461538461,20/21,3.0,1.5,0.0,1.5,1.0,0.0,1.0,0.0,0.5,0.0,5.4,4.2,13.8,3.4,12.8,4.2,1866.21972656,1668.41381836,4374.779677730799,2081.506083984,0.2123548275829005,0.7257262439701718,0.0619189284469276
437,7.0,Sat,2020-10-24,20:00,Atlético Madrid,Betis,H,54743.89855072464,1.55,3.8,6.5,0.0952380952380952,0.0508474576271186,0.0169491525423728,0.0476190476190476,20/21,2.0,2.0,1.0,1.0,2.5,0.0,0.5,0.5,0.6666666666666666,0.0,3.6,4.8,12.2,4.2,13.8,4.0,1887.32189941,1676.85620117,3790.3759179704,2079.1798535135995,0.2097860555303736,0.7369565815567968,0.0532573629128296
438,7.0,Sun,2020-10-25,13:00,Valladolid,Alavés,A,20498.09375,2.3,2.9,3.5,0.0461538461538461,0.0333333333333333,0.0666666666666666,0.0769230769230769,20/21,0.6666666666666666,0.0,2.333333333333333,3.0,-0.3333333333333333,-1.5,0.0,0.6666666666666666,0.0,0.0,3.8,2.8,10.6,3.6,7.8,3.0,1638.21582031,1620.90795898,1677.1267822260002,1049.2064355456,0.2381256386872337,0.5174242138524404,0.2444501474603259
439,7.0,Sun,2020-10-25,15:00,Cádiz,Villarreal,D,16561.8,3.6,3.3,2.1,0.0307692307692307,0.0,0.0967741935483871,0.0615384615384615,20/21,0.3333333333333333,0.5,2.6666666666666665,2.5,-1.3333333333333333,-2.0,0.0,0.3333333333333333,0.0,0.5,4.666666666666667,3.0,12.666666666666666,4.0,8.0,3.2,1592.87329102,1784.9161377,590.2440999358333,2562.2309179712,0.2368862182284577,0.225680714339759,0.5374330674317832
440,7.0,Sun,2020-10-25,17:30,Getafe,Granada,A,10618.507246376812,1.85,3.1,5.0,0.0769230769230769,0.032258064516129,0.0,0.1076923076923077,20/21,3.0,0.5,0.0,2.5,1.6666666666666667,-2.5,1.0,0.0,0.0,0.5,3.4,3.4,8.8,3.4,9.8,4.8,1753.27575684,1750.68493652,3240.7683837876,3426.257373048,0.239194567115968,0.4970711046098657,0.2637343282741662
441,7.0,Sun,2020-10-25,20:00,Real Sociedad,Huesca,H,30450.88235294117,1.57,3.75,6.0,0.0461538461538461,0.0317460317460317,0.0158730158730158,0.0307692307692307,20/21,1.3333333333333333,1.0,1.6666666666666667,2.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,5.2,5.0,11.6,3.8,15.0,3.6666666666666665,1774.00756836,1598.79162598,1766.0598144520002,1713.1262207025,0.2167247575409754,0.7045644176653425,0.0787108247936819
442,7.0,Mon,2020-10-26,20:00,Levante,Celta Vigo,D,16718.125,2.37,3.25,3.0,0.0,0.015625,0.03125,0.0434782608695652,20/21,0.0,0.6666666666666666,3.0,2.333333333333333,-2.0,-0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,3.6,3.4,9.4,3.4,8.2,2.6,1690.46228027,1663.46130371,2471.6170800776,999.137314452,0.2373292034782227,0.5306316254553848,0.2320391710663923
