depart_date,origin,destination,gate,return_date,found_at,trip_class,value,number_of_changes,duration,distance,show_to_affiliates,actual
2024-07-22,BLL,PMI,,,2024-05-04T16:07:30,0,143,1,1280,1862,True,True
2025-01-03,BLL,PMI,,,2024-05-05T05:27:44,0,143,1,455,1862,True,True
2024-12-19,BLL,PMI,,,2024-05-04T16:20:22,0,143,1,1615,1862,True,True
2024-07-08,BLL,PMI,,,2024-05-05T01:55:42,0,143,1,775,1862,True,True
2024-09-23,BLL,PMI,,,2024-05-04T16:28:36,0,143,1,985,1862,True,True
2024-06-24,BLL,PMI,,,2024-05-04T11:18:57,0,143,1,1340,1862,True,True
2024-07-02,BLL,PMI,,,2024-05-07T04:00:37,0,143,1,1280,1862,True,True
2024-09-22,BLL,PMI,,,2024-05-04T15:29:34,0,143,1,990,1862,True,True
2025-02-21,BLL,PMI,,,2024-05-04T16:53:04,0,143,1,795,1862,True,True
2024-07-16,BLL,PMI,,,2024-05-04T15:22:55,0,143,1,1280,1862,True,True
2025-03-12,BLL,PMI,,,2024-05-05T07:23:06,0,143,1,1290,1862,True,True
2024-08-30,BLL,PMI,,,2024-05-04T07:55:54,0,143,1,1445,1862,True,True
2024-12-23,BLL,PMI,,,2024-05-04T17:15:17,0,143,1,1505,1862,True,True
2024-10-18,BLL,PMI,,,2024-05-04T06:43:54,0,143,1,945,1862,True,True
2024-07-10,BLL,PMI,,,2024-05-04T16:31:51,0,143,1,1110,1862,True,True
2024-09-20,BLL,PMI,,,2024-05-04T14:25:57,0,143,1,1545,1862,True,True
2024-07-21,BLL,PMI,,,2024-05-04T07:35:12,0,143,1,1655,1862,True,True
2025-02-17,BLL,PMI,,,2024-05-04T16:41:17,0,143,1,1535,1862,True,True
2025-03-07,BLL,PMI,,,2024-05-04T14:28:56,0,143,1,430,1862,True,True
2024-06-28,BLL,PMI,,,2024-05-04T17:19:56,0,143,1,960,1862,True,True
2024-09-10,BLL,PMI,,,2024-05-04T13:36:08,0,143,1,1275,1862,True,True
2024-09-19,BLL,PMI,,,2024-05-04T13:59:11,0,143,1,1350,1862,True,True
2024-09-25,BLL,PMI,,,2024-05-07T04:18:48,0,143,1,1595,1862,True,True
2024-09-03,BLL,PMI,,,2024-05-05T15:27:48,0,143,1,1125,1862,True,True
2024-09-13,BLL,PMI,,,2024-05-04T15:19:49,0,143,1,1445,1862,True,True
2024-09-05,BLL,PMI,,,2024-05-04T14:51:11,0,143,1,1245,1862,True,True
2024-10-02,BLL,PMI,,,2024-05-04T15:50:17,0,143,1,1070,1862,True,True
2024-07-01,BLL,PMI,,,2024-05-07T02:49:03,0,143,1,1295,1862,True,True
2024-12-26,BLL,PMI,,,2024-05-04T16:50:43,0,143,1,1615,1862,True,True
2024-05-19,BLL,PMI,,,2024-05-04T11:44:14,0,143,1,705,1862,True,True
2024-09-14,BLL,PMI,,,2024-05-05T06:50:12,0,143,1,1030,1862,True,True
2024-07-15,BLL,PMI,,,2024-05-04T17:27:00,0,143,1,965,1862,True,True
2024-06-16,BLL,PMI,,,2024-05-04T16:21:27,0,143,1,605,1862,True,True
2024-07-12,BLL,PMI,,,2024-05-04T16:35:26,0,143,1,960,1862,True,True
2024-12-29,BLL,PMI,,,2024-05-04T14:52:25,0,143,1,390,1862,True,True
2024-07-04,BLL,PMI,,,2024-05-04T11:11:34,0,143,1,1545,1862,True,True
2024-07-19,BLL,PMI,,,2024-05-04T08:23:21,0,143,1,460,1862,True,True
2024-10-27,BLL,PMI,,,2024-05-05T04:48:20,0,143,1,1590,1862,True,True
2024-09-17,BLL,PMI,,,2024-05-04T16:28:06,0,143,1,1125,1862,True,True
