Address,Price,Til salg,energyL,timeOnMarketB,timeOnMarketA,pay,sqmPr,sqm,floor,rooms,fees,built,renov,floorLvl,garage,toil,varme,oWall,area,roof,roofType,value,lastPrice,Til leje,depo,size,period,from
"https://www.boligsiden.dk/adresse/platanvej-43-7700-thisted-07875695__43_______?udbud=2a17ea9d-ab64-4561-a388-397ea62a1270
",1.295.000 kr.," Platanvej 43, Thisted - Villa på 150 m² - Boligsiden",C,10,10,65000,7969,908,,4,1794,1969,,1-,,2,fjernvarme/blokvarme,,162.5,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/guldagergaardsvej-42-6710-esbjerg-v-05612752__42_______?udbud=eb5870b0-00bd-43ed-ba89-4feb05cf3371
",2.598.000 kr.," Guldagergårdsvej 42, Esbjerg V - Villa på 135 m² - Boligsiden",A2010,10,10,130000,18130,944,,5,2161,2011,,1-,,2,fjernvarme/blokvarme,,143.3,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/groendalsgaardvej-26-8600-silkeborg-07400579__26_______?udbud=190adbd5-6581-4028-b0a7-34fb32968e38
",2.995.000 kr.," Grøndalsgårdvej 26, Silkeborg - Villa på 207 m² - Boligsiden",C,79,10,150000,14975,738,,8,2026,1912,1975,1-,,2,fjernvarme/blokvarme,,200,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/tornskadevaenget-6-5210-odense-nv-04618850___6_______?udbud=bf114fe2-64d9-4473-ab45-ea78f76c4698
",1.950.000 kr.," Tornskadevænget 6, Snestrup, Odense NV - Villa på 119 m² - Boligsiden",E,10,10,100000,15264,741,,4,2161,1966,,1-,,1,fjernvarme/blokvarme,,127.75,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/soesvinget-69-8250-egaa-07518306__69_______?udbud=0f210902-2cac-4869-8397-4a0bcbcdbd77
",11.950.000 kr.," Søsvinget 69, Egå - Villa på 149 m² - Boligsiden",D,10,10,600000,59453,835,,5,6854,1971,,1-,,2,fjernvarme/blokvarme,,201,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/bellinisvej-16-9200-aalborg-sv-08510495__16_______?udbud=9a2947ef-82e2-4cc4-8c19-6f803d5738a9
",2.650.000 kr.," Bellinisvej 16, Aalborg SV - Villa på 197 m² - Boligsiden",C,10,10,135000,13204,1308,,6,3915,1962,1975,1-,,2,fjernvarme/blokvarme,,200.7,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/toplaerkevej-5-8410-roende-07062067___5_______?udbud=ac22e847-978f-4ee7-8366-6f7f40edf2cb
",2.498.000 kr.," Toplærkevej 5, Følle Strand, Rønde - Fritidsbolig på 76 m² - Boligsiden",,445,10,125000,31031,433,,3,1518,1962,2001,1-,,1,ovn til fast og flydende brændsel,,80.5,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/lyngbakkevej-30-8300-odder-07274391__30_______?udbud=40c36de8-bdfe-49d7-9cc5-4a0afd666337
",1.850.000 kr.," Lyngbakkevej 30, Rude Strand, Odder - Fritidsbolig på 79 m² - Boligsiden",,10,10,95000,21829,1001,,6,2468,1992,,1-,,1,elvarme,,84.75,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/moellegade-22-1-th-8660-skanderborg-07460680__22__1__th?udbud=b1881bd2-4907-4f35-9399-460b72c8f1fa
",2.975.000 kr.," Møllegade 22, 1. th., Skanderborg - Ejerlejlighed på 77 m² - Boligsiden",D,10,10,150000,38636,455,1,2,2600,1929,,2-1,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/rosenvej-52-8305-samsoe-07410602__52_______?udbud=baf7bce3-4d34-499a-a8d8-2cb4a6c61cd0
",725.000 kr.," Rosenvej 52, Pillemark, Samsø - Fritidsgrund på 1477 m² - Boligsiden",,10,10,40000,491,1477,,,622,2017,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/roenne-alle-78a-8600-silkeborg-07401475_78a_______?udbud=ff2eecce-34a5-42fe-9391-18838f65a114
",11.995.000 kr.," Rønne Allé 78A, Silkeborg - Villa på 215 m² - Boligsiden",C,10,10,25000,46259,1310,,6,6187,1971,1998,1-,,2,fjernvarme/blokvarme,,259.3,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/trekanten-11-8305-samsoe-07410853__11_______?udbud=b99bfc3d-44e6-4ee4-9c09-a97aefa883a2
",695.000 kr.," Trekanten 11, Brundby, Samsø - Villa på 60 m² - Boligsiden",F,10,10,35000,10221,255,,5,1194,1897,,1-,,1,fjernvarme/blokvarme,,68,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/torpvej-29-5560-aarup-04201799__29_______?udbud=97f7d1a4-ddbb-4e32-a31d-87f4a5ed4d3f
",1.395.000 kr.," Torpvej 29, Torp, Aarup - Villa på 150 m² - Boligsiden",C,10,10,70000,7594,1154,,6,1911,1966,1998,1-,,2,varmepumpe,,183.7,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/kirkebjergevej-4-9240-nibe-08510966___4_______?udbud=8cc1d110-3c03-4e88-a6ac-70f89fd9163b
",895.000 kr.," Kirkebjergevej 4, Bislev, Nibe - Villa på 192 m² - Boligsiden",C,162,10,45000,4029,1222,,7,1405,1937,1973,1-,,2,centralvarme med én fyringsenhed,,222.15,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/kramnitzevej-96-4970-roedby-03600833__96_______?udbud=c3801880-6621-47ef-a907-5565c36ecdca
",795.000 kr.," Kramnitzevej 96, Kramnitze, Rødby - Fritidsbolig på 56 m² - Boligsiden",,10,10,40000,13429,840,,2,1165,1978,,1-,,1,elvarme,,59.2,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/langvadhoej-16-8800-viborg-07914974__16_______?udbud=0990e442-bcab-48ac-9ce0-7247c6c2e86a
",2.295.000 kr.," Langvadhøj 16, Bruunshåb, Viborg - Villa på 135 m² - Boligsiden",C,10,10,115000,12617,800,,4,2224,1965,2009,1-,,1,centralvarme med én fyringsenhed,,181.9,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/ryttermarken-25-9560-hadsund-08461272__25_______?udbud=45c33152-c89a-4562-9f73-aedc5147fbd4
",1.250.000 kr.," Ryttermarken 25, Fruerlund, Hadsund - Fritidsbolig på 73 m² - Boligsiden",,10,10,65000,17730,411,,2,1642,1957,,1-,,1,elvarme,,70.5,,Stråtag,,,,,,,
"https://www.boligsiden.dk/adresse/thistedvej-579-9690-fjerritslev-08491795_579_______?udbud=7eed7a13-7db5-43e4-bab5-1ac0d9f1402c
",4.195.000 kr.," Thistedvej 579, Vust, Fjerritslev - Landejendom på 257 m² - Boligsiden",A2010,1013,10,210000,16184,47273,,8,1931,2013,,1-,,3,varmepumpe,,259.2,,Metal,,,,,,,
"https://www.boligsiden.dk/adresse/ribesvej-1a-8240-risskov-07516641__1a_______?udbud=2b1975b7-a06f-4d97-b912-1f8bfbb04687
",6.198.000 kr.," Ribesvej 1A, Risskov - Villa på 99 m² - Boligsiden",B,10,10,310000,61918,525,,3,4683,1987,,1-,,2,fjernvarme/blokvarme,,100.1,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/kvaedevej-6-7700-thisted-07874100___6_______?udbud=eecc466a-d1af-4b96-9e1d-a28958508097
",1.995.000 kr.," Kvædevej 6, Vilsund, Thisted - Villa på 150 m² - Boligsiden",B,10,10,100000,13282,706,,5,1323,1971,,1-,,1,varmepumpe,,150.2,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/slotsgade-47-5953-tranekaer-04820665__47_______?udbud=a50acd1f-8a5e-45b9-b3a5-ec048b3b67dd
",798.000 kr.," Slotsgade 47, Tranekær, Tranekær - Villa på 186 m² - Boligsiden",F,404,10,40000,4036,953,,5,1034,1885,1997,1-,,2,centralvarme med én fyringsenhed,,197.7,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/skelhuse-9-9280-storvorde-08511883___9_______?udbud=c532dbe7-ea3f-4bf7-80a2-b2d6a7d8ad13
",925.000 kr.," Skelhuse 9, Mou, Storvorde - Fritidsbolig på 98 m² - Boligsiden",,10,10,50000,8963,2500,,4,1513,1965,2011,1-,,2,elvarme,,103.2,,Fibercement uden asbest,,,,,,,
"https://www.boligsiden.dk/adresse/elverdalsvej-161-8270-hoejbjerg-07511769_161_______?udbud=4b504f5f-8326-49c8-8258-c6d96917aa7f
",11.000.000 kr.," Elverdalsvej 161, Højbjerg - Villa på 216 m² - Boligsiden",C,10,10,550000,41416,800,,6,6161,2006,,1-,,2,fjernvarme/blokvarme,,265.6,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/brogade-15-7660-baekmarksbro-06650220__15_______?udbud=7567e486-4011-4c25-b898-41aee5840b1f
",995.000 kr.," Brogade 15, Bækmarksbro - Villa på 321 m² - Boligsiden",D,10,10,50000,2534,1136,,8,1714,1902,,1-,,2,fjernvarme/blokvarme,,392.6,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/granskoven-49-4220-korsoer-03300531__49_______?udbud=2c0411cc-cc64-49ed-b112-6f5974dc5add
",2.345.000 kr.," Granskoven 49, Korsør - Fritidsbolig på 49 m² - Boligsiden",,10,10,120000,45534,1,,3,1160,1996,1999,1-,,1,elvarme,,51.5,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/gl.-kirkevej-42-9982-aalbaek-08130516__42_______?udbud=64fb35bf-ccf8-48f2-95bd-85d5cea30402
",2.995.000 kr.," Gl. Kirkevej 42, Ålbæk - Fritidsbolig på 84 m² - Boligsiden",,10,10,150000,37438,5076,,4,1318,2022,,1-,,1,varmepumpe,,80,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/morbaerhegnet-85-2670-greve-02535310__85_______?udbud=878e1528-7c21-4cce-a76d-dc735580d7c1
",2.350.000 kr.," Morbærhegnet 85, Greve - Ejerlejlighed på 72 m² - Boligsiden",B,114,10,120000,32639,,,3,3509,1988,,2-,,1,fjernvarme/blokvarme,,,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/torstedvej-8-6973-oernhoej-06571127___8_______?udbud=c00f877f-1c23-488f-8de0-fa894a113eef
",1.595.000 kr.," Torstedvej 8, Ørnhøj - Landejendom på 200 m² - Boligsiden",D,10,10,80000,7367,20230,,7,1246,1943,,1-,,2,varmepumpe,,216.5,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/ternebakkevej-15-8700-horsens-06158369__15_______?udbud=b5234c4a-6524-4f67-88e1-d21f0a9cf8a6
",2.295.000 kr.," Ternebakkevej 15, Horsens - Villa på 153 m² - Boligsiden",C,10,10,115000,14411,1027,,5,1976,1972,1979,1-,,2,fjernvarme/blokvarme,,159.25,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/torilisvej-30-4873-vaeggerloese-03762219__30_______?udbud=ccaf4b4d-baba-48f7-a03e-01933c1c1b3a
",1.695.000 kr.," Torilisvej 30, Væggerløse - Fritidsbolig på 68 m² - Boligsiden",,10,10,85000,21348,1011,,4,1852,1979,,1-,,1,elvarme,,79.4,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/kornblomstens-kvarter-83-7400-herning-06574180__83_______?udbud=ccdab20d-2e64-4418-8994-307beb7396c0
",935.000 kr.," Kornblomstens Kvarter 83, Engbyen, Herning - Andelsbolig på 110 m² - Boligsiden",C,10,10,,8500,,,4,3034,1989,,2-,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/snogegaardsvej-137-2860-soeborg-01590794_137_______?udbud=5681a6b2-9caf-4358-bbee-34ab1f21df7f
",6.250.000 kr.," Snogegårdsvej 137, Søborg - Villa på 127 m² - Boligsiden",D,10,10,315000,49213,798,,4,4860,1961,,1-,,1,centralvarme med én fyringsenhed,,127,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/tuborgvej-97b-2900-hellerup-01570892_97b_______?udbud=1de81533-13e1-4145-91fb-10df3053126d
",9.350.000 kr.," Tuborgvej 97B, Hellerup - Villa på 244 m² - Boligsiden",C,10,10,470000,39518,1020,,6,7198,1976,,1-,,2,fjernvarme/blokvarme,,236.6,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/jernbanegade-9-3-tv-4700-naestved-03700750___9__3__tv?udbud=5f27581a-e37b-48cf-8bc4-52289c863152
",3.100.000 kr.," Jernbanegade 9, 3. tv., Næstved - Ejerlejlighed på 168 m² - Boligsiden",C,173,10,155000,18452,,3,5,2035,1912,2021,4-3,,1,fjernvarme/blokvarme,,168,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/lindholmsvej-34-9400-noerresundby-08514915__34_______?udbud=2291b17c-e3a7-42f2-8c30-62bfa24ea40d
",2.895.000 kr.," Lindholmsvej 34, Nørresundby - Villa på 117 m² - Boligsiden",D,10,10,145000,23739,442,,4,2434,1917,,1-,,2,fjernvarme/blokvarme,,121.95,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/gavlbakken-18-2730-herlev-01632068__18_______?udbud=faf8380d-65ae-4624-b4e2-32da5aa6a3ba
",5.245.000 kr.," Gavlbakken 18, Herlev - Villa på 142 m² - Boligsiden",C,10,10,265000,35131,744,,5,4094,1965,1970,1-,,2,centralvarme med én fyringsenhed,,149.3,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/damhusvej-22-2-tv-5000-odense-c-04611390__22__2__tv?udbud=fa05e72d-d17d-4ea7-94b3-878ac0461225
",1.575.000 kr.," Damhusvej 22, 2. tv., Odense C - Ejerlejlighed på 67 m² - Boligsiden",D,205,10,80000,23507,,2,2,2233,1940,1986,3-2,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/balle-noerremarksvej-4-7182-bredsten-06300131___4_______?udbud=10301f60-21c0-4227-b227-b2189dc08808
",2.495.000 kr.," Balle Nørremarksvej 4, Bredsten - Villa på 245 m² - Boligsiden",D,10,10,125000,8877,14865,,6,2285,1850,2001,1-,,2,centralvarme med én fyringsenhed,,281.05,,Fibercement uden asbest,,,,,,,
"https://www.boligsiden.dk/adresse/ravnholtvej-2-5853-oerbaek-04500772___2_______?udbud=c32c834a-9cb7-4a7f-9a4b-e03db3281bc5
",795.000 kr.," Ravnholtvej 2, Måre, Ørbæk - Villa på 101 m² - Boligsiden",G,10,10,40000,5040,4897,,8,2519,1890,,1-,,2,centralvarme med én fyringsenhed,,157.75,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/skt.-joergens-gade-169-5000-odense-c-04617643_169_______?udbud=a95112e8-da52-4010-baeb-f4b53272c3ba
",4.995.000 kr.," Skt. Jørgens Gade 169, Odense C - Rækkehus på 186 m² - Boligsiden",D,10,10,250000,26654,251,,5,2555,1909,2011,1-,,2,fjernvarme/blokvarme,,187.4,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/kildebakken-26-7830-vinderup-06610494__26_______?udbud=7ebfb663-4c83-4c1f-9343-44b0dca28d8a
",1.895.000 kr.," Kildebakken 26, Ejsingholm, Vinderup - Fritidsbolig på 129 m² - Boligsiden",,10,10,95000,14291,1055,,5,1788,2003,,1-,,2,elvarme,,132.6,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/rundhoej-alle-110-2-th-8270-hoejbjerg-07516839_110__2__th?udbud=1a58b8db-0c16-4da0-a4ab-2a4d6a0b9b85
",1.898.000 kr.," Rundhøj Allé 110, 2. th., Højbjerg - Ejerlejlighed på 100 m² - Boligsiden",C,10,10,95000,18980,,2,4,3392,1967,,4-2,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/jagtvej-215a-10-3-2100-koebenhavn-oe-01013332215a_10___3?udbud=46f622ac-6396-4d19-8cd9-16f02ab4c77f
",2.998.000 kr.," Jagtvej 215A, 10. 3., København Ø - Ejerlejlighed på 63 m² - Boligsiden",C,10,10,150000,47587,,10,2,4620,1972,,11-10,,1,fjernvarme/blokvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/enggaardsvej-95-6710-esbjerg-v-05611647__95_______?udbud=909c9752-b7ff-4f53-bd9b-7527e4512f4f
",3.198.000 kr.," Enggårdsvej 95, Esbjerg V - Villa på 176 m² - Boligsiden",C,10,10,160000,17475,785,,7,2228,1963,2013,1-,,2,fjernvarme/blokvarme,,183,,Metal,,,,,,,
"https://www.boligsiden.dk/adresse/floravaenget-31-2-th-5250-odense-sv-04612314__31__2__th?udbud=754370da-4325-4451-87bb-e1e9ac520aa6
",945.000 kr.," Floravænget 31, 2. th., Odense SV - Ejerlejlighed på 66 m² - Boligsiden",C,189,10,50000,14318,,2,2,2287,1971,,3-2,,1,fjernvarme/blokvarme,,,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/hundslevgyden-95-5300-kerteminde-04400284__95_______?udbud=1284e4b7-c1be-4db1-a6b9-f9e19f9ad9fc
",1.750.000 kr.," Hundslevgyden 95, Hundslev, Kerteminde - Villa på 244 m² - Boligsiden",E,10,10,90000,6853,1383,,7,1925,1968,,1-,,2,centralvarme med to fyringsenheder,,255.35,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/troldbjergvej-17a-8883-gjern-07401882_17a_______?udbud=28bfa990-be5a-45cb-9241-8c4306cd1019
",1.595.000 kr.," Troldbjergvej 17A, Gjern - Fritidsbolig på 110 m² - Boligsiden",,10,10,80000,15068,240,,4,3182,2006,,1-,,2,elvarme,,105.85,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/byporten-88-2970-hoersholm-02231140__88_______?udbud=1574c5eb-4383-4430-ab89-28fad9121788
",2.895.000 kr.," Byporten 88, Hørsholm - Ejerlejlighed på 76 m² - Boligsiden",C,10,10,145000,38092,,,3,4665,1987,,3-,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/majsvangen-100-7120-vejle-oest-06301552_100_______?udbud=f92fe77e-45cf-4b25-bcd0-bfd792ae4f54
",998.000 kr.," Majsvangen 100, Vejle Øst - Andelsbolig på 88 m² - Boligsiden",B,10,10,,10720,255,,3,2975,1987,,1-,,1,fjernvarme/blokvarme,,93.1,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/ingolfvej-3-4593-eskebjerg-03260754___3_______?udbud=19a7b532-67be-436d-9329-d418f4573b3d
",975.000 kr.," Ingolfvej 3, Kaldred, Eskebjerg - Fritidsbolig på 73 m² - Boligsiden",,10,10,50000,10433,1933,,3,1095,1979,2005,1-,,1,elvarme,,93.45,,Metal,,,,,,,
"https://www.boligsiden.dk/adresse/ellegaards-alle-9-8960-randers-soe-07300424___9_______?udbud=28b11b46-fe6e-4a1c-adc2-93eacebdc2e6
",1.795.000 kr.," Ellegårds Alle 9, Randers SØ - Villa på 122 m² - Boligsiden",C,10,10,90000,13702,974,,4,2010,1999,,1-,,1,fjernvarme/blokvarme,,131,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/delken-13-6000-kolding-06211761__13_______?udbud=233aa542-ae17-4b4b-9a71-243cf4f7c2ef
",1.295.000 kr.," Delken 13, Vonsild, Kolding - Villa på 99 m² - Boligsiden",D,10,10,65000,12357,736,,4,1912,1970,,1-,,1,fjernvarme/blokvarme,,104.8,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/skovbrynet-6-6990-ulfborg-06611027___6_______?udbud=10c506b9-a447-4b2d-af9d-eade348a5ded
",895.000 kr.," Skovbrynet 6, Sdr. Nissum, Ulfborg - Villa på 160 m² - Boligsiden",C,10,10,45000,5199,848,,4,1051,1976,,1-,,2,fjernvarme/blokvarme,,172.15,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/toftevej-1a-3060-espergaerde-02178944__1a_______?udbud=a107ee65-af51-401a-b8a1-65247d087cab
",6.095.000 kr.," Toftevej 1A, Espergærde - Helårsgrund på 876 m² - Boligsiden",,10,10,305000,6958,876,,,4085,,,,,,ingen varmeinstallation,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/askevaenget-8-5471-soendersoe-04800037___8_______?udbud=f79b5166-174f-4b34-8984-cc09afdfa0a5
",2.395.000 kr.," Askevænget 8, Søndersø - Villa på 147 m² - Boligsiden",C,199,10,120000,15532,808,,5,2081,2005,,1-,,2,centralvarme med én fyringsenhed,,154.2,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/parkvej-46-2830-virum-01730642__46_______?udbud=11dbb6aa-27e6-4ed1-9e82-f4e3f62ef4bb
",15.000.000 kr.," Parkvej 46, Virum - Villa på 211 m² - Boligsiden",B,10,10,750000,68493,1185,,5,7859,1924,1968,2-,,2,varmepumpe,,219,,Andet materiale,,,,,,,
"https://www.boligsiden.dk/adresse/randersvej-13-8860-ulstrup-07100773__13_______?udbud=3905d999-d69b-4acb-b1c7-7b8d39fa23b0
",2.685.000 kr.," Randersvej 13, V Velling, Ulstrup - Landejendom på 363 m² - Boligsiden",D,10,10,135000,7521,18837,,9,3225,1900,1975,1-,,2,centralvarme med én fyringsenhed,,357,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/oelstrupvej-14-6950-ringkoebing-07602439__14_______?udbud=4b0b85dc-4887-4364-b8f6-08aac6297ce1
",1.098.000 kr.," Ølstrupvej 14, No, Ringkøbing - Villa på 201 m² - Boligsiden",C,10,10,55000,5490,14873,,6,1873,1915,2001,1-,,1,varmepumpe,,200,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/kirsebaervej-15-8600-silkeborg-07400911__15_______?udbud=9a1cb7fc-9057-47ee-b1e5-1469a78229cf
",1.745.000 kr.," Kirsebærvej 15, Silkeborg - Villa på 94 m² - Boligsiden",D,10,10,90000,16739,1264,,3,3004,1971,,1-,,1,fjernvarme/blokvarme,,104.25,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/tornbladvej-13-4873-vaeggerloese-03762224__13_______?udbud=26d08ef7-0a76-4577-ad41-532375a6b39a
",1.395.000 kr.," Tornbladvej 13, Væggerløse - Fritidsbolig på 83 m² - Boligsiden",,10,10,70000,16212,1204,,4,1577,1973,1999,1-,,1,elvarme,,86.05,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/primulavej-12-4281-goerlev-03261335__12_______?udbud=718a9dbb-b937-4011-ba89-4d7c79d772fc
",775.000 kr.," Primulavej 12, Reersø Ornum, Gørlev - Fritidsbolig på 49 m² - Boligsiden",,10,10,40000,15816,1151,,2,1247,1971,,1-,,1,varmepumpe,,49,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/knudsmindevej-22-4593-eskebjerg-03260900__22_______?udbud=94ab83ec-748a-42f0-9152-bdfd9c90716e
",275.000 kr.," Knudsmindevej 22, Kaldred, Eskebjerg - Fritidsbolig på 23 m² - Boligsiden",,10,10,25000,11224,1060,,2,932,1970,1975,1-,,,elvarme,,24.5,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/ny-carlsberg-vej-83-17-5-1799-koebenhavn-v-01015100__83_17___5?udbud=b858fd54-7bf6-4ee6-a687-9e491a4610a3
",6.595.000 kr.," Ny Carlsberg Vej 83, 17. 5., København V - Ejerlejlighed på 101 m² - Boligsiden",A2015,10,10,25000,65297,,17,3,6146,2025,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/soeborgvej-14-8930-randers-noe-07302038__14_______?udbud=7f2e9cdc-6ffb-4552-af9b-2e2e65153936
",2.595.000 kr.," Søborgvej 14, Randers NØ - Villa på 169 m² - Boligsiden",C,138,10,130000,12206,1028,,5,3205,1970,,1-,,2,fjernvarme/blokvarme,,212.6,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/strandvejen-9-7451-sunds-06577730___9_______?udbud=7cf87086-2427-428b-998a-e9c159620429
",3.995.000 kr.," Strandvejen 9, Sunds - Villa på 170 m² - Boligsiden",D,192,10,200000,22920,1052,,8,2481,1926,1978,1-,,2,fjernvarme/blokvarme,,174.3,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/bredgade-136-9700-broenderslev-08100190_136_______?udbud=b2e2269e-9693-484f-aca6-234364f59491
",675.000 kr.," Bredgade 136, Brønderslev - Villa på 42 m² - Boligsiden",G,181,10,35000,13609,486,,2,1003,1937,,1-,,1,varmepumpe,,49.6,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/solbakkevej-40-7700-thisted-07876748__40_______?udbud=b24ff54f-33f7-49ae-9b9c-d861a528ef39
",1.295.000 kr.," Solbakkevej 40, Thisted - Villa på 145 m² - Boligsiden",F,172,10,65000,7486,630,,4,1629,1947,,1-,,2,fjernvarme/blokvarme,,173,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/borgergade-38-7140-stouby-07660144__38_______?udbud=59e4b419-e89a-43be-a28c-02d3af8c8441
",1.475.000 kr.," Borgergade 38, Stouby - Villa på 149 m² - Boligsiden",C,801,10,75000,7615,1418,,5,1583,1930,1969,1-,,1,centralvarme med én fyringsenhed,,193.7,,Stråtag,,,,,,,
"https://www.boligsiden.dk/adresse/glentehoej-1-8410-roende-07060605___1_______?udbud=4e367653-e90b-48a0-909f-bbdf5ffed7c3
",4.798.000 kr.," Glentehøj 1, Rønde - Villa på 241 m² - Boligsiden",C,208,10,240000,19215,1106,,7,3682,1966,2014,1-,,2,fjernvarme/blokvarme,,249.7,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/kingosvej-22-7400-herning-06573859__22_______?udbud=a329b031-6cd4-44ac-b53b-dffd1fdff5a4
",2.095.000 kr.," Kingosvej 22, Herning - Villa på 206 m² - Boligsiden",C,833,10,105000,10072,686,,8,2202,1962,1976,1-,,2,fjernvarme/blokvarme,,205.8,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/boringvej-3-8763-rask-moelle-07660151___3_______?udbud=5b125313-830c-4b42-8738-5ba046fb38df
",1.295.000 kr.," Boringvej 3, Rask Mølle - Villa på 161 m² - Boligsiden",D,592,10,65000,7848,649,,6,1547,1900,2010,1-,,1,fjernvarme/blokvarme,,165.3,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/gadbjergvej-24-7321-gadbjerg-06300689__24_______?udbud=f9161838-5eb7-4ddf-986c-ca2902ca1f83
",1.495.000 kr.," Gadbjergvej 24, Gadbjerg - Villa på 194 m² - Boligsiden",D,776,10,75000,7119,8195,,6,1477,1930,1979,1-,,2,centralvarme med én fyringsenhed,,209.5,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/havblik-34-6470-sydals-05402765__34_______?udbud=9417b740-07aa-43ec-9501-1a0265d51878
",495.000 kr.," Havblik 34, Sønderby, Sydals - Fritidsgrund på 1202 m² - Boligsiden",,10,10,25000,412,1202,,,564,,,,,,,,,,,,,,,,,
